KR0001	𫠦
KR0005	將
KR0007	𤣥
KR0008	𤭔
KR0011	𩔖
KR0012	孤
KR0015	𥬇
KR0019	𫝊
KR0020	𫝑
KR0021	𥙊
KR0023	𫉬
KR0027	龜
KR0028	𨵿
KR0029	𠋣
KR0030	𦘕
KR0031	𩀱
KR0032	𨽻
KR0035	𣗳
KR0036	𤼵
KR0039	㸃
KR0040	雨
KR0041	蒙
KR0042	𢎞
KR0043	𪧐
KR0044	熱
KR0046	𨼆
KR0050	𤓰
KR0051	𣈆
KR0053	收
KR0054	愽
KR0061	𡊮
KR0062	𢧐
KR0064	暴
KR0065	邉
KR0066	𩯭
KR0072	寃
KR0080	𫟍
KR0081	葛
KR0086	𢙣
KR0087	𥘿
KR0089	𦵏
KR0090	𧰼
KR0092	𨹧
KR0094	𧖟
KR0095	圡
KR0102	弊
KR0117	𨤲
KR0121	𠞰
KR0124	𩔗
KR0125	𠕋
KR0128	𣲖
KR0131	𦂳
KR0132	𦒿 
KR0135	𦔳
KR0136	𬨨
KR0139	𩔰
KR0140	𢌿
KR0141	𧷢
KR0142	杞
KR0144	篆
KR0150	穀
KR0151	𡍼
KR0153	𠫵
KR0157	𢹂
KR0164	𥳑
KR0166	𪔂
KR0168	𠂻
KR0169	𨻶
KR0173	𨺚
KR0174	𣦸
KR0175	𠕅
KR0176	𦞃
KR0179	船
KR0181	𬗋
KR0182	𠑽
KR0184	𢬵
KR0185	𩦸
KR0193	冢
KR0198	[沔-丏+丐]
KR0200	𤨏
KR0202	𫿞
KR0203	𦍤
KR0206	𡺳
KR0207	龯
KR0217	𠡠
KR0218	𨙻
KR0220	𧇊
KR0222	𣻌
KR0223	𨕖
KR0226	珊
KR0228	𢡖
KR0231	戯
KR0233	𧰟
KR0234	𦗟
KR0236	錫
KR0240	𣵠
KR0241	𦤺
KR0242	𨷖
KR0246	絃
KR0248	候
KR0255	𣳚
KR0256	𡨕
KR0261	𣺌
KR0264	𣷹
KR0265	𤋮
KR0267	𤁋
KR0272	𩀌
KR0273	𦍒
KR0277	簾
KR0285	𥊏
KR0286	𥞇
KR0288	𩬊
KR0290	𦋺
KR0292	𨇠
KR0296	𧷤
KR0297	𨒪
KR0298	𠕅
KR0299	𡨜
KR0301	𡚶
KR0304	𥧌
KR0305	形
KR0307	𩛿
KR0312	𥮅
KR0314	𣵀
KR0316	𨚗
KR0318	𤦺
KR0319	𩜹
KR0321	𢃄
KR0326	𢌞
KR0329	𡁲
KR0332	𦙍
KR0336	胷
KR0337	痬
KR0342	𠊓
KR0351	𪠘
KR0353	𤑔
KR0354	𪋤
KR0356	𠲒
KR0358	𣙜
KR0361	𠦑
KR0368	优
KR0370	𨓆
KR0373	𤱶
KR0383	𠭇
KR0384	𦤺
KR0385	𨚍
KR0386	㴠
KR0392	𤎅
KR0396	𦕈
KR0398	𦝫
KR0399	皋
KR0400	𤠔
KR0401	𡖉
KR0402	𫾻
KR0404	𨓦
KR0409	𡙇
KR0411	𧴀
KR0413	𥹭
KR0415	㝡
KR0417	𣻉
KR0419	𨶕
KR0421	𡗝
KR0423	𦍑
KR0428	榦
KR0431	𦊨
KR0434	簒
KR0436	𣯶
KR0437	𨞬
KR0439	𢦤
KR0441	𠫊
KR0442	𡡾
KR0443	𢍆
KR0445	𣂏
KR0447	𠛬
KR0448	𦱤
KR0450	𥆳
KR0452	𡒄
KR0453	𨶔
KR0458	𠆸
KR0459	𠊱
KR0461	𡵯
KR0465	𠈁
KR0470	𡾟
KR0471	羋
KR0473	𤺋
KR0474	𥼶
KR0475	團
KR0478	甯
KR0480	兎
KR0485	𢚩
KR0486	泓
KR0488	𦸼
KR0489	𦙄
KR0490	夔
KR0495	𠒋
KR0496	冣
KR0497	𤰅
KR0498	𦈢
KR0501	𠟵
KR0506	𢠢
KR0507	𣪞
KR0508	𥸅
KR0509	𣹢
KR0511	𨛦
KR0512	𣝔
KR0513	𫃵
KR0514	直
KR0515	𪆟
KR0518	𤄊
KR0522	𣯛
KR0523	𦭘
KR0524	𣋌
KR0528	峰
KR0529	𪄠
KR0531	𠜇
KR0532	𠫤
KR0536	𤦛
KR0537	𨖚
KR0539	𠇍
KR0540	𡔷
KR0542	𤅬
KR0543	𢀿
KR0545	𩠐
KR0547	𤎆
KR0559	𧦬
KR0567	兔
KR0572	𥸤
KR0577	𦵔
KR0594	𢷬
KR0611	澀
KR0612	[((木-(企-止)+皕)/大)*毛]
KR0622	𦬊
KR0644	泫
KR0664	塜
KR0665	暘
KR0683	詧
KR0711	𠢐
KR0718	苽
KR0721	[炫-ㄙ+ㄥ]
KR0730	𨗳
KR0731	𤧚
KR0780	𤯝
KR0815	𨫼
KR0880	七
KR0940	𡑞
KR0947	𠻳
KR1001	𬇇
KR1009	𨵗
KR1054	𢠵
KR1059	𡡉
KR1111	𧽼
KR1112	𣝕
KR1115	𩃱
KR1121	𠖇
KR1183	恵
KR1188	𤬪
KR1309	𧦪
KR1312	𡼏
KR1317	段
KR1345	𩥇
KR1502	𩕳
KR1549	𣵺
KR1656	𢤱
KR1695	𧂐
KR1768	𢈻
KR1831	𤞞
KR1844	𡱁
KR2032	𩮰
KR2137	𡺸
KR2161	䷀
KR2189	䷋
KR2277	䷠
KR2288	𡷗
KR2307	䷗
KR2308	䷊
KR2336	䷒
KR2372	䷖
KR2373	☰
KR2402	䷪
KR2403	䷡
KR2441	䷓
KR2442	䷁
KR2474	𨅊
KR2479	䷫
KR2480	䷃
KR2481	䷂
KR2514	☷
KR2561	䷟
KR2562	䷅
KR2563	䷄
KR2656	䷾
KR2657	䷶
KR2658	䷚
KR2659	䷌
KR2660	䷆
KR2661	☶
KR2662	☵
KR2701	䷳
KR2702	䷨
KR2703	䷣
KR2704	䷜
KR2705	䷛
KR2706	䷈
KR2743	䷸
KR2744	䷰
KR2745	䷐
KR2746	䷎
KR2747	䷍
KR2748	䷇
KR2749	☳
KR2807	䷼
KR2808	䷴
KR2809	䷬
KR2810	䷦
KR2811	䷥
KR2812	䷢
KR2813	䷞
KR2814	䷘
KR2815	䷑
KR2816	☲
KR2865	䷿
KR2866	䷻
KR2867	䷤
KR2868	䷝
KR2926	䷺
KR2927	䷷
KR2928	䷵
KR2929	䷯
KR2930	䷩
KR2931	䷕
KR2982	䷲
KR2983	䷱
KR2984	䷮
KR2985	䷏
KR2986	䷉
KR2987	☴
KR3047	䷽
KR3048	䷭
KR3049	䷧
KR3050	䷙
KR3051	䷔
KR3052	☱
KR3091	䷹
KR4708	
KR4709	
KR4710	
KR4712	
