cp_hex	char	count	block	category	name
U+74DC	瓜	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-74DC
U+7515	甕	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7515
U+751A	甚	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-751A
U+7559	留	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7559
U+7562	畢	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7562
U+756B	畫	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-756B
U+756C	畬	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-756C
U+7587	疇	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7587
U+759A	疚	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-759A
U+75B5	疵	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-75B5
U+75C5	病	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-75C5
U+75DB	痛	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-75DB
U+7620	瘠	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7620
U+7684	的	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7684
U+76A4	皤	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76A4
U+76CD	盍	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76CD
U+76EA	盪	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76EA
U+773C	眼	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-773C
U+77EF	矯	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-77EF
U+793E	社	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-793E
U+7957	祗	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7957
U+7981	禁	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7981
U+79CB	秋	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-79CB
U+79D1	科	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-79D1
U+7A0A	稊	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A0A
U+7A37	稷	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A37
U+7A3C	稼	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A3C
U+7A3D	稽	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A3D
U+7A40	穀	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A40
U+7AC4	竄	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7AC4
U+7AF9	竹	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7AF9
U+7B64	筤	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B64
U+7BC4	範	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7BC4
U+7BC7	篇	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7BC7
U+7BE4	篤	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7BE4
U+7C2A	簪	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7C2A
U+7CB9	粹	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7CB9
U+7D02	紂	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D02
U+7D04	約	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D04
U+7D14	純	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D14
U+7D55	絕	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D55
U+7D5C	絜	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D5C
U+7D6A	絪	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D6A
U+7D71	統	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D71
U+7D9C	綜	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D9C
U+7E23	縣	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E23
U+7E7B	繻	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E7B
U+7E86	纆	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E86
U+7E8C	續	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E8C
U+7F5F	罟	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F5F
U+7FD4	翔	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FD4
U+7FD5	翕	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FD5
U+7FFC	翼	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FFC
U+800B	耋	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-800B
U+801C	耜	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-801C
U+8026	耦	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8026
U+8028	耨	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8028
U+8036	耶	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8036
U+8072	聲	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8072
U+8086	肆	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8086
U+80CC	背	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-80CC
U+80CF	胏	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-80CF
U+810A	脊	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-810A
U+814A	腊	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-814A
U+81E7	臧	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-81E7
U+81F2	臲	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-81F2
U+8209	舉	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8209
U+821E	舞	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-821E
U+8272	色	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8272
U+8300	茀	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8300
U+8302	茂	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8302
U+8385	莅	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8385
U+83A7	莧	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-83A7
U+83D1	菑	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-83D1
U+8411	萑	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8411
U+8466	葦	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8466
U+84BC	蒼	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-84BC
U+84CF	蓏	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-84CF
U+851A	蔚	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-851A
U+85AA	薪	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-85AA
U+862D	蘭	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-862D
U+868C	蚌	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-868C
U+86C7	蛇	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-86C7
U+87C4	蟄	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-87C4
U+87F9	蟹	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-87F9
U+8803	蠃	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8803
U+8816	蠖	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8816
U+884D	衍	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-884D
U+8853	術	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8853
U+885B	衛	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-885B
U+88BD	袽	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-88BD
U+88D2	裒	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-88D2
U+88DC	補	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-88DC
U+892B	褫	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-892B
U+89A9	覩	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-89A9
U+8A73	詳	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A73
U+8A85	誅	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A85
U+8AA3	誣	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AA3
U+8AA5	誥	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AA5
U+8AC2	諂	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AC2
U+8B1B	講	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B1B
U+8C76	豶	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C76
U+8C9D	貝	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C9D
U+8CA2	貢	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CA2
U+8CA8	貨	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CA8
U+8CAB	貫	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CAB
U+8CDE	賞	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CDE
U+8CEA	質	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CEA
U+8D0A	贊	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8D0A
U+8D66	赦	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8D66
U+8D8A	越	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8D8A
U+8DA3	趣	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8DA3
U+8DEF	路	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8DEF
U+8E30	踰	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E30
U+8E44	蹄	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E44
U+8E62	蹢	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E62
U+8E85	躅	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E85
U+8E8B	躋	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E8B
U+8F15	輕	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F15
U+8F2E	輮	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F2E
U+8F3B	輻	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F3B
U+8FED	迭	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8FED
U+9016	逖	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9016
U+904A	遊	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-904A
U+904B	運	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-904B
U+904F	遏	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-904F
U+9050	遐	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9050
U+9069	適	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9069
U+9085	邅	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9085
U+914C	酌	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-914C
U+9162	酢	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9162
U+916C	酬	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-916C
U+9187	醇	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9187
U+91DC	釜	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-91DC
U+9264	鉤	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9264
U+95BD	閽	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95BD
U+95D5	闕	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95D5
U+95DC	關	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95DC
U+95E1	闡	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95E1
U+963B	阻	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-963B
U+9642	陂	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9642
U+9664	除	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9664
U+9673	陳	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9673
U+96A4	隤	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96A4
U+96DE	雞	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96DE
U+9706	霆	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9706
U+9748	靈	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9748
U+97B6	鞶	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-97B6
U+97FF	響	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-97FF
U+9802	頂	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9802
U+9804	頄	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9804
U+984F	顏	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-984F
U+98EA	飪	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98EA
U+98ED	飭	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98ED
U+98FD	飽	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98FD
U+994B	饋	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-994B
U+99AE	馮	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-99AE
U+99B4	馴	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-99B4
U+99B5	馵	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-99B5
U+99C1	駁	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-99C1
U+9A45	驅	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9A45
U+9A55	驕	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9A55
U+9AEE	髮	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9AEE
U+9B42	魂	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9B42
U+9C49	鱉	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9C49
U+9E75	鹵	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9E75
U+9ED1	黑	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9ED1
U+9ED4	黔	1	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9ED4
