cp_major	char_major	count_major	cp_minor	char_minor	count_minor	ratio_major_over_minor	types
U+8239	船	126774	U+8221	舡	4905	25.846	kSemanticVariant
U+965D	陝	8980	U+9655	陕	4888	1.837	kSimplifiedVariant,kTraditionalVariant
U+7A2E	種	709527	U+79CD	种	4868	145.753	kSimplifiedVariant,kTraditionalVariant
U+4FDF	俟	77369	U+7AE2	竢	4848	15.959	kSemanticVariant
U+6AB3	檳	24901	U+3BFD	㯽	4841	5.144	kSemanticVariant
U+85A6	薦	147188	U+8350	荐	4831	30.467	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+6D63	浣	13764	U+6FA3	澣	4829	2.850	kSemanticVariant
U+52D1	勑	34593	U+5FA0	徠	4822	7.174	kSemanticVariant
U+536D	卭	8072	U+536C	卬	4795	1.683	kSemanticVariant
U+689F	梟	12756	U+9D1E	鴞	4756	2.682	kSemanticVariant
U+5618	嘘	5059	U+5653	噓	4726	1.070	kSimplifiedVariant,kTraditionalVariant
U+5306	匆	8864	U+6031	怱	4725	1.876	kSemanticVariant
U+7BA1	管	239704	U+7B66	筦	4719	50.796	kSemanticVariant
U+6376	捶	7178	U+7BA0	箠	4712	1.523	kSemanticVariant
U+7E69	繩	59310	U+42F2	䋲	4706	12.603	kSemanticVariant
U+6C68	汨	8283	U+6C69	汩	4701	1.762	kSpecializedSemanticVariant
U+7A31	稱	622216	U+5041	偁	4691	132.640	kSemanticVariant
U+696B	楫	16623	U+6A9D	檝	4672	3.558	kSemanticVariant
U+51AA	冪	5951	U+5E42	幂	4640	1.283	kSimplifiedVariant,kTraditionalVariant
U+8514	蔔	9680	U+83D4	菔	4572	2.117	kSemanticVariant
U+70AB	炫	7099	U+8852	衒	4566	1.555	kSpecializedSemanticVariant
U+6232	戲	83299	U+6231	戱	4555	18.287	kSemanticVariant
U+622F	戯	14697	U+6231	戱	4555	3.227	kSimplifiedVariant,kTraditionalVariant
U+733F	猿	29414	U+7328	猨	4553	6.460	kSemanticVariant
U+9396	鎖	22147	U+93C1	鏁	4535	4.884	kSemanticVariant
U+7B11	笑	210561	U+54B2	咲	4533	46.451	kSemanticVariant
U+8A90	誐	6236	U+54E6	哦	4526	1.378	kSemanticVariant
U+7E61	繡	50277	U+7D89	綉	4520	11.123	kSemanticVariant
U+98F2	飲	505806	U+98EE	飮	4505	112.277	kZVariant
U+566A	噪	6815	U+8B5F	譟	4500	1.514	kSemanticVariant
U+8A17	託	72070	U+4F82	侂	4493	16.041	kSemanticVariant
U+5010	倐	11231	U+500F	倏	4485	2.504	kSemanticVariant
U+5C46	屆	4979	U+5C4A	届	4476	1.112	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+81BE	膾	6881	U+9C60	鱠	4475	1.538	kSemanticVariant,kSpecializedSemanticVariant
U+70BA	為	7866090	U+4E3A	为	4447	1768.853	kSimplifiedVariant,kTraditionalVariant
U+7232	爲	903120	U+4E3A	为	4447	203.085	kSimplifiedVariant,kTraditionalVariant
U+5E55	幕	46103	U+5E59	幙	4443	10.377	kSemanticVariant
U+98FE	飾	98085	U+9919	餙	4376	22.414	kSemanticVariant
U+85DD	藝	72831	U+84FA	蓺	4373	16.655	kSemanticVariant
U+589F	墟	21568	U+5729	圩	4339	4.971	kSemanticVariant
U+8F1D	輝	58123	U+7147	煇	4326	13.436	kSemanticVariant
U+7897	碗	26550	U+76CC	盌	4300	6.174	kSemanticVariant
U+6900	椀	7933	U+76CC	盌	4300	1.845	kSemanticVariant
U+5203	刃	33307	U+5204	刄	4294	7.757	kSemanticVariant
U+723E	爾	700598	U+5C14	尔	4291	163.271	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+5C12	尒	9219	U+5C14	尔	4291	2.148	kSemanticVariant
U+598A	妊	20066	U+59D9	姙	4277	4.692	kSemanticVariant
U+7006	瀆	35346	U+51DF	凟	4275	8.268	kSpoofingVariant
U+81BB	膻	4919	U+7FB6	羶	4230	1.163	kSpecializedSemanticVariant
U+52AB	劫	132929	U+5226	刦	4205	31.612	kSemanticVariant
U+7AC8	竈	21526	U+7076	灶	4192	5.135	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+4E8B	事	2581073	U+4E8A	亊	4172	618.666	kSemanticVariant
U+7A31	稱	622216	U+79F0	称	4171	149.177	kSimplifiedVariant,kTraditionalVariant
U+4E03	七	1464498	U+67D2	柒	4168	351.367	kSemanticVariant,kSpecializedSemanticVariant
U+53E8	叨	16449	U+9955	饕	4163	3.951	kSemanticVariant
U+6DE8	淨	501458	U+51C8	凈	4162	120.485	kSemanticVariant,kSpecializedSemanticVariant
U+51C0	净	8439	U+51C8	凈	4162	2.028	kSimplifiedVariant,kTraditionalVariant
U+8C50	豐	165067	U+4E30	丰	4159	39.689	kSimplifiedVariant,kTraditionalVariant
U+531D	匝	18937	U+5E00	帀	4156	4.557	kSemanticVariant
U+9435	鐵	114968	U+9295	銕	4155	27.670	kSemanticVariant
U+7E3D	總	401081	U+7E02	縂	4149	96.669	kSemanticVariant
U+6A13	樓	219625	U+697C	楼	4144	52.998	kSimplifiedVariant,kTraditionalVariant
U+7E6A	繪	23263	U+7E62	繢	4135	5.626	kSpecializedSemanticVariant
U+91D0	釐	72708	U+5398	厘	4131	17.601	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+69E8	槨	4194	U+6901	椁	4120	1.018	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+6C0A	氊	9358	U+6C08	氈	4097	2.284	kSemanticVariant
U+5E78	幸	228496	U+56DF	囟	4092	55.840	kSpecializedSemanticVariant
U+971C	霜	148294	U+5B40	孀	4092	36.240	kSemanticVariant
U+64F2	擲	28188	U+64FF	擿	4092	6.889	kSemanticVariant
U+5016	倖	17076	U+56DF	囟	4092	4.173	kSpecializedSemanticVariant
U+52AB	劫	132929	U+5227	刧	4088	32.517	kSemanticVariant
U+5226	刦	4205	U+5227	刧	4088	1.029	kSemanticVariant
U+7825	砥	12475	U+538E	厎	4083	3.055	kSemanticVariant
U+98F1	飱	6713	U+98E7	飧	4074	1.648	kSemanticVariant
U+9599	閙	6675	U+9B27	鬧	4064	1.642	kSemanticVariant
U+7A3F	稿	20677	U+69C0	槀	4063	5.089	kSemanticVariant
U+5CA1	岡	42842	U+5D17	崗	4060	10.552	kSemanticVariant
U+63D1	揑	4876	U+634F	捏	4054	1.203	kSemanticVariant
U+503C	值	63829	U+5024	値	4048	15.768	kSemanticVariant,kZVariant
U+6F54	潔	64955	U+34D7	㓗	4040	16.078	kSpoofingVariant
U+9AD4	體	678596	U+4F53	体	4034	168.219	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+7F6A	罪	451568	U+8FA0	辠	4031	112.024	kSemanticVariant
U+4E82	亂	415481	U+4E71	乱	4020	103.353	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+8E7B	蹻	5023	U+8E7A	蹺	3977	1.263	kSemanticVariant
U+831C	茜	4296	U+84A8	蒨	3969	1.082	kSemanticVariant
U+604D	恍	22660	U+6033	怳	3967	5.712	kSemanticVariant
U+81F4	致	528089	U+7DFB	緻	3944	133.897	kSimplifiedVariant,kTraditionalVariant
U+7BC9	築	113896	U+7B51	筑	3934	28.952	kSimplifiedVariant,kTraditionalVariant
U+586B	填	32853	U+5861	塡	3932	8.355	kZVariant
U+939A	鎚	4530	U+9318	錘	3924	1.154	kSemanticVariant
U+7145	煅	22170	U+935B	鍛	3912	5.667	kSemanticVariant
U+596C	奬	16175	U+734E	獎	3908	4.139	kZVariant
U+5968	奨	5824	U+734E	獎	3908	1.490	kZVariant
U+7919	礙	104490	U+788D	碍	3907	26.744	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+6F66	潦	16687	U+6F87	澇	3898	4.281	kSpecializedSemanticVariant
U+5954	奔	151849	U+7287	犇	3881	39.126	kSemanticVariant,kSpecializedSemanticVariant
U+7B8F	箏	4037	U+7B5D	筝	3858	1.046	kSimplifiedVariant,kTraditionalVariant
U+55A7	喧	26425	U+8AE0	諠	3857	6.851	kSemanticVariant
U+8178	腸	149403	U+8193	膓	3837	38.937	kSemanticVariant
U+559C	喜	386050	U+6199	憙	3825	100.928	kSemanticVariant
U+85DD	藝	72831	U+57F6	埶	3817	19.081	kSemanticVariant
U+887D	衽	5484	U+88B5	袵	3817	1.437	kSemanticVariant
U+84FA	蓺	4373	U+57F6	埶	3817	1.146	kSemanticVariant
U+6D85	涅	136172	U+6E7C	湼	3814	35.703	kSemanticVariant
U+6F97	澗	49382	U+78F5	磵	3791	13.026	kSemanticVariant
U+6E4A	湊	10248	U+51D1	凑	3789	2.705	kSemanticVariant,kSimplifiedVariant,kSpoofingVariant,kTraditionalVariant
U+7661	癡	64578	U+75F4	痴	3784	17.066	kSemanticVariant
U+6736	朶	10655	U+6735	朵	3775	2.823	kSemanticVariant,kSpecializedSemanticVariant
U+9EBC	麼	216226	U+4E48	么	3767	57.400	kSimplifiedVariant,kTraditionalVariant
U+9EBD	麽	6220	U+4E48	么	3767	1.651	kSimplifiedVariant,kTraditionalVariant
U+8C46	豆	191746	U+8373	荳	3747	51.173	kSemanticVariant
U+66EC	曬	19263	U+6652	晒	3747	5.141	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+5269	剩	6515	U+8CF8	賸	3726	1.749	kSemanticVariant
U+7E3D	總	401081	U+6460	摠	3642	110.127	kSemanticVariant
U+5360	占	108942	U+4F54	佔	3641	29.921	kSpecializedSemanticVariant
U+91CE	野	267417	U+57DC	埜	3638	73.507	kSemanticVariant
U+737B	獻	275743	U+732E	献	3630	75.962	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+677E	松	224832	U+9B06	鬆	3623	62.057	kSimplifiedVariant,kTraditionalVariant
U+9EE8	黨	117397	U+515A	党	3620	32.430	kSimplifiedVariant,kTraditionalVariant
U+79AA	禪	360962	U+7985	禅	3613	99.906	kSimplifiedVariant,kTraditionalVariant
U+8EDF	軟	47639	U+8F2D	輭	3609	13.200	kSemanticVariant
U+5098	傘	4917	U+7E56	繖	3585	1.372	kSemanticVariant
U+99DD	駝	13447	U+99DE	駞	3537	3.802	kSemanticVariant
U+6490	撐	3987	U+6491	撑	3536	1.128	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+9DAF	鶯	24810	U+9E0E	鸎	3526	7.036	kSemanticVariant
U+854A	蕊	8020	U+854B	蕋	3507	2.287	kSemanticVariant
U+75B4	疴	4107	U+75FE	痾	3506	1.171	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+8499	蒙	122179	U+77C7	矇	3483	35.079	kSimplifiedVariant,kTraditionalVariant
U+6726	朦	4029	U+77C7	矇	3483	1.157	kSpecializedSemanticVariant
U+9B22	鬢	28036	U+9AE9	髩	3468	8.084	kSemanticVariant
U+5331	匱	32133	U+6AC3	櫃	3464	9.276	kSemanticVariant
U+994B	饋	23529	U+6AC3	櫃	3464	6.792	kSemanticVariant
U+5412	吒	20813	U+54A4	咤	3459	6.017	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+5354	協	63565	U+52F0	勰	3449	18.430	kSemanticVariant
U+8105	脅	61859	U+52F0	勰	3449	17.935	kSpecializedSemanticVariant
U+604A	恊	12069	U+52F0	勰	3449	3.499	kSemanticVariant
U+5955	奕	31518	U+5F08	弈	3437	9.170	kSemanticVariant
U+5F48	彈	62697	U+5F39	弹	3421	18.327	kSimplifiedVariant,kTraditionalVariant
U+71D5	燕	212932	U+9DF0	鷰	3367	63.241	kSpecializedSemanticVariant
U+8FAD	辭	403778	U+8FA4	辤	3361	120.136	kSemanticVariant
U+6CAB	沫	21264	U+6CAC	沬	3328	6.389	kSpoofingVariant
U+63D2	插	15438	U+63F7	揷	3322	4.647	kZVariant
U+633F	挿	7896	U+63F7	揷	3322	2.377	kZVariant
U+7515	甕	19261	U+74EE	瓮	3309	5.821	kSemanticVariant
U+5352	卒	429679	U+461A	䘚	3300	130.206	kSemanticVariant
U+65B5	斵	6804	U+65B2	斲	3299	2.062	kSemanticVariant
U+FA11	﨑	4815	U+5D0E	崎	3272	1.472	kSemanticVariant
U+768E	皎	24295	U+76A6	皦	3263	7.446	kSemanticVariant
U+6627	昧	140582	U+6629	昩	3215	43.727	kSpoofingVariant
U+866C	虬	8927	U+866F	虯	3208	2.783	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+6500	攀	38020	U+6273	扳	3190	11.918	kSemanticVariant
U+6C13	氓	7012	U+753F	甿	3178	2.206	kSemanticVariant
U+947D	鑽	9137	U+945A	鑚	3140	2.910	kSemanticVariant
U+64B2	撲	22106	U+6251	扑	3138	7.045	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+70AF	炯	8274	U+70F1	烱	3134	2.640	kSemanticVariant
U+8768	蝨	6523	U+8671	虱	3134	2.081	kSemanticVariant
U+611B	愛	364400	U+7231	爱	3133	116.310	kSimplifiedVariant,kTraditionalVariant
U+7A3F	稿	20677	U+7A3E	稾	3098	6.674	kSemanticVariant
U+916C	酬	62907	U+9167	酧	3072	20.478	kSemanticVariant
U+865C	虜	46598	U+64C4	擄	3070	15.179	kSemanticVariant,kSpecializedSemanticVariant
U+633E	挾	53327	U+631F	挟	3061	17.421	kSimplifiedVariant,kTraditionalVariant
U+5F11	弑	45046	U+5F12	弒	3047	14.784	kSimplifiedVariant,kTraditionalVariant
U+7CA4	粤	17990	U+7CB5	粵	3046	5.906	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+7E1F	縟	3824	U+6EBD	溽	3042	1.257	kSemanticVariant
U+9B22	鬢	28036	U+9B02	鬂	3020	9.283	kSemanticVariant
U+62CF	拏	25741	U+6310	挐	3020	8.524	kSemanticVariant
U+62FF	拿	9026	U+6310	挐	3020	2.989	kSemanticVariant
U+6C24	氤	4707	U+7D6A	絪	3020	1.559	kSemanticVariant
U+9435	鐵	114968	U+9244	鉄	3003	38.284	kSemanticVariant
U+9295	銕	4155	U+9244	鉄	3003	1.384	kSemanticVariant
U+82BB	芻	49540	U+84AD	蒭	2998	16.524	kSemanticVariant
U+9870	顰	4861	U+56AC	嚬	2995	1.623	kSemanticVariant
U+570B	國	1558566	U+56EF	囯	2971	524.593	kSemanticVariant
U+7CB3	粳	11852	U+79D4	秔	2965	3.997	kSemanticVariant
U+9774	靴	5083	U+97BE	鞾	2964	1.715	kSemanticVariant
U+60B6	悶	61243	U+61E3	懣	2951	20.753	kSemanticVariant
U+925B	鉛	30297	U+9206	鈆	2951	10.267	kSemanticVariant
U+986F	顯	354597	U+9855	顕	2948	120.284	kSemanticVariant
U+541D	吝	26474	U+608B	悋	2918	9.073	kSemanticVariant
U+55AE	單	112180	U+5355	单	2904	38.629	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+7926	礦	6161	U+945B	鑛	2902	2.123	kSemanticVariant
U+6FB1	澱	3006	U+6DC0	淀	2897	1.038	kSimplifiedVariant,kTraditionalVariant
U+6CC4	泄	114785	U+6E2B	渫	2890	39.718	kSemanticVariant
U+6D29	洩	23889	U+6E2B	渫	2890	8.266	kSemanticVariant
U+86FB	蛻	14023	U+8715	蜕	2883	4.864	kSimplifiedVariant,kTraditionalVariant,kZVariant
U+6A5F	機	248342	U+673A	机	2875	86.380	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+609E	悞	11836	U+60AE	悮	2871	4.123	kSimplifiedVariant,kTraditionalVariant
U+5C62	屢	92110	U+5C61	屡	2870	32.094	kSimplifiedVariant,kTraditionalVariant
U+9D09	鴉	17273	U+9D76	鵶	2867	6.025	kSemanticVariant
U+69E9	槩	25150	U+3BA3	㮣	2859	8.797	kSemanticVariant,kZVariant
U+7146	煆	6082	U+935C	鍜	2848	2.136	kSemanticVariant
U+50F9	價	73888	U+4EF7	价	2843	25.989	kSimplifiedVariant,kTraditionalVariant
U+8015	耕	94457	U+754A	畊	2841	33.248	kSemanticVariant,kSpecializedSemanticVariant
U+5BE7	寧	318685	U+5B81	宁	2833	112.490	kSimplifiedVariant,kTraditionalVariant
U+4F47	佇	13813	U+7ADA	竚	2833	4.876	kSemanticVariant
U+6FB3	澳	5136	U+8956	襖	2829	1.815	kSemanticVariant
U+63DB	換	44068	U+6362	换	2828	15.583	kSimplifiedVariant,kTraditionalVariant
U+541D	吝	26474	U+6061	恡	2820	9.388	kSemanticVariant
U+608B	悋	2918	U+6061	恡	2820	1.035	kSemanticVariant
U+81DE	臞	2865	U+766F	癯	2812	1.019	kSemanticVariant
U+5E06	帆	23333	U+62DA	拚	2784	8.381	kSpecializedSemanticVariant
U+522A	刪	23861	U+5220	删	2739	8.712	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+7A97	窗	25122	U+41AB	䆫	2722	9.229	kSemanticVariant
U+7A93	窓	15341	U+41AB	䆫	2722	5.636	kSemanticVariant
U+59E5	姥	5610	U+59C6	姆	2719	2.063	kSemanticVariant,kSpecializedSemanticVariant
U+9A45	驅	84122	U+657A	敺	2718	30.950	kSemanticVariant
U+6635	昵	5207	U+66B1	暱	2718	1.916	kSemanticVariant
U+5CFD	峽	31880	U+5CE1	峡	2699	11.812	kSimplifiedVariant,kTraditionalVariant
U+5206	分	2000695	U+4EFD	份	2697	741.822	kSpecializedSemanticVariant
U+465D	䙝	5234	U+893B	褻	2686	1.949	kSemanticVariant
U+68F9	棹	17484	U+684C	桌	2674	6.539	kSemanticVariant,kSpecializedSemanticVariant
U+7372	獲	217056	U+2B26C	𫉬	2673	81.203	kSemanticVariant
U+8E8D	躍	43834	U+8DAF	趯	2670	16.417	kSemanticVariant
U+85C9	藉	69804	U+8024	耤	2669	26.154	kSemanticVariant
U+8406	萆	7622	U+84D6	蓖	2667	2.858	kSemanticVariant
U+5BE7	寧	318685	U+5BCD	寍	2666	119.537	kSemanticVariant
U+8F3F	輿	109182	U+8F5D	轝	2655	41.123	kSemanticVariant
U+4E7E	乾	514790	U+4E81	亁	2629	195.812	kSemanticVariant,kSpecializedSemanticVariant
U+8996	視	339581	U+770E	眎	2620	129.611	kSemanticVariant
U+8523	蔣	29251	U+848B	蒋	2610	11.207	kSimplifiedVariant,kTraditionalVariant
U+7CFE	糾	25170	U+7CFA	糺	2574	9.779	kSemanticVariant
U+5C08	專	169951	U+8011	耑	2559	66.413	kSemanticVariant
U+9394	鎔	9267	U+7194	熔	2555	3.627	kSemanticVariant
U+896A	襪	5247	U+97C8	韈	2553	2.055	kSemanticVariant
U+67F3	柳	78648	U+6A89	檉	2552	30.818	kSemanticVariant
U+59FB	姻	22261	U+5A63	婣	2547	8.740	kSemanticVariant
U+7570	異	750527	U+5F02	异	2546	294.787	kSimplifiedVariant,kTraditionalVariant
U+96E2	離	588550	U+79BB	离	2543	231.439	kSimplifiedVariant,kSpecializedSemanticVariant,kTraditionalVariant
U+78DA	磚	8445	U+587C	塼	2543	3.321	kSemanticVariant
U+5AAA	媪	4209	U+5ABC	媼	2505	1.680	kSimplifiedVariant,kTraditionalVariant
U+8702	蜂	27428	U+882D	蠭	2497	10.984	kSemanticVariant
U+5091	傑	49457	U+6770	杰	2483	19.918	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+570B	國	1558566	U+56FD	国	2479	628.708	kSimplifiedVariant,kTraditionalVariant
U+963F	阿	448696	U+554A	啊	2470	181.658	kSpecializedSemanticVariant
U+7156	煖	20253	U+8AFC	諼	2469	8.203	kSpecializedSemanticVariant
U+87BA	螺	18733	U+8803	蠃	2452	7.640	kSemanticVariant
U+7F4C	罌	4337	U+7F43	罃	2452	1.769	kSemanticVariant
U+5B78	學	1121629	U+6588	斈	2451	457.621	kSemanticVariant
U+96DD	雝	5415	U+5EF1	廱	2451	2.209	kSemanticVariant
U+6120	愠	5374	U+614D	慍	2440	2.202	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+8FAD	辭	403778	U+8F9E	辞	2433	165.959	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+8FA4	辤	3361	U+8F9E	辞	2433	1.381	kSemanticVariant
U+5F40	彀	3434	U+5920	夠	2427	1.415	kSemanticVariant
U+6DDA	淚	60641	U+6CEA	泪	2423	25.027	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+5854	塔	107739	U+5896	墖	2404	44.817	kSemanticVariant
U+593E	夾	69486	U+5939	夹	2403	28.916	kSimplifiedVariant,kTraditionalVariant
U+5288	劈	9465	U+64D7	擗	2394	3.954	kSemanticVariant
U+756B	畫	276831	U+753B	画	2392	115.732	kSemanticVariant,kSimplifiedVariant,kSpecializedSemanticVariant,kTraditionalVariant
U+6710	朐	3670	U+9E1C	鸜	2386	1.538	kSemanticVariant
U+5E19	帙	15653	U+88A0	袠	2373	6.596	kSemanticVariant
U+8B8A	變	538165	U+5909	変	2356	228.423	kSemanticVariant
U+978B	鞋	12563	U+97B5	鞵	2353	5.339	kSemanticVariant
U+5556	啖	14439	U+5557	啗	2337	6.178	kSemanticVariant
U+5649	噉	13854	U+5557	啗	2337	5.928	kSemanticVariant
U+718F	熏	57957	U+71FB	燻	2323	24.949	kSemanticVariant
U+916C	酬	62907	U+91BB	醻	2321	27.103	kSemanticVariant
U+9167	酧	3072	U+91BB	醻	2321	1.324	kSemanticVariant
U+8077	職	284831	U+8EC4	軄	2320	122.772	kSemanticVariant
U+5751	坑	25043	U+962C	阬	2313	10.827	kSemanticVariant
U+555E	啞	13151	U+7602	瘂	2308	5.698	kSemanticVariant
U+792E	礮	4946	U+791F	礟	2299	2.151	kSemanticVariant
U+4E10	丐	9002	U+5303	匃	2297	3.919	kSemanticVariant
U+5304	匄	4442	U+5303	匃	2297	1.934	kSemanticVariant
U+9D06	鴆	5145	U+9156	酖	2293	2.244	kSemanticVariant
U+563B	嘻	9199	U+54A5	咥	2277	4.040	kSpecializedSemanticVariant
U+9069	適	215715	U+9002	适	2269	95.071	kSimplifiedVariant,kTraditionalVariant
U+8782	螂	3225	U+870B	蜋	2258	1.428	kSemanticVariant,kSpecializedSemanticVariant
U+9F67	齧	10547	U+56D3	囓	2254	4.679	kSemanticVariant,kSpecializedSemanticVariant
U+8836	蠶	50798	U+8695	蚕	2235	22.728	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+9EB5	麵	24646	U+9EAA	麪	2228	11.062	kSemanticVariant
U+5BDF	察	280958	U+8A67	詧	2227	126.160	kSemanticVariant
U+8766	蝦	14982	U+9C15	鰕	2226	6.730	kSemanticVariant,kSpecializedSemanticVariant
U+6DF9	淹	43386	U+6E30	渰	2212	19.614	kSemanticVariant
U+7C65	籥	12980	U+9FA0	龠	2208	5.879	kSemanticVariant
U+91AB	醫	179955	U+6BC9	毉	2191	82.134	kSpecializedSemanticVariant
U+5A18	娘	13644	U+5B43	孃	2184	6.247	kSemanticVariant
U+79CB	秋	710121	U+97A6	鞦	2175	326.492	kSimplifiedVariant,kTraditionalVariant
U+6B72	歲	288426	U+21ED5	𡻕	2163	133.345	kSemanticVariant
U+87FB	蟻	20443	U+8798	螘	2158	9.473	kSemanticVariant
U+54F2	哲	53922	U+5586	喆	2156	25.010	kSemanticVariant
U+53B0	厰	8530	U+5EE0	廠	2138	3.990	kSemanticVariant
U+5F77	彷	10126	U+5FAC	徬	2132	4.750	kSemanticVariant
U+5D22	崢	4681	U+5CE5	峥	2122	2.206	kSimplifiedVariant,kTraditionalVariant
U+6B4C	歌	309899	U+8B0C	謌	2101	147.501	kSemanticVariant
U+842C	萬	1190052	U+534D	卍	2100	566.691	kSemanticVariant
U+4E07	万	9241	U+534D	卍	2100	4.400	kSemanticVariant
U+9912	餒	8140	U+9927	餧	2096	3.884	kSemanticVariant,kSpecializedSemanticVariant
U+767B	登	298649	U+8C4B	豋	2095	142.553	kSemanticVariant
U+7AAE	窮	272464	U+7AC6	竆	2083	130.804	kSemanticVariant
U+6E0C	渌	2329	U+6DE5	淥	2080	1.120	kSimplifiedVariant,kTraditionalVariant
U+67F5	柵	8525	U+6805	栅	2079	4.101	kSimplifiedVariant,kTraditionalVariant
U+53AE	厮	4537	U+5EDD	廝	2073	2.189	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+5189	冉	23154	U+5184	冄	2072	11.175	kSemanticVariant
U+8E8B	躋	16966	U+96AE	隮	2065	8.216	kSemanticVariant
U+96C7	雇	7209	U+50F1	僱	2057	3.505	kSemanticVariant
U+8765	蝥	3994	U+87CA	蟊	2055	1.944	kSemanticVariant
U+9E95	麕	2167	U+9E87	麇	2048	1.058	kSemanticVariant
U+865F	號	331093	U+53F7	号	2043	162.062	kSemanticVariant,kSimplifiedVariant,kSpecializedSemanticVariant,kTraditionalVariant
U+58DE	壞	126266	U+574F	坏	2027	62.292	kSimplifiedVariant,kTraditionalVariant
U+7919	礙	104490	U+3775	㝵	2022	51.677	kSemanticVariant
U+788D	碍	3907	U+3775	㝵	2022	1.932	kSemanticVariant
U+8F26	輦	30727	U+895C	襜	2017	15.234	kSpecializedSemanticVariant
U+7483	璃	21532	U+74C8	瓈	2010	10.712	kSemanticVariant
U+611C	愜	7428	U+60EC	惬	2008	3.699	kSimplifiedVariant,kTraditionalVariant
U+671B	望	485476	U+6722	朢	2005	242.133	kSemanticVariant
U+73CD	珍	116092	U+73CE	珎	1998	58.104	kSemanticVariant
U+83A9	莩	2018	U+6B8D	殍	1983	1.018	kSpecializedSemanticVariant
U+5DC9	巉	4461	U+5D84	嶄	1981	2.252	kSemanticVariant
U+6190	憐	79928	U+601C	怜	1978	40.408	kSimplifiedVariant,kTraditionalVariant
U+5411	向	507904	U+66CF	曏	1969	257.950	kSimplifiedVariant,kTraditionalVariant
U+9003	逃	69888	U+8FEF	迯	1965	35.566	kSemanticVariant
U+79B4	禴	3214	U+793F	礿	1961	1.639	kSemanticVariant
U+4F75	併	70200	U+5002	倂	1954	35.926	kZVariant
U+76DE	盞	102889	U+9186	醆	1948	52.818	kSemanticVariant
U+86D4	蛔	7691	U+8698	蚘	1946	3.952	kSemanticVariant
U+5197	冗	14970	U+5B82	宂	1936	7.732	kSemanticVariant
U+5879	塹	9683	U+58CD	壍	1935	5.004	kSemanticVariant
U+7C23	簣	3111	U+8562	蕢	1935	1.608	kSemanticVariant
U+9DE9	鷩	1997	U+6C05	氅	1927	1.036	kSemanticVariant
U+8DD6	跖	4498	U+8E60	蹠	1913	2.351	kSemanticVariant
U+81D8	臘	38158	U+81C8	臈	1909	19.988	kSemanticVariant
U+814A	腊	6322	U+81C8	臈	1909	3.312	kSemanticVariant
U+53A8	厨	14664	U+3551	㕑	1908	7.686	kSemanticVariant
U+7FFA	翺	8566	U+7FF1	翱	1897	4.516	kSemanticVariant
U+6B5F	歟	71940	U+6B24	欤	1896	37.943	kSimplifiedVariant,kTraditionalVariant
U+71DF	營	246777	U+8425	营	1891	130.501	kSimplifiedVariant,kTraditionalVariant
U+695E	楞	33139	U+68F1	棱	1882	17.608	kSemanticVariant
U+7A1C	稜	28427	U+68F1	棱	1882	15.105	kSemanticVariant
U+5FE4	忤	22320	U+8FD5	迕	1876	11.898	kSemanticVariant
U+6158	慘	24030	U+60E8	惨	1875	12.816	kSimplifiedVariant,kTraditionalVariant
U+76E1	盡	838185	U+5C3D	尽	1871	447.988	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant
U+5118	儘	9642	U+5C3D	尽	1871	5.153	kSimplifiedVariant,kTraditionalVariant
U+74F7	瓷	10240	U+7506	甆	1863	5.497	kSemanticVariant
U+6C59	汙	24955	U+6D3F	洿	1859	13.424	kSemanticVariant
U+6C5A	汚	15609	U+6D3F	洿	1859	8.396	kSemanticVariant
U+87F9	蟹	14061	U+880F	蠏	1858	7.568	kSemanticVariant
U+83CC	菌	8651	U+8548	蕈	1851	4.674	kSemanticVariant
