variant_type	side	cp_hex	char	count	name
kSpecializedSemanticVariant	target	U+903F	逿	184	CJK UNIFIED IDEOGRAPH-903F
kSpecializedSemanticVariant	target	U+814C	腌	182	CJK UNIFIED IDEOGRAPH-814C
kSpecializedSemanticVariant	target	U+6DB6	涶	179	CJK UNIFIED IDEOGRAPH-6DB6
kSpecializedSemanticVariant	target	U+81C7	臇	172	CJK UNIFIED IDEOGRAPH-81C7
kSpecializedSemanticVariant	target	U+7962	祢	161	CJK UNIFIED IDEOGRAPH-7962
kSpecializedSemanticVariant	target	U+70B8	炸	155	CJK UNIFIED IDEOGRAPH-70B8
kSpecializedSemanticVariant	target	U+34DF	㓟	154	CJK UNIFIED IDEOGRAPH-34DF
kSpecializedSemanticVariant	target	U+5DE4	巤	143	CJK UNIFIED IDEOGRAPH-5DE4
kSpecializedSemanticVariant	target	U+353E	㔾	138	CJK UNIFIED IDEOGRAPH-353E
kSpecializedSemanticVariant	target	U+63DE	揞	137	CJK UNIFIED IDEOGRAPH-63DE
kSpecializedSemanticVariant	target	U+8DF4	跴	133	CJK UNIFIED IDEOGRAPH-8DF4
kSpecializedSemanticVariant	target	U+6454	摔	132	CJK UNIFIED IDEOGRAPH-6454
kSpecializedSemanticVariant	target	U+91A1	醡	124	CJK UNIFIED IDEOGRAPH-91A1
kSpecializedSemanticVariant	target	U+8095	肕	121	CJK UNIFIED IDEOGRAPH-8095
kSpecializedSemanticVariant	target	U+77D3	矓	112	CJK UNIFIED IDEOGRAPH-77D3
kSpecializedSemanticVariant	target	U+5A86	媆	112	CJK UNIFIED IDEOGRAPH-5A86
kSpecializedSemanticVariant	target	U+8593	薓	105	CJK UNIFIED IDEOGRAPH-8593
kSpecializedSemanticVariant	target	U+648D	撍	95	CJK UNIFIED IDEOGRAPH-648D
kSpecializedSemanticVariant	target	U+75F3	痳	93	CJK UNIFIED IDEOGRAPH-75F3
kSpecializedSemanticVariant	target	U+3DC9	㷉	92	CJK UNIFIED IDEOGRAPH-3DC9
kSpecializedSemanticVariant	target	U+9248	鉈	90	CJK UNIFIED IDEOGRAPH-9248
kSpecializedSemanticVariant	target	U+83BF	莿	87	CJK UNIFIED IDEOGRAPH-83BF
kSpecializedSemanticVariant	target	U+6E28	渨	87	CJK UNIFIED IDEOGRAPH-6E28
kSpecializedSemanticVariant	target	U+200A4	𠂤	86	CJK UNIFIED IDEOGRAPH-200A4
kSpecializedSemanticVariant	target	U+6038	怸	78	CJK UNIFIED IDEOGRAPH-6038
kSpecializedSemanticVariant	target	U+54FC	哼	72	CJK UNIFIED IDEOGRAPH-54FC
kSpecializedSemanticVariant	target	U+658B	斋	67	CJK UNIFIED IDEOGRAPH-658B
kSpecializedSemanticVariant	target	U+5592	喒	63	CJK UNIFIED IDEOGRAPH-5592
kSpecializedSemanticVariant	target	U+8EF2	軲	59	CJK UNIFIED IDEOGRAPH-8EF2
kSpecializedSemanticVariant	target	U+6C6B	汫	59	CJK UNIFIED IDEOGRAPH-6C6B
kSpecializedSemanticVariant	target	U+349A	㒚	58	CJK UNIFIED IDEOGRAPH-349A
kSpecializedSemanticVariant	target	U+58B0	墰	54	CJK UNIFIED IDEOGRAPH-58B0
kSpecializedSemanticVariant	target	U+5BF9	对	52	CJK UNIFIED IDEOGRAPH-5BF9
kSpecializedSemanticVariant	target	U+2228D	𢊍	50	CJK UNIFIED IDEOGRAPH-2228D
kSpecializedSemanticVariant	target	U+6541	敁	47	CJK UNIFIED IDEOGRAPH-6541
kSpecializedSemanticVariant	target	U+616A	慪	40	CJK UNIFIED IDEOGRAPH-616A
kSpecializedSemanticVariant	target	U+75F2	痲	38	CJK UNIFIED IDEOGRAPH-75F2
kSpecializedSemanticVariant	target	U+55FB	嗻	38	CJK UNIFIED IDEOGRAPH-55FB
kSpecializedSemanticVariant	target	U+9D04	鴄	37	CJK UNIFIED IDEOGRAPH-9D04
kSpecializedSemanticVariant	target	U+62C3	拃	33	CJK UNIFIED IDEOGRAPH-62C3
kSpecializedSemanticVariant	target	U+5746	坆	32	CJK UNIFIED IDEOGRAPH-5746
kSpecializedSemanticVariant	target	U+5F53	当	25	CJK UNIFIED IDEOGRAPH-5F53
kSpecializedSemanticVariant	target	U+63DD	揝	17	CJK UNIFIED IDEOGRAPH-63DD
kSpecializedSemanticVariant	target	U+4F6C	佬	16	CJK UNIFIED IDEOGRAPH-4F6C
kSpecializedSemanticVariant	target	U+28329	𨌩	11	CJK UNIFIED IDEOGRAPH-28329
kSpecializedSemanticVariant	target	U+540B	吋	11	CJK UNIFIED IDEOGRAPH-540B
kSpecializedSemanticVariant	target	U+8864	衤	10	CJK UNIFIED IDEOGRAPH-8864
kSpecializedSemanticVariant	target	U+292E7	𩋧	8	CJK UNIFIED IDEOGRAPH-292E7
kSpecializedSemanticVariant	target	U+937A	鍺	7	CJK UNIFIED IDEOGRAPH-937A
kSpecializedSemanticVariant	target	U+8FDC	远	6	CJK UNIFIED IDEOGRAPH-8FDC
kSpecializedSemanticVariant	target	U+9F50	齐	5	CJK UNIFIED IDEOGRAPH-9F50
kSpecializedSemanticVariant	target	U+9616	阖	5	CJK UNIFIED IDEOGRAPH-9616
kSpecializedSemanticVariant	target	U+7260	牠	5	CJK UNIFIED IDEOGRAPH-7260
kSpecializedSemanticVariant	target	U+2099C	𠦜	4	CJK UNIFIED IDEOGRAPH-2099C
kSpecializedSemanticVariant	target	U+8FD9	这	4	CJK UNIFIED IDEOGRAPH-8FD9
kSpecializedSemanticVariant	target	U+8D03	贃	4	CJK UNIFIED IDEOGRAPH-8D03
kSpecializedSemanticVariant	target	U+36DB	㛛	4	CJK UNIFIED IDEOGRAPH-36DB
kSpecializedSemanticVariant	target	U+88AE	袮	3	CJK UNIFIED IDEOGRAPH-88AE
kSpecializedSemanticVariant	target	U+27E16	𧸖	2	CJK UNIFIED IDEOGRAPH-27E16
kSpecializedSemanticVariant	target	U+279FB	𧧻	2	CJK UNIFIED IDEOGRAPH-279FB
kSpecializedSemanticVariant	target	U+7529	甩	2	CJK UNIFIED IDEOGRAPH-7529
kSpoofingVariant	source	U+5341	十	4578888	CJK UNIFIED IDEOGRAPH-5341
kSpoofingVariant	source	U+4E8C	二	4463849	CJK UNIFIED IDEOGRAPH-4E8C
kSpoofingVariant	source	U+5929	天	3283065	CJK UNIFIED IDEOGRAPH-5929
kSpoofingVariant	source	U+5175	兵	922174	CJK UNIFIED IDEOGRAPH-5175
kSpoofingVariant	source	U+7530	田	509040	CJK UNIFIED IDEOGRAPH-7530
kSpoofingVariant	source	U+81F4	致	464558	CJK UNIFIED IDEOGRAPH-81F4
kSpoofingVariant	source	U+6EC5	滅	451624	CJK UNIFIED IDEOGRAPH-6EC5
kSpoofingVariant	source	U+76EE	目	417841	CJK UNIFIED IDEOGRAPH-76EE
kSpoofingVariant	source	U+985E	類	359014	CJK UNIFIED IDEOGRAPH-985E
kSpoofingVariant	source	U+5409	吉	337694	CJK UNIFIED IDEOGRAPH-5409
kSpoofingVariant	source	U+5668	器	260313	CJK UNIFIED IDEOGRAPH-5668
kSpoofingVariant	source	U+4E86	了	252258	CJK UNIFIED IDEOGRAPH-4E86
kSpoofingVariant	source	U+6FA4	澤	241017	CJK UNIFIED IDEOGRAPH-6FA4
kSpoofingVariant	source	U+5EF6	延	240989	CJK UNIFIED IDEOGRAPH-5EF6
kSpoofingVariant	source	U+90A3	那	224926	CJK UNIFIED IDEOGRAPH-90A3
kSpoofingVariant	source	U+5473	味	216818	CJK UNIFIED IDEOGRAPH-5473
kSpoofingVariant	source	U+8B39	謹	206692	CJK UNIFIED IDEOGRAPH-8B39
kSpoofingVariant	source	U+5B63	季	185878	CJK UNIFIED IDEOGRAPH-5B63
kSpoofingVariant	source	U+6627	昧	132541	CJK UNIFIED IDEOGRAPH-6627
kSpoofingVariant	source	U+58EC	壬	107968	CJK UNIFIED IDEOGRAPH-58EC
kSpoofingVariant	source	U+5553	啓	90348	CJK UNIFIED IDEOGRAPH-5553
kSpoofingVariant	source	U+555F	啟	84400	CJK UNIFIED IDEOGRAPH-555F
kSpoofingVariant	source	U+99AE	馮	74924	CJK UNIFIED IDEOGRAPH-99AE
kSpoofingVariant	source	U+7A81	突	69101	CJK UNIFIED IDEOGRAPH-7A81
kSpoofingVariant	source	U+6E2C	測	67596	CJK UNIFIED IDEOGRAPH-6E2C
kSpoofingVariant	source	U+6F54	潔	60265	CJK UNIFIED IDEOGRAPH-6F54
kSpoofingVariant	source	U+5DFD	巽	56266	CJK UNIFIED IDEOGRAPH-5DFD
kSpoofingVariant	source	U+6EC4	滄	49095	CJK UNIFIED IDEOGRAPH-6EC4
kSpoofingVariant	source	U+7006	瀆	36356	CJK UNIFIED IDEOGRAPH-7006
kSpoofingVariant	source	U+7476	瑶	32400	CJK UNIFIED IDEOGRAPH-7476
kSpoofingVariant	source	U+59B9	妹	31717	CJK UNIFIED IDEOGRAPH-59B9
kSpoofingVariant	source	U+81ED	臭	31190	CJK UNIFIED IDEOGRAPH-81ED
kSpoofingVariant	source	U+6FC3	濃	28360	CJK UNIFIED IDEOGRAPH-6FC3
kSpoofingVariant	source	U+29516	𩔖	27111	CJK UNIFIED IDEOGRAPH-29516
kSpoofingVariant	source	U+6B04	欄	22502	CJK UNIFIED IDEOGRAPH-6B04
kSpoofingVariant	source	U+652C	攬	18491	CJK UNIFIED IDEOGRAPH-652C
kSpoofingVariant	source	U+53F1	叱	17043	CJK UNIFIED IDEOGRAPH-53F1
kSpoofingVariant	source	U+7422	琢	14718	CJK UNIFIED IDEOGRAPH-7422
kSpoofingVariant	source	U+701D	瀝	12736	CJK UNIFIED IDEOGRAPH-701D
kSpoofingVariant	source	U+7464	瑤	12453	CJK UNIFIED IDEOGRAPH-7464
kSpoofingVariant	source	U+6CAB	沫	10499	CJK UNIFIED IDEOGRAPH-6CAB
kSpoofingVariant	source	U+6F7A	潺	9899	CJK UNIFIED IDEOGRAPH-6F7A
kSpoofingVariant	source	U+6EC2	滂	9757	CJK UNIFIED IDEOGRAPH-6EC2
kSpoofingVariant	source	U+34D5	㓕	9403	CJK UNIFIED IDEOGRAPH-34D5
kSpoofingVariant	source	U+6E6E	湮	9277	CJK UNIFIED IDEOGRAPH-6E6E
kSpoofingVariant	source	U+6FB6	澶	8891	CJK UNIFIED IDEOGRAPH-6FB6
kSpoofingVariant	source	U+51DC	凜	8631	CJK UNIFIED IDEOGRAPH-51DC
kSpoofingVariant	source	U+6FD3	濓	8603	CJK UNIFIED IDEOGRAPH-6FD3
kSpoofingVariant	source	U+62B9	抹	8569	CJK UNIFIED IDEOGRAPH-62B9
kSpoofingVariant	source	U+79E3	秣	8459	CJK UNIFIED IDEOGRAPH-79E3
kSpoofingVariant	source	U+6FC2	濂	8283	CJK UNIFIED IDEOGRAPH-6FC2
kSpoofingVariant	source	U+6E4A	湊	7660	CJK UNIFIED IDEOGRAPH-6E4A
kSpoofingVariant	source	U+6713	朓	7027	CJK UNIFIED IDEOGRAPH-6713
kSpoofingVariant	source	U+6EA7	溧	6795	CJK UNIFIED IDEOGRAPH-6EA7
kSpoofingVariant	source	U+98E1	飡	6421	CJK UNIFIED IDEOGRAPH-98E1
kSpoofingVariant	source	U+6FAE	澮	6060	CJK UNIFIED IDEOGRAPH-6FAE
kSpoofingVariant	source	U+6EF2	滲	5761	CJK UNIFIED IDEOGRAPH-6EF2
kSpoofingVariant	source	U+6F31	漱	5359	CJK UNIFIED IDEOGRAPH-6F31
kSpoofingVariant	source	U+7028	瀨	4992	CJK UNIFIED IDEOGRAPH-7028
kSpoofingVariant	source	U+34D7	㓗	4703	CJK UNIFIED IDEOGRAPH-34D7
kSpoofingVariant	source	U+51DF	凟	4584	CJK UNIFIED IDEOGRAPH-51DF
kSpoofingVariant	source	U+51D1	凑	4422	CJK UNIFIED IDEOGRAPH-51D1
kSpoofingVariant	source	U+67FF	柿	4354	CJK UNIFIED IDEOGRAPH-67FF
kSpoofingVariant	source	U+5098	傘	4225	CJK UNIFIED IDEOGRAPH-5098
kSpoofingVariant	source	U+6710	朐	4096	CJK UNIFIED IDEOGRAPH-6710
kSpoofingVariant	source	U+6CAC	沬	3949	CJK UNIFIED IDEOGRAPH-6CAC
kSpoofingVariant	source	U+5D52	嵒	3859	CJK UNIFIED IDEOGRAPH-5D52
kSpoofingVariant	source	U+6726	朦	3852	CJK UNIFIED IDEOGRAPH-6726
kSpoofingVariant	source	U+6629	昩	3632	CJK UNIFIED IDEOGRAPH-6629
kSpoofingVariant	source	U+6FFC	濼	3478	CJK UNIFIED IDEOGRAPH-6FFC
kSpoofingVariant	source	U+5344	卄	3399	CJK UNIFIED IDEOGRAPH-5344
kSpoofingVariant	source	U+670F	朏	3015	CJK UNIFIED IDEOGRAPH-670F
kSpoofingVariant	source	U+6F8C	澌	2938	CJK UNIFIED IDEOGRAPH-6F8C
kSpoofingVariant	source	U+6E2B	渫	2898	CJK UNIFIED IDEOGRAPH-6E2B
kSpoofingVariant	source	U+8695	蚕	2248	CJK UNIFIED IDEOGRAPH-8695
kSpoofingVariant	source	U+7589	疉	2082	CJK UNIFIED IDEOGRAPH-7589
kSpoofingVariant	source	U+59BA	妺	1925	CJK UNIFIED IDEOGRAPH-59BA
kSpoofingVariant	source	U+6E46	湆	1833	CJK UNIFIED IDEOGRAPH-6E46
kSpoofingVariant	source	U+6E8F	溏	1787	CJK UNIFIED IDEOGRAPH-6E8F
kSpoofingVariant	source	U+6C4A	汊	1700	CJK UNIFIED IDEOGRAPH-6C4A
kSpoofingVariant	source	U+69F1	槱	1642	CJK UNIFIED IDEOGRAPH-69F1
kSpoofingVariant	source	U+82B2	芲	1641	CJK UNIFIED IDEOGRAPH-82B2
kSpoofingVariant	source	U+6718	朘	1463	CJK UNIFIED IDEOGRAPH-6718
kSpoofingVariant	source	U+7042	灂	1435	CJK UNIFIED IDEOGRAPH-7042
kSpoofingVariant	source	U+62BA	抺	1375	CJK UNIFIED IDEOGRAPH-62BA
kSpoofingVariant	source	U+48B4	䢴	1355	CJK UNIFIED IDEOGRAPH-48B4
kSpoofingVariant	source	U+6F78	潸	1013	CJK UNIFIED IDEOGRAPH-6F78
kSpoofingVariant	source	U+6F3C	漼	982	CJK UNIFIED IDEOGRAPH-6F3C
kSpoofingVariant	source	U+889A	袚	841	CJK UNIFIED IDEOGRAPH-889A
kSpoofingVariant	source	U+6663	晣	831	CJK UNIFIED IDEOGRAPH-6663
kSpoofingVariant	source	U+6F3B	漻	779	CJK UNIFIED IDEOGRAPH-6F3B
kSpoofingVariant	source	U+7468	瑨	761	CJK UNIFIED IDEOGRAPH-7468
kSpoofingVariant	source	U+80CA	胊	749	CJK UNIFIED IDEOGRAPH-80CA
kSpoofingVariant	source	U+670C	朌	669	CJK UNIFIED IDEOGRAPH-670C
kSpoofingVariant	source	U+8200	舀	660	CJK UNIFIED IDEOGRAPH-8200
kSpoofingVariant	source	U+8034	耴	650	CJK UNIFIED IDEOGRAPH-8034
kSpoofingVariant	source	U+7BF9	篹	624	CJK UNIFIED IDEOGRAPH-7BF9
kSpoofingVariant	source	U+9097	邗	607	CJK UNIFIED IDEOGRAPH-9097
kSpoofingVariant	source	U+821D	舝	585	CJK UNIFIED IDEOGRAPH-821D
kSpoofingVariant	source	U+8101	脁	555	CJK UNIFIED IDEOGRAPH-8101
kSpoofingVariant	source	U+535D	卝	464	CJK UNIFIED IDEOGRAPH-535D
kSpoofingVariant	source	U+51D8	凘	405	CJK UNIFIED IDEOGRAPH-51D8
kSpoofingVariant	source	U+6E93	溓	381	CJK UNIFIED IDEOGRAPH-6E93
kSpoofingVariant	source	U+5794	垔	381	CJK UNIFIED IDEOGRAPH-5794
kSpoofingVariant	source	U+6723	朣	346	CJK UNIFIED IDEOGRAPH-6723
kSpoofingVariant	source	U+8637	蘷	343	CJK UNIFIED IDEOGRAPH-8637
kSpoofingVariant	source	U+6E73	湳	342	CJK UNIFIED IDEOGRAPH-6E73
kSpoofingVariant	source	U+676E	杮	340	CJK UNIFIED IDEOGRAPH-676E
kSpoofingVariant	source	U+5E50	幐	330	CJK UNIFIED IDEOGRAPH-5E50
kSpoofingVariant	source	U+8A1E	訞	298	CJK UNIFIED IDEOGRAPH-8A1E
kSpoofingVariant	source	U+771B	眛	295	CJK UNIFIED IDEOGRAPH-771B
kSpoofingVariant	source	U+51D9	凙	241	CJK UNIFIED IDEOGRAPH-51D9
kSpoofingVariant	source	U+4039	䀹	239	CJK UNIFIED IDEOGRAPH-4039
kSpoofingVariant	source	U+6F9F	澟	224	CJK UNIFIED IDEOGRAPH-6F9F
kSpoofingVariant	source	U+4443	䑃	219	CJK UNIFIED IDEOGRAPH-4443
kSpoofingVariant	source	U+6EED	滭	197	CJK UNIFIED IDEOGRAPH-6EED
kSpoofingVariant	source	U+4F45	佅	193	CJK UNIFIED IDEOGRAPH-4F45
kSpoofingVariant	source	U+6E4C	湌	184	CJK UNIFIED IDEOGRAPH-6E4C
kSpoofingVariant	source	U+51D4	凔	174	CJK UNIFIED IDEOGRAPH-51D4
kSpoofingVariant	source	U+6FCE	濎	168	CJK UNIFIED IDEOGRAPH-6FCE
kSpoofingVariant	source	U+80D0	胐	167	CJK UNIFIED IDEOGRAPH-80D0
kSpoofingVariant	source	U+6F8B	澋	156	CJK UNIFIED IDEOGRAPH-6F8B
kSpoofingVariant	source	U+6EB0	溰	149	CJK UNIFIED IDEOGRAPH-6EB0
kSpoofingVariant	source	U+51D3	凓	145	CJK UNIFIED IDEOGRAPH-51D3
kSpoofingVariant	source	U+8481	蒁	129	CJK UNIFIED IDEOGRAPH-8481
kSpoofingVariant	source	U+928A	銊	124	CJK UNIFIED IDEOGRAPH-928A
kSpoofingVariant	source	U+5F84	径	119	CJK UNIFIED IDEOGRAPH-5F84
kSpoofingVariant	source	U+7714	眔	114	CJK UNIFIED IDEOGRAPH-7714
kSpoofingVariant	source	U+8641	虁	110	CJK UNIFIED IDEOGRAPH-8641
kSpoofingVariant	source	U+7B93	箓	100	CJK UNIFIED IDEOGRAPH-7B93
kSpoofingVariant	source	U+55A6	喦	97	CJK UNIFIED IDEOGRAPH-55A6
kSpoofingVariant	source	U+3B3B	㬻	94	CJK UNIFIED IDEOGRAPH-3B3B
kSpoofingVariant	source	U+8127	脧	92	CJK UNIFIED IDEOGRAPH-8127
kSpoofingVariant	source	U+8D86	趆	88	CJK UNIFIED IDEOGRAPH-8D86
kSpoofingVariant	source	U+9819	頙	85	CJK UNIFIED IDEOGRAPH-9819
kSpoofingVariant	source	U+65B3	斳	85	CJK UNIFIED IDEOGRAPH-65B3
kSpoofingVariant	source	U+6F3A	漺	81	CJK UNIFIED IDEOGRAPH-6F3A
kSpoofingVariant	source	U+6EA4	溤	80	CJK UNIFIED IDEOGRAPH-6EA4
kSpoofingVariant	source	U+7024	瀤	79	CJK UNIFIED IDEOGRAPH-7024
kSpoofingVariant	source	U+7361	獡	77	CJK UNIFIED IDEOGRAPH-7361
kSpoofingVariant	source	U+771C	眜	75	CJK UNIFIED IDEOGRAPH-771C
kSpoofingVariant	source	U+51DA	凚	72	CJK UNIFIED IDEOGRAPH-51DA
kSpoofingVariant	source	U+23386	𣎆	68	CJK UNIFIED IDEOGRAPH-23386
kSpoofingVariant	source	U+957A	镺	68	CJK UNIFIED IDEOGRAPH-957A
kSpoofingVariant	source	U+20BB7	𠮷	66	CJK UNIFIED IDEOGRAPH-20BB7
kSpoofingVariant	source	U+9B87	鮇	65	CJK UNIFIED IDEOGRAPH-9B87
kSpoofingVariant	source	U+34D6	㓖	63	CJK UNIFIED IDEOGRAPH-34D6
kSpoofingVariant	source	U+8279	艹	60	CJK UNIFIED IDEOGRAPH-8279
kSpoofingVariant	source	U+813C	脼	55	CJK UNIFIED IDEOGRAPH-813C
kSpoofingVariant	source	U+7C06	簆	53	CJK UNIFIED IDEOGRAPH-7C06
kSpoofingVariant	source	U+51D2	凒	52	CJK UNIFIED IDEOGRAPH-51D2
kSpoofingVariant	source	U+6E76	湶	45	CJK UNIFIED IDEOGRAPH-6E76
kSpoofingVariant	source	U+418B	䆋	44	CJK UNIFIED IDEOGRAPH-418B
kSpoofingVariant	source	U+8B86	讆	43	CJK UNIFIED IDEOGRAPH-8B86
kSpoofingVariant	source	U+26900	𦤀	42	CJK UNIFIED IDEOGRAPH-26900
kSpoofingVariant	source	U+81A7	膧	42	CJK UNIFIED IDEOGRAPH-81A7
kSpoofingVariant	source	U+67BA	枺	41	CJK UNIFIED IDEOGRAPH-67BA
kSpoofingVariant	source	U+8412	萒	37	CJK UNIFIED IDEOGRAPH-8412
kSpoofingVariant	source	U+4011	䀑	36	CJK UNIFIED IDEOGRAPH-4011
kSpoofingVariant	source	U+3B51	㭑	36	CJK UNIFIED IDEOGRAPH-3B51
kSpoofingVariant	source	U+4420	䐠	35	CJK UNIFIED IDEOGRAPH-4420
kSpoofingVariant	source	U+8FF3	迳	28	CJK UNIFIED IDEOGRAPH-8FF3
kSpoofingVariant	source	U+80A6	肦	27	CJK UNIFIED IDEOGRAPH-80A6
kSpoofingVariant	source	U+9F9D	龝	26	CJK UNIFIED IDEOGRAPH-9F9D
kSpoofingVariant	source	U+6FBF	澿	25	CJK UNIFIED IDEOGRAPH-6FBF
kSpoofingVariant	source	U+4620	䘠	22	CJK UNIFIED IDEOGRAPH-4620
kSpoofingVariant	source	U+403F	䀿	22	CJK UNIFIED IDEOGRAPH-403F
kSpoofingVariant	source	U+2578A	𥞊	21	CJK UNIFIED IDEOGRAPH-2578A
kSpoofingVariant	source	U+80F6	胶	21	CJK UNIFIED IDEOGRAPH-80F6
kSpoofingVariant	source	U+51D7	凗	21	CJK UNIFIED IDEOGRAPH-51D7
kSpoofingVariant	source	U+3EBF	㺿	21	CJK UNIFIED IDEOGRAPH-3EBF
kSpoofingVariant	source	U+34A8	㒨	20	CJK UNIFIED IDEOGRAPH-34A8
kSpoofingVariant	source	U+8DCA	跊	18	CJK UNIFIED IDEOGRAPH-8DCA
kSpoofingVariant	source	U+8D7F	赿	18	CJK UNIFIED IDEOGRAPH-8D7F
kSpoofingVariant	source	U+670A	朊	18	CJK UNIFIED IDEOGRAPH-670A
kSpoofingVariant	source	U+58B6	墶	18	CJK UNIFIED IDEOGRAPH-58B6
kSpoofingVariant	source	U+4142	䅂	16	CJK UNIFIED IDEOGRAPH-4142
kSpoofingVariant	source	U+4EEA	仪	14	CJK UNIFIED IDEOGRAPH-4EEA
kSpoofingVariant	source	U+6F79	潹	13	CJK UNIFIED IDEOGRAPH-6F79
kSpoofingVariant	source	U+4C17	䰗	12	CJK UNIFIED IDEOGRAPH-4C17
kSpoofingVariant	source	U+24968	𤥨	11	CJK UNIFIED IDEOGRAPH-24968
kSpoofingVariant	source	U+51D0	凐	10	CJK UNIFIED IDEOGRAPH-51D0
kSpoofingVariant	source	U+2123C	𡈼	9	CJK UNIFIED IDEOGRAPH-2123C
kSpoofingVariant	source	U+8B8F	讏	9	CJK UNIFIED IDEOGRAPH-8B8F
kSpoofingVariant	source	U+4C45	䱅	9	CJK UNIFIED IDEOGRAPH-4C45
kSpoofingVariant	source	U+3B3A	㬺	9	CJK UNIFIED IDEOGRAPH-3B3A
kSpoofingVariant	source	U+3B3F	㬿	8	CJK UNIFIED IDEOGRAPH-3B3F
kSpoofingVariant	source	U+25CBB	𥲻	6	CJK UNIFIED IDEOGRAPH-25CBB
kSpoofingVariant	source	U+2232C	𢌬	6	CJK UNIFIED IDEOGRAPH-2232C
kSpoofingVariant	source	U+6FEA	濪	6	CJK UNIFIED IDEOGRAPH-6FEA
kSpoofingVariant	source	U+46B6	䚶	6	CJK UNIFIED IDEOGRAPH-46B6
kSpoofingVariant	source	U+3B35	㬵	5	CJK UNIFIED IDEOGRAPH-3B35
kSpoofingVariant	source	U+34D3	㓓	5	CJK UNIFIED IDEOGRAPH-34D3
kSpoofingVariant	source	U+20457	𠑗	4	CJK UNIFIED IDEOGRAPH-20457
kSpoofingVariant	source	U+230B7	𣂷	3	CJK UNIFIED IDEOGRAPH-230B7
kSpoofingVariant	source	U+20302	𠌂	3	CJK UNIFIED IDEOGRAPH-20302
kSpoofingVariant	source	U+2695D	𦥝	2	CJK UNIFIED IDEOGRAPH-2695D
kSpoofingVariant	source	U+266B8	𦚸	2	CJK UNIFIED IDEOGRAPH-266B8
kSpoofingVariant	source	U+25864	𥡤	2	CJK UNIFIED IDEOGRAPH-25864
kSpoofingVariant	source	U+205E8	𠗨	2	CJK UNIFIED IDEOGRAPH-205E8
kSpoofingVariant	source	U+20553	𠕓	2	CJK UNIFIED IDEOGRAPH-20553
kSpoofingVariant	source	U+201F1	𠇱	2	CJK UNIFIED IDEOGRAPH-201F1
kSpoofingVariant	source	U+2011F	𠄟	2	CJK UNIFIED IDEOGRAPH-2011F
kSpoofingVariant	source	U+2011E	𠄞	2	CJK UNIFIED IDEOGRAPH-2011E
kSpoofingVariant	source	U+809E	肞	2	CJK UNIFIED IDEOGRAPH-809E
kSpoofingVariant	source	U+266B9	𦚹	1	CJK UNIFIED IDEOGRAPH-266B9
kSpoofingVariant	source	U+2592E	𥤮	1	CJK UNIFIED IDEOGRAPH-2592E
kSpoofingVariant	source	U+25235	𥈵	1	CJK UNIFIED IDEOGRAPH-25235
kSpoofingVariant	source	U+2339F	𣎟	1	CJK UNIFIED IDEOGRAPH-2339F
kSpoofingVariant	source	U+23377	𣍷	1	CJK UNIFIED IDEOGRAPH-23377
kSpoofingVariant	source	U+20F96	𠾖	1	CJK UNIFIED IDEOGRAPH-20F96
kSpoofingVariant	source	U+20610	𠘐	1	CJK UNIFIED IDEOGRAPH-20610
kSpoofingVariant	source	U+3DA5	㶥	1	CJK UNIFIED IDEOGRAPH-3DA5
kSpoofingVariant	target	U+5341	十	4578888	CJK UNIFIED IDEOGRAPH-5341
kSpoofingVariant	target	U+4E8C	二	4463849	CJK UNIFIED IDEOGRAPH-4E8C
kSpoofingVariant	target	U+5929	天	3283065	CJK UNIFIED IDEOGRAPH-5929
kSpoofingVariant	target	U+5175	兵	922174	CJK UNIFIED IDEOGRAPH-5175
kSpoofingVariant	target	U+7530	田	509040	CJK UNIFIED IDEOGRAPH-7530
kSpoofingVariant	target	U+81F4	致	464558	CJK UNIFIED IDEOGRAPH-81F4
kSpoofingVariant	target	U+6EC5	滅	451624	CJK UNIFIED IDEOGRAPH-6EC5
kSpoofingVariant	target	U+76EE	目	417841	CJK UNIFIED IDEOGRAPH-76EE
kSpoofingVariant	target	U+985E	類	359014	CJK UNIFIED IDEOGRAPH-985E
kSpoofingVariant	target	U+5409	吉	337694	CJK UNIFIED IDEOGRAPH-5409
kSpoofingVariant	target	U+5668	器	260313	CJK UNIFIED IDEOGRAPH-5668
kSpoofingVariant	target	U+4E86	了	252258	CJK UNIFIED IDEOGRAPH-4E86
kSpoofingVariant	target	U+6FA4	澤	241017	CJK UNIFIED IDEOGRAPH-6FA4
kSpoofingVariant	target	U+5EF6	延	240989	CJK UNIFIED IDEOGRAPH-5EF6
kSpoofingVariant	target	U+90A3	那	224926	CJK UNIFIED IDEOGRAPH-90A3
kSpoofingVariant	target	U+5473	味	216818	CJK UNIFIED IDEOGRAPH-5473
kSpoofingVariant	target	U+8B39	謹	206692	CJK UNIFIED IDEOGRAPH-8B39
kSpoofingVariant	target	U+5B63	季	185878	CJK UNIFIED IDEOGRAPH-5B63
kSpoofingVariant	target	U+6627	昧	132541	CJK UNIFIED IDEOGRAPH-6627
kSpoofingVariant	target	U+58EC	壬	107968	CJK UNIFIED IDEOGRAPH-58EC
kSpoofingVariant	target	U+5553	啓	90348	CJK UNIFIED IDEOGRAPH-5553
kSpoofingVariant	target	U+555F	啟	84400	CJK UNIFIED IDEOGRAPH-555F
