variant_type	side	cp_hex	char	count	name
kSemanticVariant	target	U+4E10	丐	8805	CJK UNIFIED IDEOGRAPH-4E10
kSemanticVariant	target	U+89DC	觜	8804	CJK UNIFIED IDEOGRAPH-89DC
kSemanticVariant	target	U+65DB	旛	8800	CJK UNIFIED IDEOGRAPH-65DB
kSemanticVariant	target	U+93A7	鎧	8779	CJK UNIFIED IDEOGRAPH-93A7
kSemanticVariant	target	U+868A	蚊	8758	CJK UNIFIED IDEOGRAPH-868A
kSemanticVariant	target	U+60FA	惺	8750	CJK UNIFIED IDEOGRAPH-60FA
kSemanticVariant	target	U+8616	蘖	8712	CJK UNIFIED IDEOGRAPH-8616
kSemanticVariant	target	U+77B0	瞰	8710	CJK UNIFIED IDEOGRAPH-77B0
kSemanticVariant	target	U+53E1	叡	8704	CJK UNIFIED IDEOGRAPH-53E1
kSemanticVariant	target	U+887F	衿	8626	CJK UNIFIED IDEOGRAPH-887F
kSemanticVariant	target	U+7C98	粘	8594	CJK UNIFIED IDEOGRAPH-7C98
kSemanticVariant	target	U+8106	脆	8575	CJK UNIFIED IDEOGRAPH-8106
kSemanticVariant	target	U+55FD	嗽	8555	CJK UNIFIED IDEOGRAPH-55FD
kSemanticVariant	target	U+9E84	麄	8541	CJK UNIFIED IDEOGRAPH-9E84
kSemanticVariant	target	U+9F07	鼇	8530	CJK UNIFIED IDEOGRAPH-9F07
kSemanticVariant	target	U+7F47	罇	8517	CJK UNIFIED IDEOGRAPH-7F47
kSemanticVariant	target	U+6900	椀	8515	CJK UNIFIED IDEOGRAPH-6900
kSemanticVariant	target	U+5A20	娠	8488	CJK UNIFIED IDEOGRAPH-5A20
kSemanticVariant	target	U+793C	礼	8467	CJK UNIFIED IDEOGRAPH-793C
kSemanticVariant	target	U+5ED0	廐	8454	CJK UNIFIED IDEOGRAPH-5ED0
kSemanticVariant	target	U+97ED	韭	8400	CJK UNIFIED IDEOGRAPH-97ED
kSemanticVariant	target	U+6F80	澀	8354	CJK UNIFIED IDEOGRAPH-6F80
kSemanticVariant	target	U+8A3C	証	8313	CJK UNIFIED IDEOGRAPH-8A3C
kSemanticVariant	target	U+8018	耘	8310	CJK UNIFIED IDEOGRAPH-8018
kSemanticVariant	target	U+746F	瑯	8305	CJK UNIFIED IDEOGRAPH-746F
kSemanticVariant	target	U+6522	攢	8282	CJK UNIFIED IDEOGRAPH-6522
kSemanticVariant	target	U+768B	皋	8258	CJK UNIFIED IDEOGRAPH-768B
kSemanticVariant	target	U+58F0	声	8191	CJK UNIFIED IDEOGRAPH-58F0
kSemanticVariant	target	U+7A49	穉	8139	CJK UNIFIED IDEOGRAPH-7A49
kSemanticVariant	target	U+96A7	隧	8117	CJK UNIFIED IDEOGRAPH-96A7
kSemanticVariant	target	U+97AB	鞫	8113	CJK UNIFIED IDEOGRAPH-97AB
kSemanticVariant	target	U+68CB	棋	8113	CJK UNIFIED IDEOGRAPH-68CB
kSemanticVariant	target	U+54AC	咬	8111	CJK UNIFIED IDEOGRAPH-54AC
kSemanticVariant	target	U+4E49	义	8108	CJK UNIFIED IDEOGRAPH-4E49
kSemanticVariant	target	U+342E	㐮	8105	CJK UNIFIED IDEOGRAPH-342E
kSemanticVariant	target	U+5E5F	幟	8102	CJK UNIFIED IDEOGRAPH-5E5F
kSemanticVariant	target	U+9EB5	麵	8092	CJK UNIFIED IDEOGRAPH-9EB5
kSemanticVariant	target	U+8066	聦	8084	CJK UNIFIED IDEOGRAPH-8066
kSemanticVariant	target	U+732B	猫	8081	CJK UNIFIED IDEOGRAPH-732B
kSemanticVariant	target	U+8E4B	蹋	8070	CJK UNIFIED IDEOGRAPH-8E4B
kSemanticVariant	target	U+382F	㠯	8046	CJK UNIFIED IDEOGRAPH-382F
kSemanticVariant	target	U+852D	蔭	8036	CJK UNIFIED IDEOGRAPH-852D
kSemanticVariant	target	U+8B41	譁	8020	CJK UNIFIED IDEOGRAPH-8B41
kSemanticVariant	target	U+95A2	関	8018	CJK UNIFIED IDEOGRAPH-95A2
kSemanticVariant	target	U+9AE3	髣	7963	CJK UNIFIED IDEOGRAPH-9AE3
kSemanticVariant	target	U+65B5	斵	7930	CJK UNIFIED IDEOGRAPH-65B5
kSemanticVariant	target	U+90A8	邨	7907	CJK UNIFIED IDEOGRAPH-90A8
kSemanticVariant	target	U+6194	憔	7854	CJK UNIFIED IDEOGRAPH-6194
kSemanticVariant	target	U+70A4	炤	7845	CJK UNIFIED IDEOGRAPH-70A4
kSemanticVariant	target	U+947D	鑽	7823	CJK UNIFIED IDEOGRAPH-947D
kSemanticVariant	target	U+98F1	飱	7818	CJK UNIFIED IDEOGRAPH-98F1
kSemanticVariant	target	U+79C3	秃	7799	CJK UNIFIED IDEOGRAPH-79C3
kSemanticVariant	target	U+8A9A	誚	7787	CJK UNIFIED IDEOGRAPH-8A9A
kSemanticVariant	target	U+898A	覊	7784	CJK UNIFIED IDEOGRAPH-898A
kSemanticVariant	target	U+6DD2	淒	7735	CJK UNIFIED IDEOGRAPH-6DD2
kSemanticVariant	target	U+7FE5	翥	7715	CJK UNIFIED IDEOGRAPH-7FE5
kSemanticVariant	target	U+7015	瀕	7677	CJK UNIFIED IDEOGRAPH-7015
kSemanticVariant	target	U+506A	偪	7675	CJK UNIFIED IDEOGRAPH-506A
kSemanticVariant	target	U+6E4A	湊	7660	CJK UNIFIED IDEOGRAPH-6E4A
kSemanticVariant	target	U+543B	吻	7650	CJK UNIFIED IDEOGRAPH-543B
kSemanticVariant	target	U+671E	朞	7641	CJK UNIFIED IDEOGRAPH-671E
kSemanticVariant	target	U+5D27	崧	7625	CJK UNIFIED IDEOGRAPH-5D27
kSemanticVariant	target	U+5288	劈	7622	CJK UNIFIED IDEOGRAPH-5288
kSemanticVariant	target	U+7F36	缶	7614	CJK UNIFIED IDEOGRAPH-7F36
kSemanticVariant	target	U+53A6	厦	7601	CJK UNIFIED IDEOGRAPH-53A6
kSemanticVariant	target	U+7681	皁	7600	CJK UNIFIED IDEOGRAPH-7681
kSemanticVariant	target	U+7F3E	缾	7598	CJK UNIFIED IDEOGRAPH-7F3E
kSemanticVariant	target	U+814A	腊	7580	CJK UNIFIED IDEOGRAPH-814A
kSemanticVariant	target	U+8842	衂	7573	CJK UNIFIED IDEOGRAPH-8842
kSemanticVariant	target	U+72F8	狸	7537	CJK UNIFIED IDEOGRAPH-72F8
kSemanticVariant	target	U+9AE0	髠	7532	CJK UNIFIED IDEOGRAPH-9AE0
kSemanticVariant	target	U+9912	餒	7506	CJK UNIFIED IDEOGRAPH-9912
kSemanticVariant	target	U+6CDD	泝	7499	CJK UNIFIED IDEOGRAPH-6CDD
kSemanticVariant	target	U+9016	逖	7494	CJK UNIFIED IDEOGRAPH-9016
kSemanticVariant	target	U+8266	艦	7487	CJK UNIFIED IDEOGRAPH-8266
kSemanticVariant	target	U+91DC	釜	7483	CJK UNIFIED IDEOGRAPH-91DC
kSemanticVariant	target	U+7F97	羗	7480	CJK UNIFIED IDEOGRAPH-7F97
kSemanticVariant	target	U+86D9	蛙	7476	CJK UNIFIED IDEOGRAPH-86D9
kSemanticVariant	target	U+625E	扞	7468	CJK UNIFIED IDEOGRAPH-625E
kSemanticVariant	target	U+78F4	磴	7423	CJK UNIFIED IDEOGRAPH-78F4
kSemanticVariant	target	U+8815	蠕	7416	CJK UNIFIED IDEOGRAPH-8815
kSemanticVariant	target	U+63DC	揜	7402	CJK UNIFIED IDEOGRAPH-63DC
kSemanticVariant	target	U+8385	莅	7393	CJK UNIFIED IDEOGRAPH-8385
kSemanticVariant	target	U+9EA9	麩	7384	CJK UNIFIED IDEOGRAPH-9EA9
kSemanticVariant	target	U+555C	啜	7351	CJK UNIFIED IDEOGRAPH-555C
kSemanticVariant	target	U+96BC	隼	7339	CJK UNIFIED IDEOGRAPH-96BC
kSemanticVariant	target	U+53C1	叁	7335	CJK UNIFIED IDEOGRAPH-53C1
kSemanticVariant	target	U+68C3	棃	7329	CJK UNIFIED IDEOGRAPH-68C3
kSemanticVariant	target	U+77AC	瞬	7320	CJK UNIFIED IDEOGRAPH-77AC
kSemanticVariant	target	U+98C8	飈	7244	CJK UNIFIED IDEOGRAPH-98C8
kSemanticVariant	target	U+8EAD	躭	7216	CJK UNIFIED IDEOGRAPH-8EAD
kSemanticVariant	target	U+4EBE	亾	7197	CJK UNIFIED IDEOGRAPH-4EBE
kSemanticVariant	target	U+96C7	雇	7192	CJK UNIFIED IDEOGRAPH-96C7
kSemanticVariant	target	U+8B4E	譎	7191	CJK UNIFIED IDEOGRAPH-8B4E
kSemanticVariant	target	U+5FA4	徤	7183	CJK UNIFIED IDEOGRAPH-5FA4
kSemanticVariant	target	U+6C13	氓	7179	CJK UNIFIED IDEOGRAPH-6C13
kSemanticVariant	target	U+9599	閙	7170	CJK UNIFIED IDEOGRAPH-9599
kSemanticVariant	target	U+8E2A	踪	7168	CJK UNIFIED IDEOGRAPH-8E2A
kSemanticVariant	target	U+8F5F	轟	7153	CJK UNIFIED IDEOGRAPH-8F5F
kSemanticVariant	target	U+980B	頋	7137	CJK UNIFIED IDEOGRAPH-980B
kSemanticVariant	target	U+566A	噪	7132	CJK UNIFIED IDEOGRAPH-566A
kSemanticVariant	target	U+8E34	踴	7095	CJK UNIFIED IDEOGRAPH-8E34
kSemanticVariant	target	U+6AD3	櫓	7080	CJK UNIFIED IDEOGRAPH-6AD3
kSemanticVariant	target	U+78DA	磚	7074	CJK UNIFIED IDEOGRAPH-78DA
kSemanticVariant	target	U+4E07	万	7074	CJK UNIFIED IDEOGRAPH-4E07
kSemanticVariant	target	U+83F0	菰	7053	CJK UNIFIED IDEOGRAPH-83F0
kSemanticVariant	target	U+5C63	屣	7040	CJK UNIFIED IDEOGRAPH-5C63
kSemanticVariant	target	U+843C	萼	7015	CJK UNIFIED IDEOGRAPH-843C
kSemanticVariant	target	U+6661	晡	7011	CJK UNIFIED IDEOGRAPH-6661
kSemanticVariant	target	U+8C8D	貍	7006	CJK UNIFIED IDEOGRAPH-8C8D
kSemanticVariant	target	U+754E	畎	7002	CJK UNIFIED IDEOGRAPH-754E
kSemanticVariant	target	U+868C	蚌	7000	CJK UNIFIED IDEOGRAPH-868C
kSemanticVariant	target	U+7CE0	糠	6993	CJK UNIFIED IDEOGRAPH-7CE0
kSemanticVariant	target	U+71FF	燿	6983	CJK UNIFIED IDEOGRAPH-71FF
kSemanticVariant	target	U+982B	頫	6958	CJK UNIFIED IDEOGRAPH-982B
kSemanticVariant	target	U+894D	襍	6958	CJK UNIFIED IDEOGRAPH-894D
kSemanticVariant	target	U+69CC	槌	6950	CJK UNIFIED IDEOGRAPH-69CC
kSemanticVariant	target	U+9EBD	麽	6912	CJK UNIFIED IDEOGRAPH-9EBD
kSemanticVariant	target	U+6ED9	滙	6909	CJK UNIFIED IDEOGRAPH-6ED9
kSemanticVariant	target	U+7BB8	箸	6900	CJK UNIFIED IDEOGRAPH-7BB8
kSemanticVariant	target	U+81BE	膾	6899	CJK UNIFIED IDEOGRAPH-81BE
kSemanticVariant	target	U+5492	咒	6890	CJK UNIFIED IDEOGRAPH-5492
kSemanticVariant	target	U+8431	萱	6888	CJK UNIFIED IDEOGRAPH-8431
kSemanticVariant	target	U+9ECF	黏	6883	CJK UNIFIED IDEOGRAPH-9ECF
kSemanticVariant	target	U+6EBC	溼	6824	CJK UNIFIED IDEOGRAPH-6EBC
kSemanticVariant	target	U+668E	暎	6824	CJK UNIFIED IDEOGRAPH-668E
kSemanticVariant	target	U+75B9	疹	6796	CJK UNIFIED IDEOGRAPH-75B9
kSemanticVariant	target	U+8998	覘	6785	CJK UNIFIED IDEOGRAPH-8998
kSemanticVariant	target	U+8654	虔	6782	CJK UNIFIED IDEOGRAPH-8654
kSemanticVariant	target	U+6673	晳	6777	CJK UNIFIED IDEOGRAPH-6673
kSemanticVariant	target	U+8AF6	諶	6761	CJK UNIFIED IDEOGRAPH-8AF6
kSemanticVariant	target	U+80B4	肴	6751	CJK UNIFIED IDEOGRAPH-80B4
kSemanticVariant	target	U+9257	鉗	6750	CJK UNIFIED IDEOGRAPH-9257
kSemanticVariant	target	U+8B8C	讌	6721	CJK UNIFIED IDEOGRAPH-8B8C
kSemanticVariant	target	U+9114	鄔	6718	CJK UNIFIED IDEOGRAPH-9114
kSemanticVariant	target	U+7F83	羃	6673	CJK UNIFIED IDEOGRAPH-7F83
kSemanticVariant	target	U+8517	蔗	6632	CJK UNIFIED IDEOGRAPH-8517
kSemanticVariant	target	U+7487	璇	6631	CJK UNIFIED IDEOGRAPH-7487
kSemanticVariant	target	U+7DF2	緲	6619	CJK UNIFIED IDEOGRAPH-7DF2
kSemanticVariant	target	U+98DC	飜	6606	CJK UNIFIED IDEOGRAPH-98DC
kSemanticVariant	target	U+9A44	驄	6599	CJK UNIFIED IDEOGRAPH-9A44
kSemanticVariant	target	U+7DA2	綢	6596	CJK UNIFIED IDEOGRAPH-7DA2
kSemanticVariant	target	U+7F3D	缽	6568	CJK UNIFIED IDEOGRAPH-7F3D
kSemanticVariant	target	U+7C20	簠	6530	CJK UNIFIED IDEOGRAPH-7C20
kSemanticVariant	target	U+7360	獠	6529	CJK UNIFIED IDEOGRAPH-7360
kSemanticVariant	target	U+6AA3	檣	6526	CJK UNIFIED IDEOGRAPH-6AA3
kSemanticVariant	target	U+5319	匙	6524	CJK UNIFIED IDEOGRAPH-5319
kSemanticVariant	target	U+7827	砧	6498	CJK UNIFIED IDEOGRAPH-7827
kSemanticVariant	target	U+8721	蜡	6490	CJK UNIFIED IDEOGRAPH-8721
kSemanticVariant	target	U+4B7E	䭾	6490	CJK UNIFIED IDEOGRAPH-4B7E
kSemanticVariant	target	U+9628	阨	6468	CJK UNIFIED IDEOGRAPH-9628
kSemanticVariant	target	U+6EDA	滚	6464	CJK UNIFIED IDEOGRAPH-6EDA
kSemanticVariant	target	U+9730	霰	6428	CJK UNIFIED IDEOGRAPH-9730
kSemanticVariant	target	U+98E1	飡	6421	CJK UNIFIED IDEOGRAPH-98E1
kSemanticVariant	target	U+6A5B	橛	6412	CJK UNIFIED IDEOGRAPH-6A5B
kSemanticVariant	target	U+9EAB	麫	6392	CJK UNIFIED IDEOGRAPH-9EAB
kSemanticVariant	target	U+96DD	雝	6386	CJK UNIFIED IDEOGRAPH-96DD
kSemanticVariant	target	U+7B6F	筯	6384	CJK UNIFIED IDEOGRAPH-7B6F
kSemanticVariant	target	U+6581	斁	6378	CJK UNIFIED IDEOGRAPH-6581
kSemanticVariant	target	U+6120	愠	6373	CJK UNIFIED IDEOGRAPH-6120
kSemanticVariant	target	U+4EDD	仝	6368	CJK UNIFIED IDEOGRAPH-4EDD
kSemanticVariant	target	U+6505	攅	6361	CJK UNIFIED IDEOGRAPH-6505
kSemanticVariant	target	U+59E5	姥	6342	CJK UNIFIED IDEOGRAPH-59E5
kSemanticVariant	target	U+7881	碁	6338	CJK UNIFIED IDEOGRAPH-7881
kSemanticVariant	target	U+9061	遡	6317	CJK UNIFIED IDEOGRAPH-9061
kSemanticVariant	target	U+56A5	嚥	6317	CJK UNIFIED IDEOGRAPH-56A5
kSemanticVariant	target	U+83CC	菌	6297	CJK UNIFIED IDEOGRAPH-83CC
kSemanticVariant	target	U+6AC2	櫂	6295	CJK UNIFIED IDEOGRAPH-6AC2
kSemanticVariant	target	U+52F3	勳	6226	CJK UNIFIED IDEOGRAPH-52F3
kSemanticVariant	target	U+7662	癢	6216	CJK UNIFIED IDEOGRAPH-7662
kSemanticVariant	target	U+3836	㠶	6210	CJK UNIFIED IDEOGRAPH-3836
kSemanticVariant	target	U+8A90	誐	6207	CJK UNIFIED IDEOGRAPH-8A90
kSemanticVariant	target	U+855A	蕚	6154	CJK UNIFIED IDEOGRAPH-855A
kSemanticVariant	target	U+7897	碗	6150	CJK UNIFIED IDEOGRAPH-7897
kSemanticVariant	target	U+9F90	龐	6143	CJK UNIFIED IDEOGRAPH-9F90
kSemanticVariant	target	U+63AC	掬	6125	CJK UNIFIED IDEOGRAPH-63AC
kSemanticVariant	target	U+7FB9	羹	6124	CJK UNIFIED IDEOGRAPH-7FB9
kSemanticVariant	target	U+65AD	断	6114	CJK UNIFIED IDEOGRAPH-65AD
kSemanticVariant	target	U+9688	隈	6112	CJK UNIFIED IDEOGRAPH-9688
kSemanticVariant	target	U+74BF	璿	6112	CJK UNIFIED IDEOGRAPH-74BF
kSemanticVariant	target	U+8CEB	賫	6098	CJK UNIFIED IDEOGRAPH-8CEB
kSemanticVariant	target	U+9C32	鰲	6097	CJK UNIFIED IDEOGRAPH-9C32
kSemanticVariant	target	U+7B4F	筏	6089	CJK UNIFIED IDEOGRAPH-7B4F
kSemanticVariant	target	U+7CEF	糯	6051	CJK UNIFIED IDEOGRAPH-7CEF
kSemanticVariant	target	U+5041	偁	6045	CJK UNIFIED IDEOGRAPH-5041
kSemanticVariant	target	U+854A	蕊	6042	CJK UNIFIED IDEOGRAPH-854A
kSemanticVariant	target	U+465D	䙝	6036	CJK UNIFIED IDEOGRAPH-465D
kSemanticVariant	target	U+7E45	繅	6023	CJK UNIFIED IDEOGRAPH-7E45
kSemanticVariant	target	U+8D81	趁	6022	CJK UNIFIED IDEOGRAPH-8D81
kSemanticVariant	target	U+7D2C	紬	5999	CJK UNIFIED IDEOGRAPH-7D2C
kSemanticVariant	target	U+9C49	鱉	5994	CJK UNIFIED IDEOGRAPH-9C49
kSemanticVariant	target	U+98FC	飼	5974	CJK UNIFIED IDEOGRAPH-98FC
kSemanticVariant	target	U+97F5	韵	5940	CJK UNIFIED IDEOGRAPH-97F5
kSemanticVariant	target	U+95B9	閹	5913	CJK UNIFIED IDEOGRAPH-95B9
kSemanticVariant	target	U+9998	馘	5906	CJK UNIFIED IDEOGRAPH-9998
kSemanticVariant	target	U+42F2	䋲	5885	CJK UNIFIED IDEOGRAPH-42F2
kSemanticVariant	target	U+5D87	嶇	5879	CJK UNIFIED IDEOGRAPH-5D87
kSemanticVariant	target	U+86DB	蛛	5853	CJK UNIFIED IDEOGRAPH-86DB
kSemanticVariant	target	U+874E	蝎	5840	CJK UNIFIED IDEOGRAPH-874E
kSemanticVariant	target	U+8E74	蹴	5819	CJK UNIFIED IDEOGRAPH-8E74
kSemanticVariant	target	U+56B3	嚳	5816	CJK UNIFIED IDEOGRAPH-56B3
kSemanticVariant	target	U+7F87	羇	5814	CJK UNIFIED IDEOGRAPH-7F87
kSemanticVariant	target	U+7E8A	纊	5814	CJK UNIFIED IDEOGRAPH-7E8A
kSemanticVariant	target	U+6DC6	淆	5810	CJK UNIFIED IDEOGRAPH-6DC6
kSemanticVariant	target	U+6F88	澈	5794	CJK UNIFIED IDEOGRAPH-6F88
kSemanticVariant	target	U+887D	衽	5767	CJK UNIFIED IDEOGRAPH-887D
kSemanticVariant	target	U+6A50	橐	5759	CJK UNIFIED IDEOGRAPH-6A50
kSemanticVariant	target	U+7F45	罅	5756	CJK UNIFIED IDEOGRAPH-7F45
kSemanticVariant	target	U+9373	鍳	5747	CJK UNIFIED IDEOGRAPH-9373
kSemanticVariant	target	U+527F	剿	5747	CJK UNIFIED IDEOGRAPH-527F
kSemanticVariant	target	U+83D3	菓	5746	CJK UNIFIED IDEOGRAPH-83D3
kSemanticVariant	target	U+84F4	蓴	5743	CJK UNIFIED IDEOGRAPH-84F4
kSemanticVariant	target	U+76A5	皥	5738	CJK UNIFIED IDEOGRAPH-76A5
kSemanticVariant	target	U+7926	礦	5727	CJK UNIFIED IDEOGRAPH-7926
kSemanticVariant	target	U+9031	週	5691	CJK UNIFIED IDEOGRAPH-9031
kSemanticVariant	target	U+7460	瑠	5662	CJK UNIFIED IDEOGRAPH-7460
kSemanticVariant	target	U+563F	嘿	5659	CJK UNIFIED IDEOGRAPH-563F
kSemanticVariant	target	U+9BC1	鯁	5633	CJK UNIFIED IDEOGRAPH-9BC1
kSemanticVariant	target	U+642D	搭	5617	CJK UNIFIED IDEOGRAPH-642D
kSemanticVariant	target	U+7CD6	糖	5598	CJK UNIFIED IDEOGRAPH-7CD6
kSemanticVariant	target	U+7832	砲	5580	CJK UNIFIED IDEOGRAPH-7832
kSemanticVariant	target	U+849E	蒞	5573	CJK UNIFIED IDEOGRAPH-849E
kSemanticVariant	target	U+98EB	飫	5557	CJK UNIFIED IDEOGRAPH-98EB
kSemanticVariant	target	U+5634	嘴	5527	CJK UNIFIED IDEOGRAPH-5634
kSemanticVariant	target	U+5E1A	帚	5522	CJK UNIFIED IDEOGRAPH-5E1A
kSemanticVariant	target	U+536C	卬	5515	CJK UNIFIED IDEOGRAPH-536C
kSemanticVariant	target	U+6A9D	檝	5486	CJK UNIFIED IDEOGRAPH-6A9D
kSemanticVariant	target	U+73C9	珉	5473	CJK UNIFIED IDEOGRAPH-73C9
kSemanticVariant	target	U+6635	昵	5473	CJK UNIFIED IDEOGRAPH-6635
kSemanticVariant	target	U+6187	憇	5460	CJK UNIFIED IDEOGRAPH-6187
kSemanticVariant	target	U+FA11	﨑	5426	CJK COMPATIBILITY IDEOGRAPH-FA11
kSemanticVariant	target	U+4F82	侂	5423	CJK UNIFIED IDEOGRAPH-4F82
kSemanticVariant	target	U+7526	甦	5413	CJK UNIFIED IDEOGRAPH-7526
kSemanticVariant	target	U+8C78	豸	5412	CJK UNIFIED IDEOGRAPH-8C78
kSemanticVariant	target	U+7F69	罩	5405	CJK UNIFIED IDEOGRAPH-7F69
kSemanticVariant	target	U+88F8	裸	5399	CJK UNIFIED IDEOGRAPH-88F8
kSemanticVariant	target	U+53AE	厮	5397	CJK UNIFIED IDEOGRAPH-53AE
kSemanticVariant	target	U+5269	剩	5395	CJK UNIFIED IDEOGRAPH-5269
kSemanticVariant	target	U+896A	襪	5377	CJK UNIFIED IDEOGRAPH-896A
kSemanticVariant	target	U+8525	蔥	5376	CJK UNIFIED IDEOGRAPH-8525
kSemanticVariant	target	U+5583	喃	5314	CJK UNIFIED IDEOGRAPH-5583
kSemanticVariant	target	U+3BFD	㯽	5298	CJK UNIFIED IDEOGRAPH-3BFD
kSemanticVariant	target	U+6FC7	濇	5296	CJK UNIFIED IDEOGRAPH-6FC7
kSemanticVariant	target	U+342B	㐫	5281	CJK UNIFIED IDEOGRAPH-342B
kSemanticVariant	target	U+71A8	熨	5280	CJK UNIFIED IDEOGRAPH-71A8
kSemanticVariant	target	U+4EFF	仿	5278	CJK UNIFIED IDEOGRAPH-4EFF
kSemanticVariant	target	U+66EC	曬	5276	CJK UNIFIED IDEOGRAPH-66EC
kSemanticVariant	target	U+5C12	尒	5272	CJK UNIFIED IDEOGRAPH-5C12
kSemanticVariant	target	U+9919	餙	5270	CJK UNIFIED IDEOGRAPH-9919
kSemanticVariant	target	U+7CB3	粳	5269	CJK UNIFIED IDEOGRAPH-7CB3
kSemanticVariant	target	U+752C	甬	5223	CJK UNIFIED IDEOGRAPH-752C
kSemanticVariant	target	U+9D06	鴆	5200	CJK UNIFIED IDEOGRAPH-9D06
kSemanticVariant	target	U+6FA3	澣	5196	CJK UNIFIED IDEOGRAPH-6FA3
kSemanticVariant	target	U+7E2F	縯	5185	CJK UNIFIED IDEOGRAPH-7E2F
kSemanticVariant	target	U+8693	蚓	5182	CJK UNIFIED IDEOGRAPH-8693
kSemanticVariant	target	U+792E	礮	5182	CJK UNIFIED IDEOGRAPH-792E
kSemanticVariant	target	U+9D1E	鴞	5177	CJK UNIFIED IDEOGRAPH-9D1E
kSemanticVariant	target	U+89B7	覷	5176	CJK UNIFIED IDEOGRAPH-89B7
kSemanticVariant	target	U+77A5	瞥	5169	CJK UNIFIED IDEOGRAPH-77A5
kSemanticVariant	target	U+6FB3	澳	5145	CJK UNIFIED IDEOGRAPH-6FB3
kSemanticVariant	target	U+7146	煆	5131	CJK UNIFIED IDEOGRAPH-7146
kSemanticVariant	target	U+7BA0	箠	5109	CJK UNIFIED IDEOGRAPH-7BA0
kSemanticVariant	target	U+5FA0	徠	5102	CJK UNIFIED IDEOGRAPH-5FA0
kSemanticVariant	target	U+5204	刄	5094	CJK UNIFIED IDEOGRAPH-5204
kSemanticVariant	target	U+53F5	叵	5089	CJK UNIFIED IDEOGRAPH-53F5
kSemanticVariant	target	U+9774	靴	5088	CJK UNIFIED IDEOGRAPH-9774
kSemanticVariant	target	U+89E5	觥	5087	CJK UNIFIED IDEOGRAPH-89E5
kSemanticVariant	target	U+776B	睫	5081	CJK UNIFIED IDEOGRAPH-776B
kSemanticVariant	target	U+520A	刊	5077	CJK UNIFIED IDEOGRAPH-520A
kSemanticVariant	target	U+7B66	筦	5061	CJK UNIFIED IDEOGRAPH-7B66
kSemanticVariant	target	U+76BA	皺	5053	CJK UNIFIED IDEOGRAPH-76BA
kSemanticVariant	target	U+6BB3	殳	5045	CJK UNIFIED IDEOGRAPH-6BB3
kSemanticVariant	target	U+5969	奩	5034	CJK UNIFIED IDEOGRAPH-5969
kSemanticVariant	target	U+8A6C	詬	5026	CJK UNIFIED IDEOGRAPH-8A6C
kSemanticVariant	target	U+6231	戱	5020	CJK UNIFIED IDEOGRAPH-6231
kSemanticVariant	target	U+750E	甎	5018	CJK UNIFIED IDEOGRAPH-750E
kSemanticVariant	target	U+9870	顰	5008	CJK UNIFIED IDEOGRAPH-9870
kSemanticVariant	target	U+8E7B	蹻	5008	CJK UNIFIED IDEOGRAPH-8E7B
kSemanticVariant	target	U+63D1	揑	5005	CJK UNIFIED IDEOGRAPH-63D1
kSemanticVariant	target	U+6031	怱	5002	CJK UNIFIED IDEOGRAPH-6031
kSemanticVariant	target	U+5819	堙	4987	CJK UNIFIED IDEOGRAPH-5819
kSemanticVariant	target	U+8B5F	譟	4976	CJK UNIFIED IDEOGRAPH-8B5F
kSemanticVariant	target	U+6376	捶	4967	CJK UNIFIED IDEOGRAPH-6376
kSemanticVariant	target	U+8514	蔔	4960	CJK UNIFIED IDEOGRAPH-8514
kSemanticVariant	target	U+5C4A	届	4940	CJK UNIFIED IDEOGRAPH-5C4A
kSemanticVariant	target	U+7AE2	竢	4939	CJK UNIFIED IDEOGRAPH-7AE2
kSemanticVariant	target	U+68D0	棐	4935	CJK UNIFIED IDEOGRAPH-68D0
kSemanticVariant	target	U+7328	猨	4919	CJK UNIFIED IDEOGRAPH-7328
kSemanticVariant	target	U+7C72	籲	4905	CJK UNIFIED IDEOGRAPH-7C72
kSemanticVariant	target	U+7147	煇	4883	CJK UNIFIED IDEOGRAPH-7147
kSemanticVariant	target	U+93C1	鏁	4881	CJK UNIFIED IDEOGRAPH-93C1
kSemanticVariant	target	U+6EAF	溯	4870	CJK UNIFIED IDEOGRAPH-6EAF
kSemanticVariant	target	U+8350	荐	4866	CJK UNIFIED IDEOGRAPH-8350
kSemanticVariant	target	U+69C0	槀	4865	CJK UNIFIED IDEOGRAPH-69C0
kSemanticVariant	target	U+7D89	綉	4850	CJK UNIFIED IDEOGRAPH-7D89
kSemanticVariant	target	U+5024	値	4848	CJK UNIFIED IDEOGRAPH-5024
kSemanticVariant	target	U+7BE0	篠	4833	CJK UNIFIED IDEOGRAPH-7BE0
kSemanticVariant	target	U+9463	鑣	4812	CJK UNIFIED IDEOGRAPH-9463
kSemanticVariant	target	U+5861	塡	4804	CJK UNIFIED IDEOGRAPH-5861
kSemanticVariant	target	U+99DB	駛	4800	CJK UNIFIED IDEOGRAPH-99DB
kSemanticVariant	target	U+5729	圩	4798	CJK UNIFIED IDEOGRAPH-5729
kSemanticVariant	target	U+9A3E	騾	4792	CJK UNIFIED IDEOGRAPH-9A3E
kSemanticVariant	target	U+8EFA	軺	4792	CJK UNIFIED IDEOGRAPH-8EFA
kSemanticVariant	target	U+5257	剗	4785	CJK UNIFIED IDEOGRAPH-5257
