var_cp	var_char	reg_cp	reg_char	remarks
U+523C	刼	U+52AB	劫	src=GB2013,Var-to-Rep
U+829C	芜	U+856A	蕪	src=GB2013
U+82C7	苇	U+8466	葦	src=GB2013
U+82B2	芲	U+82B1	花	src=GB2013,Var-to-Rep
U+8624	蘤	U+82B1	花	src=GB2013,Var-to-Rep
U+82CD	苍	U+84BC	蒼	src=GB2013
U+4E25	严	U+56B4	嚴	src=GB2013
U+82A6	芦	U+8606	蘆	src=GB2013,Var-to-Rep
U+52B3	劳	U+52DE	勞	src=GB2013,Var-to-Rep
U+514B	克	U+514B,U+524B	克剋	var-also-canonical-elsewhere; reg-also-variant-elsewhere:克; multi-target (2); src=GB2013
U+5C05	尅	U+524B	剋	src=GB2013,Var-to-Rep
U+82CF	苏	U+8607,U+56CC	蘇囌	multi-target (2); src=GB2013
U+7526	甦	U+8607	蘇	src=GB2013,Var-to-Rep
U+8613	蘓	U+8607	蘇	src=GB2013,Var-to-Rep
U+6746	杆	U+6746,U+687F	杆桿	reverse-dropped:桿→杆 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:杆; multi-target (2); src=GB2013,Var-to-Rep
U+6760	杠	U+6760,U+69D3	杠槓	reverse-dropped:槓→杠 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:杠; multi-target (2); src=GB2013,Var-to-Rep
U+90A8	邨	U+6751	村	src=GB2013,Var-to-Rep
U+6781	极	U+6975	極	src=GB2013
U+6768	杨	U+694A	楊	src=GB2013
U+8373	荳	U+8C46	豆	src=GB2013,Var-to-Rep
U+4E24	两	U+5169	兩	src=GB2013,Var-to-Rep
U+4E3D	丽	U+9E97	麗	src=GB2013
U+533B	医	U+91AB	醫	src=GB2013,Var-to-Rep
U+52B1	励	U+52F5	勵	src=GB2013
U+8FD8	还	U+9084	還	src=GB2013,Var-to-Rep
U+6B7C	歼	U+6BB2	殲	src=GB2013
U+6765	来	U+4F86	來	src=GB2013,Var-to-Rep
U+8FDE	连	U+9023	連	src=GB2013
U+8F69	轩	U+8ED2	軒	src=GB2013
U+5364	卤	U+9E75,U+6EF7	鹵滷	multi-target (2); src=GB2013
U+575A	坚	U+5805	堅	src=GB2013
U+65F6	时	U+6642	時	src=GB2013,Var-to-Rep
U+65F9	旹	U+6642	時	src=GB2013,Var-to-Rep
U+53BF	县	U+7E23	縣	src=GB2013
U+91CC	里	U+91CC,U+88CF	里裏	var-also-canonical-elsewhere; reg-also-variant-elsewhere:里裏; multi-target (2); src=GB2013
U+7343	獃	U+5446	呆	src=GB2013,Var-to-Rep
U+5455	呕	U+5614	嘔	src=GB2013
U+56ED	园	U+5712	園	src=GB2013
U+65F7	旷	U+66E0	曠	src=GB2013
U+56F4	围	U+570D	圍	src=GB2013
U+5428	吨	U+5678,U+554D	噸啍	multi-target (2); src=GB2013,Var-to-Rep
U+90AE	邮	U+90F5	郵	src=GB2013
U+5458	员	U+54E1	員	src=GB2013
U+542C	听	U+807D	聽	src=GB2013,Var-to-Rep
U+552B	唫	U+541F	吟	src=GB2013,Var-to-Rep
U+545B	呛	U+55C6	嗆	src=GB2013
U+8117	脗	U+543B	吻	src=GB2013,Var-to-Rep
U+545C	呜	U+55DA	嗚	src=GB2013
U+522B	别	U+522B,U+5F46	别彆	var-also-canonical-elsewhere; reg-also-variant-elsewhere:别; multi-target (2); src=GB2013
U+5C96	岖	U+5D87	嶇	src=GB2013
U+5C97	岗	U+5D17	崗	reg-also-variant-elsewhere:崗; src=GB2013
U+5E10	帐	U+5E33	帳	src=GB2013
U+8D22	财	U+8CA1	財	src=GB2013
U+9488	针	U+91DD	針	src=GB2013
U+937C	鍼	U+91DD	針	src=GB2013,Var-to-Rep
U+9489	钉	U+91D8	釘	src=GB2013
U+4E71	乱	U+4E82	亂	src=GB2013,Var-to-Rep
U+4F53	体	U+9AD4	體	src=GB2013,Var-to-Rep
U+4F63	佣	U+50AD	傭	src=GB2013
U+7681	皁	U+7682	皂	src=GB2013,Var-to-Rep
U+5F7F	彿	U+4F5B	佛	src=GB2013,Var-to-Rep
U+9AF4	髴	U+4F5B	佛	src=GB2013,Var-to-Rep
U+5F7B	彻	U+5FB9	徹	src=GB2013
U+4F59	余	U+4F59,U+9918	余餘	var-also-canonical-elsewhere; reg-also-variant-elsewhere:余; multi-target (2); src=GB2013
U+8C37	谷	U+8C37,U+7A40	谷穀	var-also-canonical-elsewhere; reg-also-variant-elsewhere:谷; multi-target (2); src=GB2013
U+90BB	邻	U+9130	鄰	src=GB2013
U+96A3	隣	U+9130	鄰	src=GB2013,Var-to-Rep
U+7598	疘	U+809B	肛	src=GB2013,Var-to-Rep
U+80A0	肠	U+8178	腸	src=GB2013
U+8193	膓	U+8178	腸	src=GB2013,Var-to-Rep
U+9F9F	龟	U+9F9C	龜	src=GB2013
U+72B9	犹	U+7336	猶	src=GB2013,Var-to-Rep
U+72C8	狈	U+72FD	狽	src=GB2013
U+5220	删	U+5220,U+522A	删刪	reverse-dropped:刪→删 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:删; multi-target (2); src=GB2013,Var-to-Rep
U+6761	条	U+689D	條	src=GB2013,Var-to-Rep
U+5C9B	岛	U+5CF6	島	src=GB2013
U+3800	㠀	U+5CF6	島	src=GB2013,Var-to-Rep
U+924B	鉋	U+5228	刨	src=GB2013,Var-to-Rep
U+9464	鑤	U+5228	刨	src=GB2013,Var-to-Rep
U+996D	饭	U+98EF	飯	src=GB2013
U+996E	饮	U+98F2	飲	src=GB2013
U+3C43	㱃	U+98F2	飲	src=GB2013,Var-to-Rep
U+7CFB	系	U+7CFB,U+4FC2,U+7E6B	系係繫	var-also-canonical-elsewhere; reg-also-variant-elsewhere:系; multi-target (3); src=GB2013
U+51BB	冻	U+51CD	凍	src=GB2013
U+72B6	状	U+72C0	狀	src=GB2013
U+4EA9	亩	U+755D	畝	src=GB2013
U+24C1C	𤰜	U+755D	畝	src=GB2013,Var-to-Rep
U+7542	畂	U+755D	畝	src=GB2013,Var-to-Rep
U+24C48	𤱈	U+755D	畝	src=GB2013,Var-to-Rep
U+7546	畆	U+755D	畝	src=GB2013,Var-to-Rep
U+756E	畮	U+755D	畝	src=GB2013,Var-to-Rep
U+51B5	况	U+51B5,U+6CC1	况況	reverse-dropped:況→况 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:况; multi-target (2); src=GB2013,Var-to-Rep
U+7240	牀	U+5E8A	床	src=GB2013,Var-to-Rep
U+5E93	库	U+5EAB	庫	src=GB2013
U+7597	疗	U+7642	療	src=GB2013
U+6061	恡	U+541D	吝	src=GB2013,Var-to-Rep
U+5E94	应	U+61C9	應	src=GB2013
U+8FD9	这	U+9019	這	src=GB2013,Var-to-Rep
U+5E90	庐	U+5EEC	廬	src=GB2013
U+5F03	弃	U+5F03,U+68C4	弃棄	reverse-dropped:棄→弃 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:弃; multi-target (2); src=GB2013,Var-to-Rep
U+95F0	闰	U+958F	閏	src=GB2013
U+95F2	闲	U+9591	閑	reg-also-variant-elsewhere:閑; src=GB2013
U+9592	閒	U+9591,U+9593	閑間	reg-also-variant-elsewhere:閑; multi-target (2); src=GB2013,Var-to-Rep
U+95F4	间	U+9593	間	src=GB2013
U+95F7	闷	U+60B6	悶	src=GB2013
U+707F	灿	U+71E6	燦	src=GB2013
U+6CA5	沥	U+701D	瀝	src=GB2013
U+6CA6	沦	U+6DEA	淪	src=GB2013
U+6C79	汹	U+6C79,U+6D36	汹洶	reverse-dropped:洶→汹 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:汹; multi-target (2); src=GB2013,Var-to-Rep
U+6C3E	氾	U+6CDB	泛	src=GB2013,Var-to-Rep
U+6C4E	汎	U+6CDB	泛	src=GB2013,Var-to-Rep
U+6CA7	沧	U+6EC4	滄	src=GB2013
U+6C9F	沟	U+6E9D	溝	src=GB2013
U+6CAA	沪	U+6EEC,U+6C8D	滬沍	multi-target (2); src=GB2013,Var-to-Rep
U+6C88	沈	U+6C88,U+700B	沈瀋	var-also-canonical-elsewhere; reg-also-variant-elsewhere:沈; multi-target (2); src=GB2013
U+6000	怀	U+61F7	懷	src=GB2013,Var-to-Rep
U+5FE7	忧	U+6182	憂	src=GB2013
U+7A77	穷	U+7AAE	窮	src=GB2013
U+707E	灾	U+707E,U+707D	灾災	reverse-dropped:災→灾 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:灾; multi-target (2); src=GB2013,Var-to-Rep
U+70D6	烖	U+707E,U+707D	灾災	reg-also-variant-elsewhere:灾; multi-target (2); src=GB2013,Var-to-Rep
U+83D1	菑	U+707E,U+707D	灾災	reg-also-variant-elsewhere:灾; multi-target (2); src=GB2013,Var-to-Rep
U+8BC1	证	U+8B49	證	src=GB2013
U+542F	启	U+5553	啓	reg-also-variant-elsewhere:啓; src=GB2013
U+5518	唘	U+5553,U+555F	啓啟	reg-also-variant-elsewhere:啓; multi-target (2); src=GB2013,Var-to-Rep
U+8BC4	评	U+8A55	評	src=GB2013
U+8865	补	U+88DC	補	src=GB2013
U+79A9	禩	U+7940	祀	src=GB2013,Var-to-Rep
U+8BC6	识	U+8B58	識	src=GB2013
U+8BC8	诈	U+8A50	詐	src=GB2013
U+8BC9	诉	U+8A34	訴	src=GB2013
U+612C	愬	U+8A34	訴	src=GB2013,Var-to-Rep
U+8BCA	诊	U+8A3A	診	src=GB2013
U+8BCD	词	U+8A5E	詞	src=GB2013
U+46D0	䛐	U+8A5E	詞	src=GB2013,Var-to-Rep
U+8BD1	译	U+8B6F	譯	src=GB2013
U+7075	灵	U+9748	靈	src=GB2013,Var-to-Rep
U+5C42	层	U+5C64	層	src=GB2013
U+8FDF	迟	U+9072	遲	src=GB2013
U+4FB7	侷	U+5C40	局	src=GB2013,Var-to-Rep
U+8DFC	跼	U+5C40	局	src=GB2013,Var-to-Rep
U+5F20	张	U+5F35	張	src=GB2013
U+9645	际	U+969B	際	src=GB2013
U+9646	陆	U+9678	陸	src=GB2013
U+9648	陈	U+9673	陳	src=GB2013
U+577F	坿	U+9644	附	src=GB2013,Var-to-Rep
U+5760	坠	U+589C	墜	src=GB2013
U+7385	玅	U+5999	妙	src=GB2013,Var-to-Rep
U+59C9	姉	U+59CA	姊	src=GB2013,Var-to-Rep
U+59AC	妬	U+5992	妒	src=GB2013,Var-to-Rep
U+52B2	劲	U+52C1	勁	reg-also-variant-elsewhere:勁; src=GB2013
U+9E21	鸡	U+9DC4	鷄	reg-also-variant-elsewhere:鷄; src=GB2013
U+7EAC	纬	U+7DEF	緯	src=GB2013
U+9A71	驱	U+9A45	驅	src=GB2013
U+99C8	駈	U+9A45	驅	src=GB2013,Var-to-Rep
U+657A	敺	U+9A45	驅	src=GB2013,Var-to-Rep
U+7EAF	纯	U+7D14	純	src=GB2013
U+7EB1	纱	U+7D17	紗	src=GB2013
U+7EB2	纲	U+7DB1	綱	src=GB2013
U+7EB3	纳	U+7D0D	納	src=GB2013
U+9A73	驳	U+99C1	駁	src=GB2013
U+99EE	駮	U+99C1	駁	src=GB2013,Var-to-Rep
U+7EB5	纵	U+7E31	縱	src=GB2013
U+7EB7	纷	U+7D1B	紛	src=GB2013
U+7EB8	纸	U+7D19	紙	src=GB2013
U+5E0B	帋	U+7D19	紙	src=GB2013,Var-to-Rep
U+7EB9	纹	U+7D0B	紋	src=GB2013
U+7EBA	纺	U+7D21	紡	src=GB2013
U+9A74	驴	U+9A62	驢	src=GB2013
U+7EBD	纽	U+7D10	紐	src=GB2013
U+7FEB	翫	U+73A9	玩	src=GB2013,Var-to-Rep
U+73AF	环	U+74B0	環	src=GB2013
U+8D23	责	U+8CAC	責	src=GB2013
U+73B0	现	U+73FE	現	src=GB2013
U+8868	表	U+8868,U+9336	表錶	var-also-canonical-elsewhere; reg-also-variant-elsewhere:表; multi-target (2); src=GB2013
U+89C4	规	U+898F	規	src=GB2013
U+69FC	槼	U+898F	規	src=GB2013,Var-to-Rep
U+62D3	拓	U+62D3,U+6258	拓托	var-also-canonical-elsewhere; reg-also-variant-elsewhere:拓; multi-target (2); src=GB2013,Var-to-Rep
U+6428	搨	U+62D3,U+6258	拓托	reg-also-variant-elsewhere:拓; multi-target (2); src=GB2013,Var-to-Rep
U+62E2	拢	U+650F	攏	src=GB2013
U+62E3	拣	U+63C0	揀	src=GB2013
U+62C5	担	U+64D4	擔	src=GB2013,Var-to-Rep
U+5803	堃	U+5764	坤	src=GB2013,Var-to-Rep
U+67FA	柺	U+62D0	拐	src=GB2013,Var-to-Rep
U+62D5	拕	U+62D6	拖	src=GB2013,Var-to-Rep
U+9876	顶	U+9802	頂	src=GB2013
U+62E5	拥	U+64C1	擁	src=GB2013
U+7274	牴	U+62B5	抵	src=GB2013,Var-to-Rep
U+89DD	觝	U+62B5	抵	src=GB2013,Var-to-Rep
U+52BF	势	U+52E2	勢	src=GB2013
U+62E6	拦	U+6514	攔	src=GB2013
U+5016	倖	U+5E78	幸	src=GB2013,Var-to-Rep
U+62E7	拧	U+64F0	擰	src=GB2013
U+62E8	拨	U+64A5	撥	src=GB2013
U+62E9	择	U+64C7	擇	src=GB2013
U+629D	抝	U+62D7	拗	src=GB2013,Var-to-Rep
U+82F9	苹	U+860B	蘋	src=GB2013
U+8303	范	U+8303,U+7BC4	范範	var-also-canonical-elsewhere; reg-also-variant-elsewhere:范; multi-target (2); src=GB2013
U+830E	茎	U+8396	莖	src=GB2013
U+76C3	盃	U+676F	杯	src=GB2013,Var-to-Rep
U+686E	桮	U+676F	杯	src=GB2013,Var-to-Rep
U+67A2	枢	U+6A1E	樞	src=GB2013
U+67DC	柜	U+6AC3	櫃	reg-also-variant-elsewhere:櫃; src=GB2013
U+677F	板	U+677F,U+95C6	板闆	var-also-canonical-elsewhere; reg-also-variant-elsewhere:板; multi-target (2); src=GB2013
U+677E	松	U+677E,U+9B06	松鬆	var-also-canonical-elsewhere; reg-also-variant-elsewhere:松; multi-target (2); src=GB2013
U+67AA	枪	U+69CD	槍	src=GB2013
U+9397	鎗	U+69CD	槍	src=GB2013,Var-to-Rep
U+67AB	枫	U+6953	楓	src=GB2013
U+6784	构	U+69CB	構	src=GB2013
U+6406	搆	U+69CB	構	src=GB2013,Var-to-Rep
U+6770	杰	U+6770,U+5091	杰傑	reverse-dropped:傑→杰 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:杰; multi-target (2); src=GB2013,Var-to-Rep
U+4E27	丧	U+55AA	喪	src=GB2013
U+753B	画	U+756B	畫	src=GB2013,Var-to-Rep
U+67A3	枣	U+68D7	棗	src=GB2013
U+5356	卖	U+8CE3	賣	src=GB2013
U+90C1	郁	U+90C1,U+9B31	郁鬱	var-also-canonical-elsewhere; reg-also-variant-elsewhere:郁; multi-target (2); src=GB2013
U+6B1D	欝	U+9B31	鬱	src=GB2013,Var-to-Rep
U+9B30	鬰	U+9B31	鬱	src=GB2013,Var-to-Rep
U+77FE	矾	U+792C	礬	src=GB2013
U+77FF	矿	U+7926	礦	src=GB2013
U+945B	鑛	U+7926	礦	src=GB2013,Var-to-Rep
U+7801	码	U+78BC	碼	src=GB2013
U+5395	厕	U+53A0	厠	reg-also-variant-elsewhere:厠; src=GB2013
U+FA7F	奔	U+5954	奔	src=GB2013
U+9029	逩	U+5954	奔	src=GB2013,Var-to-Rep
U+7287	犇	U+5954	奔	src=GB2013,Var-to-Rep
U+594B	奋	U+596E	奮	src=GB2013
U+6001	态	U+614B	態	src=GB2013
U+6B27	欧	U+6B50	歐	src=GB2013
U+6BB4	殴	U+6BC6	毆	src=GB2013
U+5784	垄	U+58DF	壟	src=GB2013
U+8F70	轰	U+8F5F	轟	src=GB2013,Var-to-Rep
U+9877	顷	U+9803	頃	src=GB2013
U+8F6C	转	U+8F49	轉	src=GB2013
U+65A9	斩	U+65AC	斬	src=GB2013
U+8F6E	轮	U+8F2A	輪	src=GB2013
U+8F6F	软	U+8EDF	軟	src=GB2013
U+8F2D	輭	U+8EDF	軟	src=GB2013,Var-to-Rep
U+808E	肎	U+80AF	肯	src=GB2013,Var-to-Rep
U+9F7F	齿	U+9F52	齒	src=GB2013
U+864F	虏	U+865C	虜	src=GB2013
U+F936	虜	U+865C	虜	src=GB2013
U+80BE	肾	U+814E	腎	src=GB2013
U+8D24	贤	U+8CE2	賢	src=GB2013
U+83D3	菓	U+679C	果	src=GB2013,Var-to-Rep
U+5D10	崐	U+6606	昆	src=GB2013,Var-to-Rep
U+5D11	崑	U+6606	昆	src=GB2013,Var-to-Rep
U+56FD	国	U+570B	國	src=GB2013
U+7545	畅	U+66A2	暢	src=GB2013
U+5499	咙	U+56A8	嚨	src=GB2013
U+546A	呪	U+5492	咒	src=GB2013,Var-to-Rep
U+8656	虖	U+547C	呼	src=GB2013,Var-to-Rep
U+5611	嘑	U+547C	呼	src=GB2013,Var-to-Rep
U+8B3C	謼	U+547C	呼	src=GB2013,Var-to-Rep
U+9E23	鸣	U+9CF4	鳴	src=GB2013
U+548F	咏	U+548F,U+8A60	咏詠	reverse-dropped:詠→咏 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:咏; multi-target (2); src=GB2013,Var-to-Rep
U+37C1	㟁	U+5CB8	岸	src=GB2013,Var-to-Rep
U+5CA9	岩	U+5CA9,U+5DD6	岩巖	reverse-dropped:巖→岩 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:岩; multi-target (2); src=GB2013,Var-to-Rep
U+5D52	嵒	U+5CA9,U+5DD6	岩巖	reg-also-variant-elsewhere:岩; multi-target (2); src=GB2013,Var-to-Rep
U+5DD7	巗	U+5CA9,U+5DD6	岩巖	reg-also-variant-elsewhere:岩; multi-target (2); src=GB2013,Var-to-Rep
U+7F57	罗	U+7F85	羅	src=GB2013,Var-to-Rep
U+5E1C	帜	U+5E5F	幟	src=GB2013
U+5CAD	岭	U+5DBA	嶺	src=GB2013
U+51EF	凯	U+51F1	凱	src=GB2013
U+8D25	败	U+6557	敗	src=GB2013
U+8D26	账	U+8CEC	賬	reg-also-variant-elsewhere:賬; src=GB2013
U+8D29	贩	U+8CA9	販	src=GB2013
U+8D2C	贬	U+8CB6	貶	src=GB2013
U+8D2D	购	U+8CFC	購	src=GB2013
U+8D2E	贮	U+8CAF	貯	src=GB2013,Var-to-Rep
U+56FE	图	U+5716	圖	src=GB2013
U+9493	钓	U+91E3	釣	src=GB2013
U+5236	制	U+5236,U+88FD	制製	var-also-canonical-elsewhere; reg-also-variant-elsewhere:制; multi-target (2); src=GB2013
U+96F0	雰	U+6C1B	氛	src=GB2013,Var-to-Rep
U+522E	刮	U+522E,U+98B3	刮颳	var-also-canonical-elsewhere; reg-also-variant-elsewhere:刮; multi-target (2); src=GB2013
U+79C6	秆	U+79C6,U+7A08	秆稈	reverse-dropped:稈→秆 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:秆; multi-target (2); src=GB2013,Var-to-Rep
U+548A	咊	U+548C	和	src=GB2013,Var-to-Rep
U+9FA2	龢	U+548C	和	src=GB2013,Var-to-Rep
U+5DBD	嶽	U+5CB3	岳	src=GB2013,Var-to-Rep
U+4FA0	侠	U+4FE0	俠	src=GB2013
U+4FA5	侥	U+50E5	僥	src=GB2013
U+510C	儌	U+50E5	僥	src=GB2013,Var-to-Rep
U+4F84	侄	U+4F84,U+59EA	侄姪	reverse-dropped:姪→侄 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:侄; multi-target (2); src=GB2013,Var-to-Rep
U+59B7	妷	U+4F84,U+59EA	侄姪	reg-also-variant-elsewhere:侄; multi-target (2); src=GB2013,Var-to-Rep
U+4FA6	侦	U+5075	偵	src=GB2013
U+9049	遉	U+5075	偵	src=GB2013,Var-to-Rep
U+4FA7	侧	U+5074	側	src=GB2013
U+51ED	凭	U+6191	憑	src=GB2013
U+51F4	凴	U+6191	憑	src=GB2013,Var-to-Rep
U+4FA8	侨	U+50D1	僑	src=GB2013
U+8D27	货	U+8CA8	貨	src=GB2013
U+5EF9	廹	U+8FEB	迫	src=GB2013,Var-to-Rep
U+8D28	质	U+8CEA	質	src=GB2013
U+8A22	訢	U+6B23	欣	var-also-canonical-elsewhere; src=GB2013,Var-to-Rep
U+5F81	征	U+5F81,U+5FB5	征徵	var-also-canonical-elsewhere; reg-also-variant-elsewhere:征; multi-target (2); src=GB2013
U+5F83	徃	U+5F80	往	src=GB2013,Var-to-Rep
U+5F84	径	U+5F91	徑	var-also-canonical-elsewhere; src=GB2013
U+9015	逕	U+5F91	徑	var-also-canonical-elsewhere; src=GB2013,Var-to-Rep
U+201EE	𠇮	U+547D	命	src=GB2013,Var-to-Rep
U+991A	餚	U+80B4	肴	src=GB2013,Var-to-Rep
U+91C7	采	U+91C7,U+63A1	采採	reverse-dropped:採→采 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:采; multi-target (2); src=GB2013,Var-to-Rep
U+5BC0	寀	U+91C7,U+63A1	采採	reg-also-variant-elsewhere:采; multi-target (2); src=GB2013,Var-to-Rep
U+89C5	觅	U+8993	覓	src=GB2013
U+8994	覔	U+8993	覓	src=GB2013,Var-to-Rep
U+8D2A	贪	U+8CAA	貪	src=GB2013
U+5538	唸	U+5FF5	念	src=GB2013,Var-to-Rep
U+8D2B	贫	U+8CA7	貧	src=GB2013
U+80A4	肤	U+819A	膚	src=GB2013
U+80BF	肿	U+816B	腫	src=GB2013
U+80C0	胀	U+8139	脹	src=GB2013
U+80AE	肮	U+9AAF	骯	src=GB2013
U+80C1	胁	U+8105	脅	src=GB2013
U+8107	脇	U+8105	脅	src=GB2013,Var-to-Rep
U+9031	週	U+5468	周	src=GB2013
U+662C	昬	U+660F	昏	src=GB2013,Var-to-Rep
U+9C7C	鱼	U+9B5A	魚	src=GB2013
U+514E	兎	U+5154	兔	src=GB2013,Var-to-Rep
U+2F80F	兔	U+5154	兔	src=GB2013,Var-to-Rep
U+72DE	狞	U+7370	獰	src=GB2013
U+5907	备	U+5099	備	src=GB2013
U+4FFB	俻	U+5099	備	src=GB2013,Var-to-Rep
U+9970	饰	U+98FE	飾	src=GB2013
U+9971	饱	U+98FD	飽	src=GB2013
U+9972	饲	U+98FC	飼	src=GB2013
U+98E4	飤	U+98FC	飼	src=GB2013,Var-to-Rep
U+53D8	变	U+8B8A	變	src=GB2013,Var-to-Rep
U+4EAF	亯	U+4EAB	享	src=GB2013,Var-to-Rep
U+5E9E	庞	U+9F90	龐	src=GB2013
U+4EB1	亱	U+591C	夜	src=GB2013,Var-to-Rep
U+5E99	庙	U+5EDF	廟	src=GB2013,Var-to-Rep
U+759F	疟	U+7627	瘧	src=GB2013
U+5242	剂	U+5291	劑	src=GB2013
U+461A	䘚	U+5352	卒	src=GB2013,Var-to-Rep
U+5E9F	废	U+5EE2	廢	src=GB2013
U+7648	癈	U+5EE2	廢	src=GB2013,Var-to-Rep
U+51C0	净	U+51C0,U+6DE8	净淨	reverse-dropped:淨→净 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:净; multi-target (2); src=GB2013,Var-to-Rep
U+95F8	闸	U+9598	閘	src=GB2013
U+7250	牐	U+9598	閘	src=GB2013,Var-to-Rep
U+95F9	闹	U+9B27	鬧	src=GB2013
U+9599	閙	U+9B27	鬧	src=GB2013,Var-to-Rep
U+90D1	郑	U+912D	鄭	src=GB2013
U+52B5	劵	U+5238	券	src=GB2013,Var-to-Rep
U+5377	卷	U+5377,U+6372	卷捲	var-also-canonical-elsewhere; reg-also-variant-elsewhere:卷; multi-target (2); src=GB2013
U+5355	单	U+55AE	單	src=GB2013,Var-to-Rep
U+531F	匟	U+7095	炕	src=GB2013,Var-to-Rep
U+7089	炉	U+7210	爐	src=GB2013,Var-to-Rep
U+946A	鑪	U+7210	爐	var-also-canonical-elsewhere; src=GB2013,Var-to-Rep
U+6D45	浅	U+6DFA	淺	src=GB2013
U+3CD2	㳒	U+6CD5	法	src=GB2013,Var-to-Rep
U+704B	灋	U+6CD5	法	src=GB2013,Var-to-Rep
U+6D29	洩	U+6CC4	泄	src=GB2013,Var-to-Rep
U+9711	霑	U+6CBE	沾	src=GB2013,Var-to-Rep
U+6CEA	泪	U+6CEA,U+6DDA	泪淚	reverse-dropped:淚→泪 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:泪; multi-target (2); src=GB2013,Var-to-Rep
U+8A3B	註	U+6CE8	注	src=GB2013,Var-to-Rep
U+6CDE	泞	U+6FD8	濘	src=GB2013
U+6CFB	泻	U+7009	瀉	src=GB2013
U+6CFC	泼	U+6F51	潑	src=GB2013
U+6CFD	泽	U+6FA4	澤	src=GB2013
U+601C	怜	U+6190	憐	src=GB2013
U+6060	恠	U+602A	怪	src=GB2013,Var-to-Rep
U+5B66	学	U+5B78	學	src=GB2013
U+5B9D	宝	U+5BF6	寶	src=GB2013,Var-to-Rep
U+5BF3	寳	U+5BF6	寶	src=GB2013,Var-to-Rep
U+5BA0	宠	U+5BF5	寵	src=GB2013
U+5BA1	审	U+5BE9	審	src=GB2013
U+5E18	帘	U+5E18,U+7C3E	帘簾	var-also-canonical-elsewhere; reg-also-variant-elsewhere:帘; multi-target (2); src=GB2013
U+5B9E	实	U+5BE6	實	src=GB2013
U+5BD4	寔	U+5BE6	實	src=GB2013,Var-to-Rep
U+8BD5	试	U+8A66	試	src=GB2013
U+8BD7	诗	U+8A69	詩	src=GB2013
U+8BDA	诚	U+8AA0	誠	src=GB2013
U+886C	衬	U+896F	襯	src=GB2013
U+89C6	视	U+8996	視	src=GB2013
U+770E	眎	U+8996	視	src=GB2013,Var-to-Rep
U+7721	眡	U+8996	視	src=GB2013,Var-to-Rep
U+8BDD	话	U+8A71	話	src=GB2013
U+46E1	䛡	U+8A71	話	src=GB2013,Var-to-Rep
U+8BDE	诞	U+8A95	誕	src=GB2013
U+8BE1	诡	U+8A6D	詭	src=GB2013
U+8BE2	询	U+8A62	詢	src=GB2013
U+8BE5	该	U+8A72	該	src=GB2013
U+8BE6	详	U+8A73	詳	src=GB2013
U+8083	肃	U+8085	肅	src=GB2013
U+5F55	录	U+9332	録	src=GB2013
U+96B6	隶	U+96B8	隸	src=GB2013
U+28F7B	𨽻	U+96B8	隸	src=GB2013,Var-to-Rep
U+96B7	隷	U+96B8	隸	src=GB2013,Var-to-Rep
U+7B92	箒	U+5E1A	帚	src=GB2013,Var-to-Rep
U+5C4A	届	U+5C4A,U+5C46	届屆	reverse-dropped:屆→届 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:届; multi-target (2); src=GB2013,Var-to-Rep
U+5F25	弥	U+5F4C,U+7030	彌瀰	multi-target (2); src=GB2013
U+5F26	弦	U+5F26,U+7D43	弦絃	reverse-dropped:絃→弦 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:弦; multi-target (2); src=GB2013,Var-to-Rep
U+9655	陕	U+965D	陝	src=GB2013
U+5705	圅	U+51FD	函	src=GB2013,Var-to-Rep
U+9A7E	驾	U+99D5	駕	src=GB2013
U+53C2	参	U+53C3	參	src=GB2013
U+3558	㕘	U+53C3	參	src=GB2013,Var-to-Rep
U+8460	葠	U+53C3	參	src=GB2013,Var-to-Rep
U+84E1	蓡	U+53C3	參	src=GB2013,Var-to-Rep
