replace	cp_major	char_major	count_major	cp_minor	char_minor	count_minor	ratio_major_over_minor	types	major_sources	minor_sources
yes	U+8A9A	誚	7787	U+8BEE	诮	1	7787.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G/CG
yes	U+8A2A	訪	93423	U+8BBF	访	12	7785.250	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6557	敗	216360	U+4899	䢙	28	7727.143	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT3
yes	U+7D33	紳	30886	U+7EC5	绅	4	7721.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9BE8	鯨	15362	U+9CB8	鲸	2	7681.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8AD2	諒	30619	U+8C05	谅	4	7654.750	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6500	攀	38190	U+3434	㐴	5	7638.000	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJT3
yes	U+7DAD	維	167827	U+7EF4	维	22	7628.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+6582	斂	53286	U+655B	敛	7	7612.286	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+6B61	歡	129395	U+6B22	欢	17	7611.471	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GKpT3/AG
yes	U+8CC2	賂	22789	U+8D42	赂	3	7596.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8AB0	誰	285773	U+8C01	谁	38	7520.342	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7345	獅	15015	U+72EE	狮	2	7507.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7E31	縱	142451	U+7EB5	纵	19	7497.421	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+9249	鉉	14905	U+94C9	铉	2	7452.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJKMP	G/CG
yes	U+6F51	潑	7332	U+6CFC	泼	1	7332.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+9054	達	285567	U+8FBE	达	39	7322.231	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpT3/AG
yes	U+62ED	拭	14583	U+22091	𢂑	2	7291.500	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT6
yes	U+8591	薑	57924	U+8441	葁	8	7240.500	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJT3
yes	U+9A0F	騏	7228	U+9A90	骐	1	7228.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/ATJKP	G
yes	U+7D1C	紜	7181	U+7EAD	纭	1	7181.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/CG
yes	U+64F2	擲	28523	U+63B7	掷	4	7130.750	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GV/AG
yes	U+967D	陽	1268786	U+9633	阳	178	7128.011	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpT3/AG
yes	U+9078	選	184840	U+9009	选	26	7109.231	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GT3/AG
yes	U+594E	奎	21155	U+369D	㚝	3	7051.667	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJT6
yes	U+554F	問	994252	U+95EE	问	142	7001.775	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+99C1	駁	13930	U+9A73	驳	2	6965.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7DE1	緡	20887	U+7F17	缗	3	6962.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/ATJKP	G
yes	U+6182	憂	249490	U+5FE7	忧	36	6930.278	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AG
yes	U+9D5D	鵝	13815	U+9E45	鹅	2	6907.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7D00	紀	294973	U+7EAA	纪	43	6859.837	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8A9E	語	699207	U+8BED	语	102	6854.971	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8EC0	軀	20355	U+8EAF	躯	3	6785.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJKT3/AGJ
yes	U+5275	創	53792	U+521B	创	8	6724.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+5B30	嬰	46680	U+5A74	婴	7	6668.571	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHM	G/AG
yes	U+947F	鑿	59852	U+51FF	凿	9	6650.222	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+91CB	釋	562399	U+91CA	释	85	6616.459	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7F85	羅	640209	U+7F57	罗	97	6600.093	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJTF/AG
yes	U+95BB	閻	39595	U+960E	阎	6	6599.167	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7DA2	綢	6596	U+7EF8	绸	1	6596.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/AG
yes	U+6E9D	溝	65914	U+6C9F	沟	10	6591.400	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GHJKpKT3/AG
yes	U+9DAF	鶯	26330	U+83BA	莺	4	6582.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/CG
yes	U+8B9C	讜	6559	U+8C20	谠	1	6559.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G/CG
yes	U+548C	和	828497	U+548A	咊	128	6472.633	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+689F	梟	12836	U+67AD	枭	2	6418.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+66C7	曇	38440	U+6619	昙	6	6406.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJKMP	GJTF/CG
yes	U+93C3	鏃	6396	U+955E	镞	1	6396.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKP	G
yes	U+6A4B	橋	165015	U+6865	桥	26	6346.731	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GH/AG
yes	U+9A2B	騫	12587	U+9A9E	骞	2	6293.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+95D4	闔	31463	U+9616	阖	5	6292.600	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/CG
yes	U+7DAC	綬	31417	U+7EF6	绶	5	6283.400	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJKMP	G/CG
yes	U+6EBA	溺	43976	U+6C3C	氼	7	6282.286	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKT3
yes	U+750C	甌	12474	U+74EF	瓯	2	6237.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHM	GJKpKT3/CG
yes	U+8D1B	贛	6216	U+8D63	赣	1	6216.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	G/AG
yes	U+8FB2	農	149084	U+8380	莀	24	6211.833	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpKT3
yes	U+7C0B	簋	12369	U+23A98	𣪘	2	6184.500	kSemanticVariant	GHJKpKT2V/BGH	GJ
yes	U+6BBA	殺	419620	U+6740	杀	68	6170.882	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJTF/AG
yes	U+8B20	謠	6116	U+8C23	谣	1	6116.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+6FFA	濺	6080	U+6E85	溅	1	6080.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/AG
yes	U+5B78	學	1105191	U+5B66	学	182	6072.478	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKT4/AGJ
yes	U+507D	偽	72590	U+4F2A	伪	12	6049.167	kSimplifiedVariant,kTraditionalVariant	GHJKpT1V/ATJHM	G/AG
yes	U+6FA4	澤	241017	U+6CFD	泽	40	6025.425	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+525B	剛	252776	U+521A	刚	42	6018.476	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8AF3	諳	12017	U+8C19	谙	2	6008.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATM	G/CG
yes	U+8766	蝦	11988	U+867E	虾	2	5994.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GHKTF/AG
yes	U+7D21	紡	5980	U+7EBA	纺	1	5980.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GH/AG
yes	U+9DD3	鷓	5954	U+9E67	鹧	1	5954.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/CG
yes	U+9593	間	898910	U+95F4	间	151	5953.046	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GH/AG
yes	U+7AA0	窠	11886	U+41BC	䆼	2	5943.000	kSemanticVariant	GHJKpKT1/AGTHM	GJKT4
yes	U+7DCA	緊	17573	U+7D27	紧	3	5857.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+5DAE	嶮	5839	U+5D04	崄	1	5839.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CJ	G
yes	U+6642	時	2589746	U+65F6	时	444	5832.761	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJKpT3V/AG
yes	U+56B3	嚳	5816	U+55BE	喾	1	5816.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+8B3E	謾	17350	U+8C29	谩	3	5783.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/BTMP	G/AG
yes	U+9673	陳	651089	U+9648	陈	113	5761.850	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+95AC	閬	11463	U+9606	阆	2	5731.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G/CG
yes	U+61F2	懲	28587	U+60E9	惩	5	5717.400	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJT3/AG
yes	U+618A	憊	5716	U+60EB	惫	1	5716.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+6524	攤	5708	U+644A	摊	1	5708.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/AG
yes	U+9D61	鵡	11322	U+9E49	鹉	2	5661.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/CG
yes	U+9BC1	鯁	5633	U+9CA0	鲠	1	5633.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+8B96	讖	5614	U+8C36	谶	1	5614.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKP	G/CG
yes	U+5BE7	寧	308609	U+21A34	𡨴	55	5611.073	kSemanticVariant	GHJKpKT1/ATJHKMP	GHJKpT4
yes	U+7DA0	綠	44489	U+7EFF	绿	8	5561.125	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+7296	犖	5518	U+8366	荦	1	5518.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATH	GH/CG
yes	U+76E3	監	250020	U+76D1	监	46	5435.217	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8569	蕩	86680	U+862F	蘯	16	5417.500	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKT3
yes	U+9DF9	鷹	26685	U+9E70	鹰	5	5337.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+5247	則	3236616	U+5219	则	607	5332.152	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9A2E	騮	5245	U+9A9D	骝	1	5245.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/BTHM	G
yes	U+6885	梅	146441	U+69D1	槑	28	5230.036	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpT3
yes	U+8076	聶	10422	U+8042	聂	2	5211.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	G/AG
yes	U+6575	敵	155634	U+654C	敌	30	5187.800	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT4/AG
yes	U+89B7	覷	5176	U+89D1	觑	1	5176.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/BTM	G/CG
yes	U+773E	眾	620676	U+4F17	众	121	5129.554	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	GHJKpKT3/AG
yes	U+925E	鉞	20514	U+94BA	钺	4	5128.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/ATJKP	G
yes	U+50B5	債	10256	U+503A	债	2	5128.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7DCB	緋	10248	U+7EEF	绯	2	5124.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/ATJHKMP	G/CG
yes	U+5409	吉	337694	U+20BB7	𠮷	66	5116.576	kSpoofingVariant	GHJKpKT1V/AGTJHKMP	GJT6
yes	U+805E	聞	1063839	U+95FB	闻	209	5090.139	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+95D5	闕	231286	U+9619	阙	46	5027.957	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJKMP	G/CG
yes	U+8588	薈	5027	U+835F	荟	1	5027.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/BTHM	G/CG
yes	U+9D77	鵷	5025	U+9E53	鹓	1	5025.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+5B2A	嬪	15071	U+5AD4	嫔	3	5023.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/CG
yes	U+7C64	籤	4991	U+7B7E	签	1	4991.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/AG
yes	U+7E35	縵	4934	U+7F26	缦	1	4934.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G/CG
yes	U+7D40	絀	4902	U+7ECC	绌	1	4902.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/CG
yes	U+9E7D	鹽	132027	U+25081	𥂁	27	4889.889	kSemanticVariant	GHJKpKT1/ATHKMP	GKp
yes	U+57DF	域	77806	U+3F63	㽣	16	4862.875	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJT3
yes	U+9D3F	鴿	4832	U+9E3D	鸽	1	4832.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	G/AG
yes	U+6F64	潤	91567	U+6DA6	润	19	4819.316	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJ/AG
yes	U+9BAE	鮮	86680	U+9C9C	鲜	18	4815.556	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+52F8	勸	149073	U+529D	劝	31	4808.806	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJT3/AG
yes	U+737A	獺	4807	U+736D	獭	1	4807.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKP	G/AG
yes	U+99DB	駛	4800	U+298B2	𩢲	1	4800.000	kSemanticVariant	GHJKpKT1/ATJHM	GJKpT4
yes	U+96DE	雞	99977	U+9CEE	鳮	21	4760.810	kSemanticVariant	GHJKpKT1/ATHM	GJKpT3
yes	U+7E1D	縝	4729	U+7F1C	缜	1	4729.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATKMP	G/CG
yes	U+5E25	帥	155184	U+5E05	帅	33	4702.545	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJ/AG
yes	U+5875	塵	286569	U+5C18	尘	61	4697.852	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AG
yes	U+74CA	瓊	60955	U+743C	琼	13	4688.846	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJT3/AGHM
yes	U+703E	瀾	18611	U+6F9C	澜	4	4652.750	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7018	瀘	9290	U+6CF8	泸	2	4645.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATKMP	G/CG
yes	U+8FA6	辦	78485	U+529E	办	17	4616.765	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GJKpT3/AG
yes	U+9DC2	鷂	4599	U+9E5E	鹞	1	4599.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/CG
yes	U+8E91	躑	4568	U+8E2F	踯	1	4568.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	G/CG
yes	U+60B6	悶	27143	U+3943	㥃	6	4523.833	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT3
yes	U+502B	倫	99456	U+4F26	伦	22	4520.727	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+64C7	擇	121763	U+62E9	择	27	4509.741	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+95CB	闋	9016	U+9615	阕	2	4508.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATH	G/CG
yes	U+8A02	訂	13521	U+8BA2	订	3	4507.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+984F	顏	22518	U+989C	颜	5	4503.600	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/AG
yes	U+82BB	芻	49348	U+520D	刍	11	4486.182	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKP	GJ/CG
yes	U+5011	們	4470	U+4EEC	们	1	4470.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7E2B	縫	22337	U+7F1D	缝	5	4467.400	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+5075	偵	4459	U+4FA6	侦	1	4459.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8D07	贇	4447	U+8D5F	赟	1	4447.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/AJKP	G/CG
yes	U+792B	礫	8885	U+783E	砾	2	4442.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+8CB6	貶	53242	U+8D2C	贬	12	4436.833	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7D31	紱	8840	U+7EC2	绂	2	4420.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G
yes	U+7CDE	糞	21980	U+7CAA	粪	5	4396.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6DFA	淺	100529	U+6D45	浅	23	4370.826	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJKpKT3/AGJ
yes	U+7D19	紙	87414	U+7EB8	纸	20	4370.700	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9CE7	鳧	4254	U+51EB	凫	1	4254.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/ATKP	G
yes	U+706B	火	470463	U+706C	灬	111	4238.405	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT4
yes	U+6F97	澗	50853	U+6DA7	涧	12	4237.750	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+5098	傘	4225	U+4F1E	伞	1	4225.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8CAF	貯	33628	U+8D2E	贮	8	4203.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+95A5	閥	4140	U+9600	阀	1	4140.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+7E1F	縟	4047	U+7F1B	缛	1	4047.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/ATKP	G/CG
yes	U+8A1D	訝	12119	U+8BB6	讶	3	4039.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+7D0B	紋	15940	U+7EB9	纹	4	3985.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+66A0	暠	3983	U+2325E	𣉞	1	3983.000	kSemanticVariant	GHJKpKT2/AKP	GH
yes	U+654F	敏	74870	U+52C4	勄	19	3940.526	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKT3
yes	U+907A	遺	307347	U+9057	遗	78	3940.346	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+5AD7	嫗	7776	U+59AA	妪	2	3888.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHM	G/CG
yes	U+973D	霽	27215	U+9701	霁	7	3887.857	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+93D1	鏑	3826	U+955D	镝	1	3826.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKP	G
yes	U+8CD2	賒	3821	U+8D4A	赊	1	3821.000	kSimplifiedVariant,kTraditionalVariant	GHJKpT1V/ATHM	G/AG
yes	U+8F42	轂	19002	U+6BC2	毂	5	3800.400	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATH	G
yes	U+7C21	簡	231809	U+7B80	简	61	3800.148	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+944A	鑊	7590	U+956C	镬	2	3795.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/BTHM	G
yes	U+9347	鍇	7568	U+9534	锴	2	3784.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G/CG
yes	U+95A3	閣	207790	U+9601	阁	55	3778.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+978B	鞋	11277	U+292D8	𩋘	3	3759.000	kSemanticVariant	GHJKpKT1V/AGTJHKMP	G
yes	U+9D28	鴨	14924	U+9E2D	鸭	4	3731.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+5805	堅	178006	U+575A	坚	48	3708.458	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJ/AG
yes	U+8073	聳	22111	U+8038	耸	6	3685.167	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJKT6/AG
yes	U+76EA	盪	10963	U+8361	荡	3	3654.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/AG
yes	U+6703	會	291527	U+4F1A	会	81	3599.099	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3V/AGJ
yes	U+6AF3	櫳	3597	U+680A	栊	1	3597.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/CT	G
yes	U+6FFE	濾	3583	U+6EE4	滤	1	3583.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+9148	酈	10698	U+90E6	郦	3	3566.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G/CG
yes	U+8ADC	諜	6942	U+8C0D	谍	2	3471.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+60B6	悶	27143	U+95F7	闷	8	3392.875	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+935B	鍛	3370	U+953B	锻	1	3370.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+9364	鍤	3369	U+9538	锸	1	3369.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CP	G
yes	U+7669	癩	3368	U+765E	癞	1	3368.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+6137	愷	13338	U+607A	恺	4	3334.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/CG
yes	U+69F3	槳	3332	U+6868	桨	1	3332.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/AG
yes	U+64C4	擄	3314	U+63B3	掳	1	3314.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/AG
yes	U+69CD	槍	9883	U+67AA	枪	3	3294.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6ECC	滌	22667	U+6DA4	涤	7	3238.143	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GHK/AG
yes	U+568C	嚌	3164	U+54DC	哜	1	3164.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+9B93	鮓	3161	U+9C8A	鲊	1	3161.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CJ	G
yes	U+9DD9	鷙	6314	U+9E37	鸷	2	3157.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+5EE1	廡	15643	U+5E91	庑	5	3128.600	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/CT	G
yes	U+6F01	漁	65616	U+6E14	渔	21	3124.571	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9B74	魴	6216	U+9C82	鲂	2	3108.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+72A7	犧	15372	U+727A	牺	5	3074.400	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GT3/AG
yes	U+9C32	鰲	6097	U+9CCC	鳌	2	3048.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/ATKMP	G/CG
