replace	cp_major	char_major	count_major	cp_minor	char_minor	count_minor	ratio_major_over_minor	types	major_sources	minor_sources
yes	U+8913	褓	3309	U+7DE5	緥	162	20.426	kSemanticVariant	GHJKpKT1V/AGTHKMP	GHJKpKT3
yes	U+61F5	懵	3722	U+61DC	懜	183	20.339	kSemanticVariant	GHJKpKT1/AGTHM	GJKpKT3
yes	U+916C	酬	65509	U+9167	酧	3232	20.269	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3
yes	U+66D6	曖	4071	U+77B9	瞹	201	20.254	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3U
yes	U+7CE8	糨	60	U+7CE1	糡	3	20.000	kSemanticVariant	GHJKpKT2	GJKT3
yes	U+756B	畫	296756	U+7575	畵	14920	19.890	kSemanticVariant	GHJKpKT1V/ATHKM	GJKpKMT4/AKP
yes	U+87EC	蟬	30351	U+8749	蝉	1538	19.734	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GJK/AGJ
yes	U+98FE	飾	102558	U+9919	餙	5270	19.461	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHT3
yes	U+88D9	裙	15425	U+88E0	裠	798	19.330	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT3
yes	U+56C8	囈	444	U+8B9B	讛	23	19.304	kSemanticVariant	GHJKpKT1/ATH	GHJKpKT3
yes	U+51FD	函	37238	U+51FE	凾	1951	19.087	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3
yes	U+7613	瘓	675	U+75EA	痪	36	18.750	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/AG
yes	U+58AE	墮	102545	U+5815	堕	5470	18.747	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJ/AGJ
yes	U+7D71	統	205994	U+7D82	綂	10991	18.742	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT4
yes	U+7C01	簁	786	U+7C1B	簛	42	18.714	kSemanticVariant	GHJKpKT2	GHJKpKT3
yes	U+8C54	豔	10914	U+8C53	豓	589	18.530	kSemanticVariant	GHJKpKT1/ATHM	GJKpT3
yes	U+6FA0	澠	4660	U+6E11	渑	258	18.062	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G/CG
yes	U+6D36	洶	8524	U+6C79	汹	474	17.983	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GHJKpKT3/AG
yes	U+6BAB	殫	13014	U+6B9A	殚	724	17.975	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G/CG
yes	U+78E3	磣	431	U+789C	碜	24	17.958	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	GTF
yes	U+82BB	芻	49348	U+84AD	蒭	2752	17.932	kSemanticVariant	GHJKpKT1V/ATJHKP	GHJKpKT3V
yes	U+645F	摟	1183	U+6402	搂	66	17.924	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/AG
yes	U+79C8	秈	609	U+7C7C	籼	34	17.912	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	GHJKpKT3
yes	U+659E	斞	142	U+3531	㔱	8	17.750	kSemanticVariant	GHJKpKT2	GJT4
yes	U+6726	朦	3852	U+4443	䑃	219	17.589	kSpoofingVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+869D	蚝	453	U+8786	螆	26	17.423	kSemanticVariant	GHJKpKT2	GHJKpT4/CH
yes	U+84F4	蓴	5743	U+8493	蒓	330	17.403	kSemanticVariant	GHJKpKT2/ATJKP	GHJKpKT3
yes	U+8805	蠅	11164	U+8747	蝇	643	17.362	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJKpKT3/AG
yes	U+81D8	臘	32992	U+81C8	臈	1908	17.291	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3/CJ
yes	U+5EDD	廝	1499	U+348B	㒋	87	17.230	kSemanticVariant	GHJKpKT1/ATHM	GJT3
yes	U+8C7A	豺	9817	U+72B2	犲	571	17.193	kSemanticVariant	GHJKpKT1V/AGTHKMP	GHJKpKT3
yes	U+53C3	參	277136	U+53C2	参	16144	17.167	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GHJKpKT3/AGJ
yes	U+5B0B	嬋	4009	U+5A75	婵	234	17.132	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GT3/CG
yes	U+81B3	膳	29493	U+994D	饍	1730	17.048	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKpKT3/AKP
yes	U+9B4E	魎	1934	U+9B49	魉	114	16.965	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJ	GT3/CG
yes	U+6BFF	毿	1456	U+6BF5	毵	86	16.930	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	GT3
yes	U+6232	戲	84808	U+6231	戱	5020	16.894	kSemanticVariant	GHJKpKT1V/ATHM	GJKpKT3/AKP
yes	U+9640	陀	157696	U+9641	陁	9382	16.808	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKT3
yes	U+5641	噁	584	U+6076	恶	35	16.686	kSimplifiedVariant,kTraditionalVariant	GHJKT2V/CT	G/AG
yes	U+719C	熜	50	U+7127	焧	3	16.667	kSemanticVariant	GHJKpKT2	GJKpT3
yes	U+646E	摮	82	U+22CC6	𢳆	5	16.400	kSemanticVariant	GHJKpKT2	GHJT4V
yes	U+5384	厄	25882	U+6239	戹	1581	16.371	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3
yes	U+69EE	槮	703	U+692E	椮	43	16.349	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V	GT3
yes	U+6930	椰	1901	U+3B68	㭨	117	16.248	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3V
yes	U+8FA3	辣	3188	U+8FA2	辢	197	16.183	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+6D79	浹	11550	U+6D43	浃	714	16.176	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATKMP	GJT4
yes	U+9FA2	龢	2070	U+548A	咊	128	16.172	kSemanticVariant	GHJKpKT2/CH	GJKpKT3
yes	U+7CF0	糰	97	U+429C	䊜	6	16.167	kSemanticVariant	GHJKpKT1/AT	GJKpT3
yes	U+57F6	埶	4689	U+79C7	秇	291	16.113	kSemanticVariant	GHJKpKT2V	GJT3
yes	U+8944	襄	130225	U+342E	㐮	8105	16.067	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJT3
yes	U+69F6	槶	32	U+6922	椢	2	16.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V	GJ
yes	U+5438	吸	22019	U+564F	噏	1382	15.933	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3/CH
yes	U+8210	舐	1048	U+8213	舓	66	15.879	kSemanticVariant	GHJKpKT1/AGTJHM	GJKpKT3
yes	U+96A8	隨	561238	U+968F	随	35843	15.658	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GHJKT3/AGJ
yes	U+8E44	蹄	22157	U+8E4F	蹏	1418	15.626	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3
yes	U+868A	蚊	8758	U+87C1	蟁	561	15.611	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKpKT3
yes	U+8D13	贓	15688	U+8CCD	賍	1011	15.517	kSemanticVariant	GHJKpKT1V/ATHKMP	GHJKpKT3V
yes	U+72F9	狹	32344	U+72ED	狭	2096	15.431	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpKT3/AGJ
yes	U+68C4	棄	159082	U+5F03	弃	10370	15.341	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJKpKT3/AG
yes	U+4FDF	俟	75739	U+7AE2	竢	4939	15.335	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKpKT3
yes	U+90DF	郟	4033	U+90CF	郏	264	15.277	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G/CG
yes	U+8974	襴	3010	U+8955	襕	201	14.975	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CJ	G
yes	U+86DB	蛛	5853	U+9F04	鼄	391	14.969	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+63F6	揶	834	U+6353	捓	56	14.893	kSemanticVariant	GHJKpKT2/AGTJKMP	GJKpKT3
yes	U+5F48	彈	57625	U+5F39	弹	3882	14.844	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GT3/AG
yes	U+7F36	缶	7614	U+7F3B	缻	513	14.842	kSemanticVariant	GHJKpKT1V/AGTJHKP	GJKpKT3
yes	U+8707	蜇	415	U+272CD	𧋍	28	14.821	kSemanticVariant	GHJKpKT1V/AGTHM	GJT4V
yes	U+8178	腸	61848	U+8193	膓	4174	14.817	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3
yes	U+71D0	燐	1388	U+3DE0	㷠	94	14.766	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT3
yes	U+7165	煥	28245	U+7115	焕	1919	14.719	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+7864	硤	2485	U+7856	硖	172	14.448	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CH	G
yes	U+6960	楠	4506	U+678F	枏	312	14.442	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3/AKP
yes	U+5668	器	260313	U+5650	噐	18052	14.420	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3
yes	U+8E4B	蹋	8070	U+8E79	蹹	560	14.411	kSemanticVariant	GHJKpKT1/AGTHM	GJKpKT4
yes	U+6C23	氣	872021	U+7081	炁	60628	14.383	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3
yes	U+9A23	騣	1073	U+9A0C	騌	75	14.307	kSemanticVariant	GHJKpKT2	GHJKpT3
yes	U+5D19	崙	20459	U+5D18	崘	1431	14.297	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3
yes	U+77DA	矚	4986	U+77A9	瞩	352	14.165	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	GJKpKT3/AG
yes	U+652C	攬	18491	U+64E5	擥	1311	14.105	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3/AKP
yes	U+5862	塢	12844	U+9696	隖	920	13.961	kSemanticVariant	GHJKpKT1V/ATHKMP	GHJKpKT3
yes	U+6649	晉	512157	U+664B	晋	36768	13.929	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GHJKpKT3/AGJKP
yes	U+5C6C	屬	520662	U+5C5E	属	37619	13.840	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GHJKT3/AGJ
yes	U+5A29	娩	1608	U+3743	㝃	117	13.744	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKpT3
yes	U+9E7D	鹽	132027	U+5869	塩	9614	13.733	kSemanticVariant	GHJKpKT1/ATHKMP	GHJKpKT3/AJ
yes	U+785C	硜	1644	U+40D8	䃘	120	13.700	kSemanticVariant	GHJKpKT2	GHJKpKT3
yes	U+7895	碕	959	U+37E2	㟢	70	13.700	kSemanticVariant	GHJKpKT2/AJ	GJTF
yes	U+8956	襖	3015	U+8884	袄	223	13.520	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHM	GHJKpT3V/AG
yes	U+6F97	澗	50853	U+78F5	磵	3814	13.333	kSemanticVariant	GHJKpKT1/ATJHKMP	GHJKpK/AKP
yes	U+985E	類	359014	U+29516	𩔖	27111	13.242	kSemanticVariant,kSpoofingVariant	GHJKpKT1V/ATJHKMP	GKpV
yes	U+59CA	姊	22332	U+59C9	姉	1698	13.152	kSemanticVariant	GHJKpKT1V/AGTHM	GHJKpKT3V/AJKP
yes	U+893B	褻	2293	U+893A	褺	175	13.103	kSemanticVariant	GHJKpKT1/ATJHKMP	GJKpKT4
yes	U+8014	耔	1282	U+79C4	秄	98	13.082	kSemanticVariant	GHJKpKT2	GHJKpKT3
yes	U+642A	搪	572	U+508F	傏	44	13.000	kSemanticVariant	GHJKpKT1/AGTHM	GJKpKT3
yes	U+86BA	蚺	791	U+86A6	蚦	61	12.967	kSemanticVariant	GHJKT2/CH	GJKpKT3
yes	U+617C	慼	4698	U+617D	慽	363	12.942	kSemanticVariant	GHJKpKT1V/ATH	GHJKpKT3/AKP
yes	U+6F54	潔	60265	U+34D7	㓗	4703	12.814	kSpoofingVariant	GHJKpKT1V/ATJHKMP	GJT3
yes	U+67FF	柿	4354	U+676E	杮	340	12.806	kSpoofingVariant	GHJKpKT1V/AGTJHKM	GHJKpKT4/CP
yes	U+584D	塍	3406	U+5818	堘	267	12.757	kSemanticVariant	GHJKpKT2	GHJT3
yes	U+56DE	回	192249	U+56EC	囬	15143	12.696	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT3
yes	U+98FC	飼	5974	U+98E4	飤	472	12.657	kSemanticVariant	GHJKpKT1/ATJHKMP	GJKpKT3
yes	U+4FE0	俠	16276	U+4FA0	侠	1287	12.646	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpKT3/AGJ
yes	U+8698	蚘	1514	U+86D5	蛕	120	12.617	kSemanticVariant	GHJKpKT2	GJKpKT3
yes	U+896A	襪	5377	U+889C	袜	429	12.534	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GHJKpKT3/AG
yes	U+5D0D	崍	650	U+5D03	崃	52	12.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/AKP	G/CG
yes	U+54A9	咩	853	U+54F6	哶	70	12.186	kSemanticVariant	GHJKT1/AGTHM	GJKpT3
yes	U+6559	教	645590	U+654E	敎	53143	12.148	kSemanticVariant	GHJKpKT1V/AGTJHM	GJKpKT3/AKP
yes	U+7CE0	糠	6993	U+7A45	穅	581	12.036	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3
yes	U+84E7	蓧	828	U+839C	莜	69	12.000	kSemanticVariant	GHJKpKT2	GHJKpKT3/CG
yes	U+9451	鑑	68856	U+9373	鍳	5747	11.981	kSemanticVariant	GHJKpKT1/ATJHKMP	GHJKpKT3
yes	U+6177	慷	13786	U+5FFC	忼	1162	11.864	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3V
yes	U+503C	值	57477	U+5024	値	4848	11.856	kSemanticVariant,kZVariant	GHT1/AGTHM	GJKpKT3V/AJKP
yes	U+978D	鞍	22222	U+978C	鞌	1896	11.720	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+63DB	換	35684	U+6362	换	3060	11.661	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+88D9	裙	15425	U+5E2C	帬	1327	11.624	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+56E4	囤	1477	U+25AF1	𥫱	130	11.362	kSemanticVariant	GHJKpKT1/AGTHM	GJKpT4
yes	U+86FA	蛺	2298	U+86F1	蛱	203	11.320	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+9EF2	黲	429	U+9EEA	黪	38	11.289	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+7895	碕	959	U+5D5C	嵜	85	11.282	kSemanticVariant	GHJKpKT2/AJ	GJ/CJ
yes	U+4E8E	于	1466342	U+6275	扵	133531	10.981	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT3
yes	U+9808	須	420377	U+6E4F	湏	38532	10.910	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3
yes	U+6158	慘	22450	U+60E8	惨	2058	10.909	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GHJKpKT3/AGJ
yes	U+875F	蝟	3247	U+732C	猬	298	10.896	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/ATJKP	GHJKpKT3/CG
yes	U+633E	挾	39108	U+631F	挟	3652	10.709	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AGJ
yes	U+9462	鑢	363	U+4968	䥨	34	10.676	kSemanticVariant	GHJKpKT2	GJKpT3
yes	U+5213	刓	2175	U+56ED	园	204	10.662	kSemanticVariant	GHJKpKT2	GHJKT3V/AG
yes	U+89E5	觥	5087	U+89F5	觵	479	10.620	kSemanticVariant	GHJKpKT2V/BGTM	GJKpKT3
yes	U+5CFD	峽	33769	U+5CE1	峡	3249	10.394	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpT3/AGJ
yes	U+968E	階	118313	U+5826	堦	11505	10.284	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3
yes	U+8AA4	誤	148760	U+609E	悞	14483	10.271	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3V
yes	U+5819	堙	4987	U+967B	陻	491	10.157	kSemanticVariant	GHJKpKT2	GHJKpKT3
yes	U+9F13	鼓	175440	U+76B7	皷	17274	10.156	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKpKT3
