cp_hex	char	count
U+551D	唝	1
U+5528	唨	1
U+5570	啰	1
U+55B7	喷	1
U+55B9	喹	1
U+55E0	嗠	1
U+55EC	嗬	1
U+561C	嘜	1
U+562D	嘭	1
U+565C	噜	1
U+56E5	囥	1
U+56F3	図	1
U+56F5	囵	1
U+5737	圷	1
U+573A	场	1
U+575D	坝	1
U+578F	垏	1
U+580F	堏	1
U+5846	塆	1
U+593F	夿	1
U+5956	奖	1
U+5959	奙	1
U+598F	妏	1
U+59B0	妰	1
U+59BD	妽	1
U+59E9	姩	1
U+59F2	姲	1
U+5A0A	娊	1
U+5A2E	娮	1
U+5A39	娹	1
U+5A4A	婊	1
U+5A5B	婛	1
U+5A70	婰	1
U+5A91	媑	1
U+5A98	媘	1
U+5AB9	媹	1
U+5AE4	嫤	1
U+5AE8	嫨	1
U+5AF9	嫹	1
U+5B02	嬂	1
U+5B11	嬑	1
U+5B26	嬦	1
U+5B2B	嬫	1
U+5B36	嬶	1
U+5B4D	孍	1
U+5B67	孧	1
U+5B92	宒	1
U+5BBD	宽	1
U+5C15	尕	1
U+5C44	屄	1
U+5C72	屲	1
U+5C7B	屻	1
U+5C98	岘	1
U+5CB2	岲	1
U+5CC2	峂	1
U+5CE0	峠	1
U+5D04	崄	1
U+5D3B	崻	1
U+5D96	嶖	1
U+5DB3	嶳	1
U+5DC8	巈	1
U+5E31	帱	1
U+5E41	幁	1
U+5E49	幉	1
U+5E4A	幊	1
U+5E86	庆	1
U+5E93	库	1
U+5EBA	庺	1
U+5F10	弐	1
U+5F3E	弾	1
U+5F6E	彮	1
U+5F9A	徚	1
U+5FC6	忆	1
U+6008	怈	1
U+6039	怹	1
U+603F	怿	1
U+604F	恏	1
U+6074	恴	1
U+60AD	悭	1
U+60CD	惍	1
U+60EB	惫	1
U+60ED	惭	1
U+60EF	惯	1
U+6125	愥	1
U+626B	扫	1
U+628B	抋	1
U+629F	抟	1
U+62E2	拢	1
U+6317	挗	1
U+638B	掋	1
U+63B3	掳	1
U+63B4	掴	1
U+63B9	掹	1
U+63FB	揻	1
U+6445	摅	1
U+6446	摆	1
U+644A	摊	1
U+6489	撉	1
U+652E	攮	1
U+653C	攼	1
U+654B	敋	1
U+657E	敾	1
U+65B1	斱	1
U+65EE	旮	1
U+6647	晇	1
U+664E	晎	1
U+669E	暞	1
U+6762	杢	1
U+67A7	枧	1
U+67C7	柇	1
U+67CB	柋	1
U+67E8	柨	1
U+67FC	柼	1
U+67FD	柽	1
U+6806	栆	1
U+680A	栊	1
U+680B	栋	1
U+6860	桠	1
U+6864	桤	1
U+6868	桨	1
U+6889	梉	1
U+688D	梍	1
U+6895	梕	1
U+68BE	梾	1
U+68C2	棂	1
U+6926	椦	1
U+6927	椧	1
U+692A	椪	1
U+6980	榀	1
U+6984	榄	1
U+6A2E	樮	1
U+6A31	樱	1
U+6A57	橗	1
U+6A65	橥	1
U+6B1C	欜	1
U+6B8C	殌	1
U+6BA1	殡	1
U+6BB4	殴	1
U+6BE5	毥	1
U+6BE9	毩	1
U+6C17	気	1
U+6C18	氘	1
U+6C2C	氬	1
U+6C39	氹	1
U+6C80	沀	1
U+6CA6	沦	1
U+6CFC	泼	1
U+6D49	浉	1
U+6D4C	浌	1
U+6D53	浓	1
U+6D81	涁	1
U+6D8B	涋	1
U+6DA2	涢	1
U+6DA8	涨	1
U+6DFD	淽	1
U+6DFE	淾	1
U+6E0B	渋	1
U+6E16	渖	1
U+6E5A	湚	1
U+6E85	溅	1
U+6EBF	溿	1
U+6EE4	滤	1
U+6F1B	漛	1
U+6F4C	潌	1
U+6F83	澃	1
U+703B	瀻	1
U+7072	灲	1
U+7082	炂	1
U+7084	炄	1
U+709B	炛	1
U+70BD	炽	1
U+70CC	烌	1
U+70E1	烡	1
U+70F5	烵	1
U+710E	焎	1
U+7127	焧	1
U+713D	焽	1
U+7170	煰	1
U+7183	熃	1
U+7197	熗	1
U+71B5	熵	1
U+71B6	熶	1
U+71F3	燳	1
U+71F5	燵	1
U+7211	爑	1
U+721C	爜	1
U+724A	牊	1
U+72F1	狱	1
U+7300	猀	1
U+7304	猄	1
U+7305	猅	1
U+7339	猹	1
U+738C	玌	1
U+739A	玚	1
U+73B4	玴	1
U+743B	琻	1
U+74B4	璴	1
U+7520	甠	1
U+7545	畅	1
U+7582	疂	1
U+758D	疍	1
U+75EB	痫	1
U+7666	癦	1
U+76A9	皩	1
U+76C0	盀	1
U+7759	睙	1
U+778A	瞊	1
U+7793	瞓	1
U+77CB	矋	1
U+77E1	矡	1
U+77EA	矪	1
U+77FE	矾	1
U+781A	砚	1
U+7852	硒	1
U+7853	硓	1
U+7858	硘	1
U+7879	硹	1
U+7882	碂	1
U+78A6	碦	1
U+78B5	碵	1
U+78B9	碹	1
U+78BF	碿	1
U+78C0	磀	1
U+790D	礍	1
U+7911	礑	1
U+7937	礷	1
U+79C2	秂	1
U+79FD	秽	1
U+7A1D	稝	1
U+7A29	稩	1
U+7A43	穃	1
U+7AA7	窧	1
U+7ACC	竌	1
U+7ACD	竍	1
U+7AD0	竐	1
U+7AD6	竖	1
U+7B02	笂	1
U+7B16	笖	1
U+7B62	筢	1
U+7B7A	筺	1
U+7B7E	签	1
U+7BBC	箼	1
U+7C32	簲	1
U+7C41	籁	1
U+7C4F	籏	1
U+7C80	粀	1
U+7CA0	粠	1
U+7CB4	粴	1
U+7CE1	糡	1
U+7D01	紁	1
U+7D23	紣	1
U+7D49	絉	1
U+7D4B	絋	1
U+7D74	絴	1
U+7DD3	緓	1
U+7DFF	緿	1
U+7E05	縅	1
U+7E14	縔	1
U+7E67	繧	1
U+7E83	纃	1
U+7E84	纄	1
U+7E9E	纞	1
U+7EA1	纡	1
U+7EA4	纤	1
U+7EAD	纭	1
U+7EB1	纱	1
U+7EB2	纲	1
U+7EC4	组	1
U+7ECC	绌	1
U+7ECE	绎	1
U+7ED2	绒	1
U+7ED4	绔	1
U+7EE5	绥	1
U+7EEA	绪	1
U+7EEB	绫	1
U+7EEE	绮	1
U+7EF7	绷	1
U+7EF8	绸	1
U+7EFB	绻	1
U+7EFE	绾	1
U+7F04	缄	1
U+7F05	缅	1
U+7F09	缉	1
U+7F0B	缋	1
U+7F1B	缛	1
U+7F1C	缜	1
U+7F1F	缟	1
U+7F20	缠	1
U+7F21	缡	1
U+7F23	缣	1
U+7F25	缥	1
U+7F26	缦	1
U+7F28	缨	1
U+7F2D	缭	1
U+7F30	缰	1
U+7F34	缴	1
U+7F81	羁	1
U+7F90	羐	1
U+7FC9	翉	1
U+7FD8	翘	1
U+7FDE	翞	1
U+802A	耪	1
U+8055	聕	1
U+807A	聺	1
U+80C0	胀	1
U+80E9	胩	1
U+810F	脏	1
U+8110	脐	1
U+8126	脦	1
U+8135	脵	1
U+8137	脷	1
U+815F	腟	1
U+8185	膅	1
U+8191	膑	1
U+8199	膙	1
U+81A4	膤	1
U+81BC	膼	1
U+8254	艔	1
U+82C1	苁	1
U+82CF	苏	1
U+82DA	苚	1
U+82ED	苭	1
U+833D	茽	1
U+8359	荙	1
U+835F	荟	1
U+8366	荦	1
U+836B	荫	1
U+836E	荮	1
U+83A1	莡	1
U+83B0	莰	1
U+83B2	莲	1
U+843E	萾	1
U+8488	蒈	1
U+8489	蒉	1
U+84DC	蓜	1
U+84E0	蓠	1
U+8539	蔹	1
U+85C0	藀	1
U+85F5	藵	1
U+8644	虄	1
U+865D	虝	1
U+8660	虠	1
U+86CD	蛍	1
U+874B	蝋	1
U+877E	蝾	1
U+87A7	螧	1
U+8824	蠤	1
U+8886	袆	1
U+88AC	袬	1
U+88AE	袮	1
U+88C4	裄	1
U+88D1	裑	1
U+88EB	裫	1
U+8904	褄	1
U+891B	褛	1
U+8928	褨	1
U+8990	覐	1
U+8991	覑	1
U+899F	覟	1
U+89A8	覨	1
U+89C5	觅	1
U+89CE	觎	1
U+89D1	觑	1
U+8A32	訲	1
U+8A4F	詏	1
U+8A5A	詚	1
U+8BA7	讧	1
U+8BAF	讯	1
U+8BB5	讵	1
U+8BB7	讷	1
U+8BB9	讹	1
U+8BBA	论	1
U+8BC8	诈	1
U+8BD9	诙	1
U+8BE0	诠	1
U+8BE1	诡	1
U+8BE3	诣	1
U+8BEA	诪	1
U+8BEE	诮	1
U+8C12	谒	1
U+8C14	谔	1
U+8C20	谠	1
U+8C23	谣	1
U+8C35	谵	1
U+8C36	谶	1
U+8CB5	貵	1
U+8CCB	賋	1
U+8CF6	賶	1
U+8CFF	賿	1
U+8D03	贃	1
U+8D18	贘	1
U+8D38	贸	1
U+8D3A	贺	1
U+8D3B	贻	1
U+8D3D	贽	1
U+8D43	赃	1
U+8D44	资	1
U+8D4A	赊	1
U+8D4F	赏	1
U+8D56	赖	1
U+8D58	赘	1
U+8D5B	赛	1
U+8D5E	赞	1
U+8D5F	赟	1
U+8D62	赢	1
U+8D63	赣	1
U+8D87	趇	1
U+8DB4	趴	1
U+8DF7	跷	1
U+8DFB	跻	1
U+8E0B	踋	1
U+8E2C	踬	1
U+8E53	蹓	1
U+8E58	蹘	1
U+8EB8	躸	1
U+8EC2	軂	1
U+8F3D	輽	1
U+8F67	轧	1
U+8F6E	轮	1
U+8F71	轱	1
U+8F72	轲	1
U+8F7C	轼	1
U+8F83	较	1
U+8F86	辆	1
U+8F95	辕	1
U+8F96	辖	1
U+8FCC	迌	1
U+8FD7	迗	1
U+8FF2	迲	1
U+9048	遈	1
U+9056	遖	1
U+905A	遚	1
U+9064	遤	1
U+9151	酑	1
U+915B	酛	1
U+915C	酜	1
U+915E	酞	1
U+9170	酰	1
U+9171	酱	1
U+917D	酽	1
U+91D3	釓	1
U+91D4	釔	1
U+91DE	釞	1
U+91EE	釮	1
U+91F9	釹	1
U+921F	鈟	1
U+9229	鈩	1
U+922C	鈬	1
U+926D	鉭	1
U+926E	鉮	1
U+926F	鉯	1
U+92A4	銤	1
U+92AB	銫	1
U+92BD	銽	1
U+9303	錃	1
U+930C	錌	1
U+9312	錒	1
U+9330	錰	1
U+9339	錹	1
U+9346	鍆	1
U+9363	鍣	1
U+9383	鎃	1
U+9384	鎄	1
U+9386	鎆	1
U+93A5	鎥	1
U+93AB	鎫	1
U+93B1	鎱	1
U+9428	鐨	1
U+9465	鑥	1
U+948E	钎	1
U+94A4	钤	1
U+94A8	钨	1
U+94A9	钩	1
U+94B4	钴	1
U+94C3	铃	1
U+94CE	铎	1
U+94FF	铿	1
U+9501	锁	1
U+9503	锃	1
U+9519	错	1
U+951F	锟	1
U+9521	锡	1
U+9523	锣	1
U+9525	锥	1
U+9527	锧	1
U+952D	锭	1
U+9532	锲	1
U+9538	锸	1
U+953B	锻	1
U+9550	镐	1
U+955C	镜	1
U+955D	镝	1
U+955E	镞	1
U+956C	镬	1
U+956E	镮	1
U+9576	镶	1
U+9581	閁	1
U+95DD	闝	1
U+95F3	闳	1
U+9603	阃	1
U+960D	阍	1
U+960F	阏	1
U+9635	阵	1
U+9636	阶	1
U+9646	陆	1
U+96EC	雬	1
U+96EE	雮	1
U+96FC	雼	1
U+9718	霘	1
U+972D	霭	1
U+974B	靋	1
U+974F	靏	1
U+975F	靟	1
U+9775	靵	1
U+979D	鞝	1
U+97AF	鞯	1
U+97B7	鞷	1
U+97EC	韬	1
U+97F7	韷	1
U+987D	顽	1
U+9881	颁	1
U+9882	颂	1
U+988A	颊	1
U+988D	颍	1
U+9891	频	1
U+9893	颓	1
U+9897	颗	1
U+989E	颞	1
U+989F	颟	1
U+98A2	颢	1
U+98A3	颣	1
U+98D0	飐	1
U+98D9	飙	1
U+9942	饂	1
U+995A	饚	1
U+9963	饣	1
U+9968	饨	1
U+9970	饰	1
U+9971	饱	1
U+997C	饼	1
U+9986	馆	1
U+998B	馋	1
U+9A3F	騿	1
U+9A6D	驭	1
U+9A6F	驯	1
U+9A71	驱	1
U+9A74	驴	1
U+9A76	驶	1
U+9A77	驷	1
U+9A79	驹	1
U+9A7B	驻	1
U+9A84	骄	1
U+9A86	骆	1
U+9A8D	骍	1
U+9A90	骐	1
U+9A91	骑	1
U+9A95	骕	1
U+9A9D	骝	1
U+9AC9	髉	1
U+9ADB	髛	1
U+9AE8	髨	1
U+9AF7	髷	1
U+9B99	鮙	1
U+9BBC	鮼	1
U+9BD2	鯒	1
U+9BF2	鯲	1
U+9BF5	鯵	1
U+9BFB	鯻	1
U+9C06	鰆	1
U+9C1A	鰚	1
U+9C48	鱈	1
U+9C5A	鱚	1
U+9C69	鱩	1
U+9C8A	鲊	1
U+9C95	鲕	1
U+9CA0	鲠	1
U+9CAE	鲮	1
U+9CB6	鲶	1
U+9CC0	鳀	1
U+9CC4	鳄	1
U+9CCE	鳎	1
U+9CD7	鳗	1
U+9CFE	鳾	1
U+9D24	鴤	1
U+9D58	鵘	1
U+9D62	鵢	1
U+9DB2	鶲	1
U+9DCC	鷌	1
U+9E23	鸣	1
U+9E28	鸨	1
U+9E31	鸱	1
U+9E34	鸴	1
U+9E3D	鸽	1
U+9E3F	鸿	1
U+9E44	鹄	1
U+9E4C	鹌	1
U+9E4F	鹏	1
U+9E51	鹑	1
U+9E52	鹒	1
U+9E54	鹔	1
U+9E55	鹕	1
U+9E5E	鹞	1
U+9E60	鹠	1
U+9E69	鹩	1
U+9E6F	鹯	1
U+9E74	鹴	1
U+9EB2	麲	1
U+9F80	龀	1
U+9F9A	龚	1
U+9FAC	龬	1
U+9FB0	龰	1
U+9FBB	龻	1
U+9FBC	龼	1
U+9FC6	鿆	1
U+FA0F	﨏	1
U+FA27	﨧	1
U+FA3E	慨	1
U+FA40	懲	1
U+FA63	謹	1
U+20000	𠀀	1
U+20001	𠀁	1
U+20003	𠀃	1
U+20007	𠀇	1
U+20011	𠀑	1
U+20012	𠀒	1
U+20018	𠀘	1
U+20019	𠀙	1
U+20021	𠀡	1
U+20029	𠀩	1
U+2002D	𠀭	1
U+20048	𠁈	1
U+20061	𠁡	1
U+2006C	𠁬	1
U+20071	𠁱	1
U+20074	𠁴	1
U+2007E	𠁾	1
U+2007F	𠁿	1
U+20088	𠂈	1
U+2008B	𠂋	1
U+20096	𠂖	1
U+2009B	𠂛	1
U+2009C	𠂜	1
U+200AC	𠂬	1
U+200AE	𠂮	1
U+200B7	𠂷	1
U+200BF	𠂿	1
U+200CD	𠃍	1
U+200D9	𠃙	1
U+200DE	𠃞	1
U+200DF	𠃟	1
U+200E2	𠃢	1
U+200E5	𠃥	1
U+200EC	𠃬	1
U+200F4	𠃴	1
U+200FE	𠃾	1
U+2010A	𠄊	1
U+20114	𠄔	1
U+20115	𠄕	1
U+20117	𠄗	1
U+2011B	𠄛	1
U+2011D	𠄝	1
U+20128	𠄨	1
U+2012D	𠄭	1
U+20135	𠄵	1
U+20143	𠅃	1
U+2015E	𠅞	1
U+20160	𠅠	1
U+20163	𠅣	1
U+20168	𠅨	1
U+20177	𠅷	1
U+2017F	𠅿	1
U+20182	𠆂	1
U+20186	𠆆	1
U+2018F	𠆏	1
U+201A2	𠆢	1
U+201A6	𠆦	1
U+201AB	𠆫	1
U+201AE	𠆮	1
U+201B3	𠆳	1
U+201BE	𠆾	1
U+201C2	𠇂	1
U+201D6	𠇖	1
U+201DA	𠇚	1
U+201F1	𠇱	1
U+201FC	𠇼	1
U+20205	𠈅	1
U+2020A	𠈊	1
U+2020B	𠈋	1
U+2020D	𠈍	1
U+20210	𠈐	1
U+20216	𠈖	1
U+2021A	𠈚	1
U+20223	𠈣	1
U+2022B	𠈫	1
U+2022F	𠈯	1
U+20230	𠈰	1
U+20231	𠈱	1
U+20237	𠈷	1
U+20238	𠈸	1
U+2023A	𠈺	1
U+2023D	𠈽	1
U+2023E	𠈾	1
U+2024D	𠉍	1
U+20251	𠉑	1
U+20254	𠉔	1
U+20266	𠉦	1
U+20267	𠉧	1
U+20268	𠉨	1
U+20276	𠉶	1
U+2028D	𠊍	1
U+20296	𠊖	1
U+20299	𠊙	1
U+202A0	𠊠	1
U+202A7	𠊧	1
U+202A8	𠊨	1
U+202AA	𠊪	1
U+202B0	𠊰	1
U+202B6	𠊶	1
U+202C3	𠋃	1
U+202C4	𠋄	1
U+202DB	𠋛	1
U+202DF	𠋟	1
U+202E0	𠋠	1
U+202E4	𠋤	1
U+202E5	𠋥	1
U+202F1	𠋱	1
U+202F4	𠋴	1
U+202FF	𠋿	1
U+20301	𠌁	1
U+20306	𠌆	1
U+20307	𠌇	1
U+20308	𠌈	1
U+20317	𠌗	1
U+2032A	𠌪	1
U+20330	𠌰	1
U+20338	𠌸	1
U+20339	𠌹	1
U+2033B	𠌻	1
U+20358	𠍘	1
U+2035C	𠍜	1
U+2035D	𠍝	1
U+2035E	𠍞	1
U+20367	𠍧	1
U+2036F	𠍯	1
U+2037A	𠍺	1
U+20384	𠎄	1
U+20386	𠎆	1
U+20393	𠎓	1
U+2039A	𠎚	1
U+203A7	𠎧	1
U+203B1	𠎱	1
U+203B2	𠎲	1
U+203B3	𠎳	1
U+203B9	𠎹	1
U+203BD	𠎽	1
U+203CB	𠏋	1
U+203DC	𠏜	1
U+203DE	𠏞	1
U+203EE	𠏮	1
U+203FB	𠏻	1
U+20408	𠐈	1
U+2040C	𠐌	1
U+20410	𠐐	1
U+2041B	𠐛	1
U+20431	𠐱	1
U+20433	𠐳	1
U+2043D	𠐽	1
U+2044A	𠑊	1
U+20457	𠑗	1
U+20464	𠑤	1
U+2046B	𠑫	1
U+20481	𠒁	1
U+20484	𠒄	1
U+2048D	𠒍	1
U+204AB	𠒫	1
U+204B6	𠒶	1
U+204BC	𠒼	1
U+204D7	𠓗	1
U+204D9	𠓙	1
U+204DC	𠓜	1
U+204E5	𠓥	1
U+204F3	𠓳	1
U+2050A	𠔊	1
U+2050B	𠔋	1
U+20513	𠔓	1
U+20519	𠔙	1
U+2051B	𠔛	1
U+2051D	𠔝	1
U+2052C	𠔬	1
U+20543	𠕃	1
U+20548	𠕈	1
U+2054E	𠕎	1
U+20550	𠕐	1
U+2055E	𠕞	1
U+20569	𠕩	1
U+2056A	𠕪	1
U+2056C	𠕬	1
U+20572	𠕲	1
U+20575	𠕵	1
U+20576	𠕶	1
U+20585	𠖅	1
U+205A0	𠖠	1
U+205A9	𠖩	1
U+205CA	𠗊	1
U+205CC	𠗌	1
U+205D6	𠗖	1
U+205D9	𠗙	1
U+205E3	𠗣	1
U+205E8	𠗨	1
U+2060D	𠘍	1
U+20615	𠘕	1
U+2061D	𠘝	1
U+20621	𠘡	1
U+2062D	𠘭	1
U+20631	𠘱	1
U+2064A	𠙊	1
U+2065A	𠙚	1
U+20676	𠙶	1
U+20677	𠙷	1
U+2067A	𠙺	1
U+2067B	𠙻	1
U+2068B	𠚋	1
U+2068D	𠚍	1
U+20692	𠚒	1
U+206A1	𠚡	1
U+206A4	𠚤	1
U+206A9	𠚩	1
U+206AA	𠚪	1
U+206B0	𠚰	1
U+206BD	𠚽	1
U+206BE	𠚾	1
U+206D0	𠛐	1
U+206D1	𠛑	1
U+206DF	𠛟	1
U+206E7	𠛧	1
U+206EA	𠛪	1
U+206F0	𠛰	1
U+206F3	𠛳	1
U+20706	𠜆	1
U+2070C	𠜌	1
U+2070E	𠜎	1
U+2071A	𠜚	1
U+20737	𠜷	1
U+20741	𠝁	1
U+2075E	𠝞	1
U+20763	𠝣	1
U+20764	𠝤	1
U+20765	𠝥	1
U+20769	𠝩	1
U+2076C	𠝬	1
U+2077E	𠝾	1
U+20787	𠞇	1
U+207A3	𠞣	1
U+207B1	𠞱	1
U+207B7	𠞷	1
U+207C8	𠟈	1
U+207CB	𠟋	1
U+207CD	𠟍	1
U+207D0	𠟐	1
U+207DD	𠟝	1
U+207DF	𠟟	1
U+207E0	𠟠	1
U+207EE	𠟮	1
U+207F3	𠟳	1
U+207F5	𠟵	1
U+207F7	𠟷	1
U+207FB	𠟻	1
U+207FC	𠟼	1
U+20812	𠠒	1
U+20815	𠠕	1
U+20818	𠠘	1
U+20826	𠠦	1
U+20827	𠠧	1
U+2082A	𠠪	1
U+2082B	𠠫	1
U+2083A	𠠺	1
U+20866	𠡦	1
U+2086B	𠡫	1
U+2086F	𠡯	1
U+2088F	𠢏	1
U+20894	𠢔	1
U+2089A	𠢚	1
U+2089C	𠢜	1
U+208A6	𠢦	1
U+208AD	𠢭	1
U+208AF	𠢯	1
U+208B3	𠢳	1
U+208B6	𠢶	1
U+208BF	𠢿	1
U+208C0	𠣀	1
U+208C3	𠣃	1
U+208C6	𠣆	1
U+208D4	𠣔	1
U+208D6	𠣖	1
U+208D9	𠣙	1
U+208DA	𠣚	1
U+208DE	𠣞	1
U+208E4	𠣤	1
U+208E5	𠣥	1
U+208F4	𠣴	1
U+208F8	𠣸	1
U+208FE	𠣾	1
U+20904	𠤄	1
U+20907	𠤇	1
U+20915	𠤕	1
U+20919	𠤙	1
U+2091A	𠤚	1
U+2091B	𠤛	1
U+2091C	𠤜	1
U+2091E	𠤞	1
U+20926	𠤦	1
U+2092F	𠤯	1
U+20930	𠤰	1
U+20931	𠤱	1
U+2093C	𠤼	1
U+20940	𠥀	1
U+20944	𠥄	1
U+2094A	𠥊	1
U+20950	𠥐	1
U+20953	𠥓	1
U+20959	𠥙	1
U+2095B	𠥛	1
U+20963	𠥣	1
U+20967	𠥧	1
U+20969	𠥩	1
U+2096B	𠥫	1
U+2096C	𠥬	1
U+2096F	𠥯	1
U+2097E	𠥾	1
U+20980	𠦀	1
U+20984	𠦄	1
U+209B5	𠦵	1
U+209D0	𠧐	1
U+209E4	𠧤	1
U+209E5	𠧥	1
U+209F3	𠧳	1
U+209F7	𠧷	1
U+20A05	𠨅	1
U+20A0B	𠨋	1
U+20A13	𠨓	1
U+20A14	𠨔	1
U+20A16	𠨖	1
U+20A18	𠨘	1
U+20A1F	𠨟	1
U+20A24	𠨤	1
U+20A2B	𠨫	1
U+20A2E	𠨮	1
U+20A32	𠨲	1
U+20A37	𠨷	1
U+20A3B	𠨻	1
U+20A40	𠩀	1
U+20A42	𠩂	1
U+20A57	𠩗	1
U+20A5B	𠩛	1
U+20A62	𠩢	1
U+20A69	𠩩	1
U+20A6B	𠩫	1
U+20A6C	𠩬	1
U+20A76	𠩶	1
U+20A8B	𠪋	1
U+20A98	𠪘	1
U+20A9E	𠪞	1
U+20AA0	𠪠	1
U+20AAA	𠪪	1
U+20AB3	𠪳	1
U+20AB4	𠪴	1
U+20AC2	𠫂	1
U+20ADA	𠫚	1
U+20ADF	𠫟	1
U+20B05	𠬅	1
U+20B0D	𠬍	1
U+20B18	𠬘	1
U+20B1C	𠬜	1
U+20B21	𠬡	1
U+20B3F	𠬿	1
U+20B41	𠭁	1
U+20B46	𠭆	1
U+20B4F	𠭏	1
U+20B57	𠭗	1
U+20B59	𠭙	1
U+20B5A	𠭚	1
U+20B5E	𠭞	1
U+20B5F	𠭟	1
U+20B68	𠭨	1
U+20B70	𠭰	1
U+20B74	𠭴	1
U+20B75	𠭵	1
U+20B7B	𠭻	1
U+20B7E	𠭾	1
U+20B81	𠮁	1
U+20B8E	𠮎	1
U+20B8F	𠮏	1
U+20B96	𠮖	1
U+20B98	𠮘	1
U+20B99	𠮙	1
U+20B9A	𠮚	1
U+20BAC	𠮬	1
U+20BBB	𠮻	1
U+20BBF	𠮿	1
U+20BC5	𠯅	1
U+20BC7	𠯇	1
U+20BCF	𠯏	1
U+20BD5	𠯕	1
U+20BE3	𠯣	1
U+20BED	𠯭	1
U+20C00	𠰀	1
U+20C0D	𠰍	1
U+20C0E	𠰎	1
U+20C14	𠰔	1
U+20C2A	𠰪	1
U+20C2E	𠰮	1
U+20C3C	𠰼	1
U+20C43	𠱃	1
U+20C4B	𠱋	1
U+20C51	𠱑	1
U+20C57	𠱗	1
U+20C5C	𠱜	1
U+20C62	𠱢	1
U+20C6B	𠱫	1
U+20C6F	𠱯	1
U+20C74	𠱴	1
U+20C7C	𠱼	1
U+20C7E	𠱾	1
U+20C8B	𠲋	1
U+20C97	𠲗	1
U+20C98	𠲘	1
U+20CA5	𠲥	1
U+20CA7	𠲧	1
U+20CB2	𠲲	1
U+20CB3	𠲳	1
U+20CC3	𠳃	1
U+20CC6	𠳆	1
U+20CFA	𠳺	1
U+20D0D	𠴍	1
U+20D0E	𠴎	1
U+20D13	𠴓	1
U+20D21	𠴡	1
U+20D2F	𠴯	1
U+20D54	𠵔	1
U+20D5B	𠵛	1
U+20D75	𠵵	1
U+20D76	𠵶	1
U+20D77	𠵷	1
U+20D7C	𠵼	1
U+20D97	𠶗	1
U+20DA4	𠶤	1
U+20DAF	𠶯	1
U+20DC1	𠷁	1
U+20DCA	𠷊	1
U+20DCF	𠷏	1
U+20DD3	𠷓	1
U+20DD8	𠷘	1
U+20DDB	𠷛	1
U+20DDC	𠷜	1
U+20DEA	𠷪	1
U+20DED	𠷭	1
U+20DF9	𠷹	1
U+20E24	𠸤	1
U+20E25	𠸥	1
U+20E35	𠸵	1
U+20E39	𠸹	1
U+20E52	𠹒	1
U+20E56	𠹖	1
U+20E5A	𠹚	1
U+20E61	𠹡	1
U+20E67	𠹧	1
U+20E74	𠹴	1
U+20E7D	𠹽	1
U+20E7F	𠹿	1
U+20E8B	𠺋	1
U+20E9A	𠺚	1
U+20EAC	𠺬	1
U+20EC0	𠻀	1
U+20ED4	𠻔	1
U+20ED5	𠻕	1
U+20EDD	𠻝	1
U+20EF5	𠻵	1
U+20F05	𠼅	1
U+20F14	𠼔	1
U+20F1B	𠼛	1
U+20F21	𠼡	1
U+20F24	𠼤	1
U+20F28	𠼨	1
U+20F2A	𠼪	1
U+20F30	𠼰	1
U+20F44	𠽄	1
U+20F46	𠽆	1
U+20F49	𠽉	1
U+20F50	𠽐	1
U+20F61	𠽡	1
U+20F62	𠽢	1
U+20F6B	𠽫	1
U+20F6C	𠽬	1
U+20F71	𠽱	1
U+20F76	𠽶	1
U+20F7C	𠽼	1
U+20F83	𠾃	1
U+20F8A	𠾊	1
U+20F96	𠾖	1
U+20FAB	𠾫	1
U+20FB8	𠾸	1
U+20FBA	𠾺	1
U+20FCA	𠿊	1
U+20FD1	𠿑	1
U+20FE4	𠿤	1
U+20FE5	𠿥	1
U+20FE8	𠿨	1
U+20FEE	𠿮	1
U+20FF1	𠿱	1
U+20FF3	𠿳	1
U+21004	𡀄	1
U+21022	𡀢	1
U+2102F	𡀯	1
U+21049	𡁉	1
U+2105A	𡁚	1
U+21067	𡁧	1
U+21076	𡁶	1
U+21083	𡂃	1
U+2108F	𡂏	1
U+210A8	𡂨	1
U+210AB	𡂫	1
U+210B0	𡂰	1
U+210B4	𡂴	1
U+210B6	𡂶	1
U+210B8	𡂸	1
U+210C5	𡃅	1
U+210D9	𡃙	1
U+210E3	𡃣	1
U+210E5	𡃥	1
U+210E6	𡃦	1
U+210E8	𡃨	1
U+210E9	𡃩	1
U+210EA	𡃪	1
U+210EB	𡃫	1
U+210EC	𡃬	1
U+21117	𡄗	1
U+2111F	𡄟	1
U+21124	𡄤	1
U+21138	𡄸	1
U+2113A	𡄺	1
U+21147	𡅇	1
U+21159	𡅙	1
U+2115A	𡅚	1
U+2115E	𡅞	1
U+2116A	𡅪	1
U+2116E	𡅮	1
U+2117B	𡅻	1
U+2117D	𡅽	1
U+2117F	𡅿	1
U+2118E	𡆎	1
U+21190	𡆐	1
U+21192	𡆒	1
U+211A0	𡆠	1
U+211A8	𡆨	1
U+211A9	𡆩	1
U+211AA	𡆪	1
U+211B3	𡆳	1
U+211C4	𡇄	1
U+211C6	𡇆	1
U+211CB	𡇋	1
U+211CC	𡇌	1
U+211CE	𡇎	1
U+211D8	𡇘	1
U+211DC	𡇜	1
U+211DE	𡇞	1
U+211E1	𡇡	1
U+211E4	𡇤	1
U+211EA	𡇪	1
U+211F7	𡇷	1
