namespace	entity	count
kr	&KR2056;	61
kr	&KR1468;	61
kr	&KR2418;	61
kr	&KR2313;	61
kr	&KR2042;	61
kr	&KR0487;	61
kr	&KR0606;	61
kr	&KR2389;	61
kr	&KR1577;	60
kr	&KR1658;	60
kr	&KR1621;	60
kr	&KR1943;	60
kr	&KR2237;	60
kr	&KR1542;	60
kr	&KR1515;	60
kr	&KR1851;	60
kr	&KR1591;	60
kr	&KR1672;	60
kr	&KR1645;	60
kr	&KR1854;	60
kr	&KR2620;	60
kr	&KR2171;	60
kr	&KR0442;	60
kr	&KR0395;	60
kr	&KR1701;	60
kr	&KR2335;	59
kr	&KR1581;	59
kr	&KR1898;	59
kr	&KR1873;	59
kr	&KR1688;	59
kr	&KR1504;	59
kr	&KR1712;	59
kr	&KR1993;	59
kr	&KR1582;	59
kr	&KR2750;	59
kr	&KR2080;	59
kr	&KR1578;	59
kr	&KR0221;	59
kr	&KR2012;	59
kr	&KR2304;	59
kr	&KR1651;	58
kr	&KR1561;	58
kr	&KR1912;	58
kr	&KR1642;	58
kr	&KR2089;	58
kr	&KR1860;	58
kr	&KR1699;	58
kr	&KR1892;	58
kr	&KR1804;	58
kr	&KR2059;	58
kr	&KR1825;	58
kr	&KR1673;	58
kr	&KR1705;	58
kr	&KR1946;	58
kr	&KR0254;	58
kr	&KR1760;	58
kr	&KR2133;	58
kr	&KR1848;	58
kr	&KR1573;	57
kr	&KR1955;	57
kr	&KR1949;	57
kr	&KR1684;	57
kr	&KR2159;	57
kr	&KR2874;	57
kr	&KR1643;	57
kr	&KR2111;	57
kr	&KR1593;	57
kr	&KR1914;	57
kr	&KR1919;	57
kr	&KR0157;	57
kr	&KR0273;	57
kr	&KR1840;	57
kr	&KR1813;	57
kr	&KR1654;	56
kr	&KR2700;	56
kr	&KR2085;	56
kr	&KR1764;	56
kr	&KR2209;	56
kr	&KR2290;	56
kr	&KR2356;	56
kr	&KR1587;	56
kr	&KR1649;	56
kr	&KR1589;	56
kr	&KR1757;	56
kr	&KR1379;	56
kr	&KR1707;	56
kr	&KR1930;	56
kr	&KR2549;	56
kr	&KR1671;	56
kr	&KR2596;	56
kr	&KR2572;	56
kr	&KR0119;	56
kr	&KR2613;	56
kr	&KR1583;	56
kr	&KR1657;	56
kr	&KR1811;	56
kr	&KR1694;	56
kr	&KR0597;	56
kr	&KR1937;	55
kr	&KR1670;	55
kr	&KR2426;	55
kr	&KR1932;	55
kr	&KR2666;	55
kr	&KR1544;	55
kr	&KR2034;	55
kr	&KR1974;	55
kr	&KR2086;	55
kr	&KR2087;	55
kr	&KR0301;	55
kr	&KR0382;	55
kr	&KR2061;	54
kr	&KR1616;	54
kr	&KR1774;	54
kr	&KR2595;	54
kr	&KR1537;	54
kr	&KR1725;	54
kr	&KR2504;	54
kr	&KR1730;	54
kr	&KR1638;	54
kr	&KR2271;	54
kr	&KR1742;	54
kr	&KR2241;	54
kr	&KR1680;	54
kr	&KR1756;	54
kr	&KR2526;	54
kr	&KR2359;	54
kr	&KR1704;	54
kr	&KR1999;	54
kr	&KR1429;	54
kr	&KR2284;	54
kr	&KR2733;	54
kr	&KR1772;	54
kr	&KR2315;	54
kr	&KR0341;	54
kr	&KR0240;	54
kr	&KR0456;	54
kr	&KR2767;	54
kr	&KR2429;	54
kr	&KR1580;	53
kr	&KR1911;	53
kr	&KR2233;	53
kr	&KR1779;	53
kr	&KR1789;	53
kr	&KR2162;	53
kr	&KR3082;	53
kr	&KR2548;	53
kr	&KR1723;	53
kr	&KR1751;	53
kr	&KR1740;	53
kr	&KR2180;	53
kr	&KR1690;	53
kr	&KR2172;	53
kr	&KR2484;	53
kr	&KR1800;	53
kr	&KR1713;	53
kr	&KR1790;	53
kr	&KR1629;	53
kr	&KR1803;	53
kr	&KR2960;	53
kr	&KR1882;	53
kr	&KR1833;	53
kr	&KR0024;	53
kr	&KR0345;	53
kr	&KR0451;	53
kr	&KR1519;	53
kr	&KR1693;	53
kr	&KR2275;	53
kr	&KR1972;	53
kr	&KR2035;	53
kr	&KR0518;	53
kr	&KR0278;	53
kr	&KR0087;	53
kr	&KR2074;	53
kr	&KR2896;	53
kr	&KR1792;	53
kr	&KR2773;	53
kr	&KR2226;	52
kr	&KR1809;	52
kr	&KR2028;	52
kr	&KR3283;	52
kr	&KR1679;	52
kr	&KR1780;	52
kr	&KR2471;	52
kr	&KR1938;	52
kr	&KR1997;	52
kr	&KR2330;	52
kr	&KR1729;	52
kr	&KR2007;	52
kr	&KR1850;	52
kr	&KR1681;	52
kr	&KR0373;	52
kr	&KR2707;	52
kr	&KR3024;	51
kr	&KR1934;	51
kr	&KR2638;	51
kr	&KR2257;	51
kr	&KR3564;	51
kr	&KR1719;	51
kr	&KR1727;	51
kr	&KR1366;	51
kr	&KR1836;	51
kr	&KR1703;	51
kr	&KR1877;	51
kr	&KR1554;	51
kr	&KR1973;	51
kr	&KR1778;	51
kr	&KR1784;	51
kr	&KR1674;	51
kr	&KR2167;	51
kr	&KR1814;	51
kr	&KR1852;	51
kr	&KR0559;	51
kr	&KR2644;	51
kr	&KR1524;	50
kr	&KR2298;	50
kr	&KR2726;	50
kr	&KR1420;	50
kr	&KR1724;	50
kr	&KR1743;	50
kr	&KR1744;	50
kr	&KR1989;	50
kr	&KR2601;	50
kr	&KR2329;	50
kr	&KR1886;	50
kr	&KR1956;	50
kr	&KR2341;	50
kr	&KR3315;	50
kr	&KR2646;	50
kr	&KR1864;	50
kr	&KR0762;	50
kr	&KR0421;	50
kr	&KR1837;	50
kr	&KR3441;	50
kr	&KR1692;	49
kr	&KR2053;	49
kr	&KR1835;	49
kr	&KR1726;	49
kr	&KR1959;	49
kr	&KR2102;	49
kr	&KR1812;	49
kr	&KR2579;	49
kr	&KR2113;	49
kr	&KR2525;	49
kr	&KR2753;	49
kr	&KR1807;	49
kr	&KR1788;	49
kr	&KR2688;	49
kr	&KR1976;	49
kr	&KR0426;	49
kr	&KR2048;	49
kr	&KR1783;	49
kr	&KR2075;	49
kr	&KR0056;	49
kr	&KR2491;	49
kr	&KR2030;	48
kr	&KR1773;	48
kr	&KR2240;	48
kr	&KR1948;	48
kr	&KR2463;	48
kr	&KR1838;	48
kr	&KR1728;	48
kr	&KR3000;	48
kr	&KR1786;	48
kr	&KR3425;	48
kr	&KR1706;	48
kr	&KR1828;	48
kr	&KR1998;	48
kr	&KR2057;	48
kr	&KR0310;	48
kr	&KR2054;	48
kr	&KR1950;	48
kr	&KR0536;	48
kr	&KR0290;	48
kr	&KR3135;	48
kr	&KR2801;	48
kr	&KR2106;	48
kr	&KR4458;	48
kr	&KR1858;	47
kr	&KR1631;	47
kr	&KR1971;	47
kr	&KR2077;	47
kr	&KR2008;	47
kr	&KR1945;	47
kr	&KR3029;	47
kr	&KR1802;	47
kr	&KR2149;	47
kr	&KR2544;	47
kr	&KR1909;	47
kr	&KR1736;	47
kr	&KR2799;	47
kr	&KR2588;	47
kr	&KR1963;	47
kr	&KR1777;	47
kr	&KR2166;	47
kr	&KR2124;	47
kr	&KR1488;	47
kr	&KR2487;	47
kr	&KR1630;	47
kr	&KR1917;	47
kr	&KR2281;	47
kr	&KR2332;	47
kr	&KR2076;	47
kr	&KR2541;	47
kr	&KR2783;	47
kr	&KR0130;	47
kr	&KR0600;	47
kr	&KR0535;	47
kr	&KR2906;	47
kr	&KR2232;	47
kr	&KR2468;	46
kr	&KR1793;	46
kr	&KR2024;	46
kr	&KR2370;	46
kr	&KR2415;	46
kr	&KR2178;	46
kr	&KR2730;	46
kr	&KR1916;	46
kr	&KR2207;	46
kr	&KR1897;	46
kr	&KR1985;	46
kr	&KR1893;	46
kr	&KR2168;	46
kr	&KR2943;	46
kr	&KR1941;	46
kr	&KR2709;	46
kr	&KR2825;	46
kr	&KR1859;	46
kr	&KR1641;	46
kr	&KR2211;	46
kr	&KR0055;	46
kr	&KR2919;	46
kr	&KR1735;	46
kr	&KR2195;	46
kr	&KR2184;	46
kr	&KR2072;	46
kr	&KR0065;	46
kr	&KR1920;	46
kr	&KR1883;	45
kr	&KR1889;	45
kr	&KR1739;	45
kr	&KR2375;	45
kr	&KR2004;	45
kr	&KR2559;	45
kr	&KR1954;	45
kr	&KR2187;	45
kr	&KR3085;	45
kr	&KR2527;	45
kr	&KR2139;	45
kr	&KR1888;	45
kr	&KR1810;	45
kr	&KR1935;	45
kr	&KR2170;	45
kr	&KR2272;	45
kr	&KR2515;	45
kr	&KR1895;	45
kr	&KR1960;	45
kr	&KR2621;	45
kr	&KR2090;	45
kr	&KR2795;	45
kr	&KR1990;	45
kr	&KR2779;	45
kr	&KR1904;	45
kr	&KR2364;	45
kr	&KR0603;	45
kr	&KR0460;	45
kr	&KR0462;	45
kr	&KR0330;	45
kr	&KR0479;	45
kr	&KR1899;	45
kr	&KR2592;	45
kr	&KR3138;	45
kr	&KR2545;	45
kr	&KR2267;	45
kr	&KR2546;	45
kr	&KR5319;	45
kr	&KR2145;	44
kr	&KR2222;	44
kr	&KR1770;	44
kr	&KR1951;	44
kr	&KR1815;	44
kr	&KR2112;	44
kr	&KR1806;	44
kr	&KR2081;	44
kr	&KR1953;	44
kr	&KR1902;	44
kr	&KR2738;	44
kr	&KR2025;	44
kr	&KR2776;	44
kr	&KR2258;	44
kr	&KR2191;	44
kr	&KR0703;	44
kr	&KR2156;	44
kr	&KR1908;	44
kr	&KR1907;	44
kr	&KR1969;	44
kr	&KR2505;	44
kr	&KR3039;	44
kr	&KR2935;	44
kr	&KR2835;	44
kr	&KR2454;	44
kr	&KR0177;	44
kr	&KR2542;	44
kr	&KR2129;	44
kr	&KR2615;	44
kr	&KR2891;	44
kr	&KR1799;	43
kr	&KR2589;	43
kr	&KR2109;	43
kr	&KR2049;	43
kr	&KR1961;	43
kr	&KR2600;	43
kr	&KR1865;	43
kr	&KR1842;	43
kr	&KR2740;	43
kr	&KR2785;	43
kr	&KR1958;	43
kr	&KR1862;	43
kr	&KR0232;	43
kr	&KR1933;	43
kr	&KR2355;	43
kr	&KR0604;	43
kr	&KR0187;	43
kr	&KR0294;	43
kr	&KR2550;	43
kr	&KR2435;	42
kr	&KR2047;	42
kr	&KR2446;	42
kr	&KR1861;	42
kr	&KR2608;	42
kr	&KR2570;	42
kr	&KR1957;	42
kr	&KR3025;	42
kr	&KR2134;	42
kr	&KR3404;	42
kr	&KR2120;	42
kr	&KR2247;	42
kr	&KR2408;	42
kr	&KR2594;	42
kr	&KR1863;	42
kr	&KR2185;	42
kr	&KR2824;	42
kr	&KR2182;	42
kr	&KR0607;	42
kr	&KR0346;	42
kr	&KR0156;	42
kr	&KR2354;	42
kr	&KR2511;	42
kr	&KR2015;	42
kr	&KR2822;	41
kr	&KR3081;	41
kr	&KR2210;	41
kr	&KR2401;	41
kr	&KR2447;	41
kr	&KR2148;	41
kr	&KR2413;	41
kr	&KR1880;	41
kr	&KR2452;	41
kr	&KR2528;	41
kr	&KR2261;	41
kr	&KR1876;	41
kr	&KR2286;	41
kr	&KR2136;	41
kr	&KR1927;	41
kr	&KR1944;	41
kr	&KR2883;	41
kr	&KR2604;	41
kr	&KR2787;	41
kr	&KR1984;	41
kr	&KR2181;	41
kr	&KR2031;	41
kr	&KR2552;	41
kr	&KR2317;	41
kr	&KR2519;	41
kr	&KR0391;	41
kr	&KR1669;	41
kr	&KR2009;	41
kr	&KR2873;	41
kr	&KR0231;	41
kr	&KR0339;	41
kr	&KR0474;	41
kr	&KR0732;	41
kr	&KR0583;	41
kr	&KR3331;	41
kr	&KR2107;	41
kr	&KR2273;	41
kr	&KR2213;	40
kr	&KR2246;	40
kr	&KR2242;	40
kr	&KR2844;	40
kr	&KR2850;	40
kr	&KR3385;	40
kr	&KR2066;	40
kr	&KR2318;	40
kr	&KR2005;	40
kr	&KR2382;	40
kr	&KR2019;	40
kr	&KR2547;	40
kr	&KR2449;	40
kr	&KR2040;	40
kr	&KR2238;	40
kr	&KR1905;	40
kr	&KR2522;	40
kr	&KR1977;	40
kr	&KR2443;	40
kr	&KR2714;	40
kr	&KR2073;	40
kr	&KR2345;	40
kr	&KR2250;	40
kr	&KR1761;	40
kr	&KR1771;	40
kr	&KR2476;	40
kr	&KR2448;	40
kr	&KR3172;	40
kr	&KR2784;	40
kr	&KR2673;	40
kr	&KR2245;	40
kr	&KR0437;	40
kr	&KR0529;	40
kr	&KR0620;	40
kr	&KR0638;	40
kr	&KR2131;	40
kr	&KR2390;	40
kr	&KR2006;	40
kr	&KR3982;	40
kr	&KR2037;	39
kr	&KR2598;	39
kr	&KR2319;	39
kr	&KR2157;	39
kr	&KR1987;	39
kr	&KR1964;	39
kr	&KR1875;	39
kr	&KR1839;	39
kr	&KR1966;	39
kr	&KR2490;	39
kr	&KR1922;	39
kr	&KR1981;	39
kr	&KR1884;	39
kr	&KR1940;	39
kr	&KR2045;	39
kr	&KR2651;	39
kr	&KR2146;	39
kr	&KR2287;	39
kr	&KR2899;	39
kr	&KR1986;	39
kr	&KR1881;	39
kr	&KR2194;	39
kr	&KR2699;	39
kr	&KR0084;	39
kr	&KR0104;	39
kr	&KR0152;	39
kr	&KR1913;	39
kr	&KR2941;	39
kr	&KR2215;	39
kr	&KR2957;	39
kr	&KR2633;	39
kr	&KR2121;	39
kr	&KR2269;	39
kr	&KR0682;	39
kr	&KR0275;	39
kr	&KR3397;	39
kr	&KR3269;	39
kr	&KR2532;	39
kr	&KR2493;	39
kr	&KR2518;	38
kr	&KR2386;	38
kr	&KR1942;	38
kr	&KR2436;	38
kr	&KR2230;	38
kr	&KR2044;	38
kr	&KR2099;	38
kr	&KR2018;	38
kr	&KR3031;	38
kr	&KR2192;	38
kr	&KR2253;	38
kr	&KR2043;	38
kr	&KR2003;	38
kr	&KR2228;	38
kr	&KR1746;	38
kr	&KR1781;	38
kr	&KR2439;	38
kr	&KR2695;	38
kr	&KR2357;	38
kr	&KR2915;	38
kr	&KR2849;	38
kr	&KR2782;	38
kr	&KR1923;	38
kr	&KR2078;	38
kr	&KR2325;	38
kr	&KR2728;	38
kr	&KR2665;	38
kr	&KR0162;	38
kr	&KR0613;	38
kr	&KR0199;	38
kr	&KR0389;	38
kr	&KR0352;	38
kr	&KR2249;	38
kr	&KR0276;	38
kr	&KR2377;	38
kr	&KR2992;	38
kr	&KR2482;	38
kr	&KR2634;	38
kr	&KR3391;	38
kr	&KR3064;	38
kr	&KR2508;	38
kr	&KR2175;	38
kr	&KR0387;	38
kr	&KR0384;	38
kr	&KR2135;	38
kr	&KR3566;	38
kr	&KR2902;	37
kr	&KR2016;	37
kr	&KR2125;	37
kr	&KR1868;	37
kr	&KR2108;	37
kr	&KR2467;	37
kr	&KR2115;	37
kr	&KR2069;	37
kr	&KR1685;	37
kr	&KR2293;	37
kr	&KR1939;	37
kr	&KR2907;	37
kr	&KR2671;	37
kr	&KR2283;	37
kr	&KR2324;	37
kr	&KR2177;	37
kr	&KR2265;	37
kr	&KR0331;	37
kr	&KR2489;	37
kr	&KR2282;	37
kr	&KR0523;	37
kr	&KR0453;	37
kr	&KR0654;	37
kr	&KR3170;	37
kr	&KR2098;	37
kr	&KR4006;	37
kr	&KR2201;	37
kr	&KR4172;	37
kr	&KR2398;	36
kr	&KR2239;	36
kr	&KR2434;	36
kr	&KR2394;	36
kr	&KR3105;	36
kr	&KR2105;	36
kr	&KR2204;	36
kr	&KR1992;	36
kr	&KR2017;	36
kr	&KR2605;	36
kr	&KR2097;	36
kr	&KR2084;	36
kr	&KR2997;	36
kr	&KR2216;	36
kr	&KR2625;	36
kr	&KR2428;	36
kr	&KR0317;	36
kr	&KR2063;	36
kr	&KR2150;	36
kr	&KR2127;	36
kr	&KR2000;	36
kr	&KR2176;	36
kr	&KR2410;	36
kr	&KR2878;	36
kr	&KR0234;	36
kr	&KR0611;	36
kr	&KR0324;	36
kr	&KR2918;	36
kr	&KR2612;	36
kr	&KR3379;	36
kr	&KR2939;	36
kr	&KR3267;	36
kr	&KR5357;	36
kr	&KR1962;	35
kr	&KR2143;	35
kr	&KR1782;	35
kr	&KR2465;	35
kr	&KR2205;	35
kr	&KR1936;	35
kr	&KR2095;	35
kr	&KR2036;	35
kr	&KR2400;	35
kr	&KR2130;	35
kr	&KR2217;	35
kr	&KR2502;	35
kr	&KR1801;	35
kr	&KR1878;	35
kr	&KR2029;	35
kr	&KR1925;	35
kr	&KR2173;	35
kr	&KR2343;	35
kr	&KR2094;	35
kr	&KR0204;	35
kr	&KR0365;	35
kr	&KR0360;	35
kr	&KR0406;	35
kr	&KR0771;	35
kr	&KR2055;	35
kr	&KR2169;	35
kr	&KR2901;	35
kr	&KR2414;	35
kr	&KR0216;	35
kr	&KR0573;	35
kr	&KR3405;	35
kr	&KR2126;	35
kr	&KR1968;	34
kr	&KR2092;	34
kr	&KR3122;	34
kr	&KR2729;	34
kr	&KR2155;	34
kr	&KR2494;	34
kr	&KR2845;	34
kr	&KR2687;	34
kr	&KR2430;	34
kr	&KR1947;	34
kr	&KR2082;	34
kr	&KR2416;	34
kr	&KR2065;	34
kr	&KR2417;	34
kr	&KR2116;	34
kr	&KR2280;	34
kr	&KR2014;	34
kr	&KR2670;	34
kr	&KR0649;	34
kr	&KR2052;	34
kr	&KR2623;	34
kr	&KR2859;	34
kr	&KR2432;	34
kr	&KR0463;	34
kr	&KR0503;	34
kr	&KR0532;	34
kr	&KR0716;	34
kr	&KR2296;	34
kr	&KR3417;	34
kr	&KR2197;	34
kr	&KR2297;	33
kr	&KR3222;	33
kr	&KR2473;	33
kr	&KR2118;	33
kr	&KR2091;	33
kr	&KR2285;	33
kr	&KR2990;	33
kr	&KR2369;	33
kr	&KR2645;	33
kr	&KR2485;	33
kr	&KR2174;	33
kr	&KR2010;	33
kr	&KR2599;	33
kr	&KR2445;	33
kr	&KR2142;	33
kr	&KR2038;	33
kr	&KR2224;	33
kr	&KR2506;	33
kr	&KR2994;	33
kr	&KR2096;	33
kr	&KR2793;	33
kr	&KR2763;	33
kr	&KR3134;	33
kr	&KR2972;	33
kr	&KR2160;	33
kr	&KR2311;	33
kr	&KR0359;	33
kr	&KR0120;	33
kr	&KR0295;	33
kr	&KR2556;	33
kr	&KR2154;	33
kr	&KR3013;	33
kr	&KR2263;	33
kr	&KR2758;	33
kr	&KR2165;	33
kr	&KR3162;	33
kr	&KR3369;	33
kr	&KR3072;	33
kr	&KR2602;	33
kr	&KR3173;	33
kr	&KR3568;	33
kr	&KR0471;	33
kr	&KR0338;	33
kr	&KR0415;	33
kr	&KR2622;	33
kr	&KR2693;	33
kr	&KR2539;	33
kr	&KR2123;	32
kr	&KR2969;	32
kr	&KR2540;	32
kr	&KR2958;	32
kr	&KR2558;	32
kr	&KR3084;	32
kr	&KR2225;	32
kr	&KR2013;	32
kr	&KR3483;	32
kr	&KR3429;	32
kr	&KR2227;	32
kr	&KR2438;	32
kr	&KR2574;	32
kr	&KR2667;	32
kr	&KR2916;	32
kr	&KR2800;	32
kr	&KR3068;	32
kr	&KR2231;	32
kr	&KR0076;	32
kr	&KR2794;	32
kr	&KR2424;	32
kr	&KR3065;	32
kr	&KR2624;	32
kr	&KR3165;	32
kr	&KR3823;	32
kr	&KR0139;	32
kr	&KR3253;	32
kr	&KR0336;	32
kr	&KR3217;	32
kr	&KR2781;	32
kr	&KR2963;	32
kr	&KR2840;	32
kr	&KR4134;	32
kr	&KR2235;	31
kr	&KR2751;	31
kr	&KR2590;	31
kr	&KR2256;	31
kr	&KR2464;	31
kr	&KR2516;	31
kr	&KR2289;	31
kr	&KR2456;	31
kr	&KR2903;	31
kr	&KR2650;	31
kr	&KR2365;	31
kr	&KR2278;	31
kr	&KR2711;	31
kr	&KR2405;	31
kr	&KR2678;	31
kr	&KR2179;	31
kr	&KR2836;	31
kr	&KR2218;	31
kr	&KR2362;	31
kr	&KR0728;	31
kr	&KR0325;	31
kr	&KR0578;	31
kr	&KR2164;	31
kr	&KR2823;	31
kr	&KR2774;	31
kr	&KR2912;	31
kr	&KR2510;	31
kr	&KR3187;	31
kr	&KR1001;	31
kr	&KR0124;	31
kr	&KR0435;	31
kr	&KR0184;	31
kr	&KR0633;	31
kr	&KR0403;	31
kr	&KR0159;	31
kr	&KR0299;	31
kr	&KR3510;	31
kr	&KR2582;	31
kr	&KR2503;	31
kr	&KR3577;	31
kr	&KR3027;	31
kr	&KR2407;	30
kr	&KR3175;	30
kr	&KR2337;	30
kr	&KR2691;	30
kr	&KR2900;	30
kr	&KR2843;	30
kr	&KR2206;	30
kr	&KR3152;	30
kr	&KR3088;	30
kr	&KR2397;	30
kr	&KR2409;	30
kr	&KR2083;	30
kr	&KR3055;	30
kr	&KR2366;	30
kr	&KR3258;	30
kr	&KR2569;	30
kr	&KR2649;	30
kr	&KR2976;	30
kr	&KR2606;	30
kr	&KR2340;	30
kr	&KR3097;	30
kr	&KR2995;	30
kr	&KR2980;	30
kr	&KR3271;	30
kr	&KR0723;	30
kr	&KR0466;	30
kr	&KR2937;	30
kr	&KR3060;	30
kr	&KR3171;	30
kr	&KR2064;	30
kr	&KR2533;	30
kr	&KR3393;	30
kr	&KR2327;	30
kr	&KR2196;	30
kr	&KR2321;	30
kr	&KR2431;	29
kr	&KR2234;	29
kr	&KR2616;	29
kr	&KR2684;	29
kr	&KR2254;	29
kr	&KR2560;	29
kr	&KR1918;	29
kr	&KR2334;	29
kr	&KR2219;	29
kr	&KR2710;	29
kr	&KR2310;	29
kr	&KR3073;	29
kr	&KR3206;	29
kr	&KR2266;	29
kr	&KR2363;	29
kr	&KR2500;	29
kr	&KR2361;	29
kr	&KR2374;	29
kr	&KR1337;	29
kr	&KR0171;	29
kr	&KR2338;	29
kr	&KR2531;	29
kr	&KR2208;	29
kr	&KR2529;	29
kr	&KR3282;	29
kr	&KR3435;	29
kr	&KR2158;	29
kr	&KR0522;	29
kr	&KR0488;	29
kr	&KR0443;	29
kr	&KR0494;	29
kr	&KR2200;	29
kr	&KR3203;	29
kr	&KR3547;	29
kr	&KR2488;	29
kr	&KR2948;	29
kr	&KR3335;	29
kr	&KR1906;	29
kr	&KR3995;	29
kr	&KR2427;	29
kr	&KR2629;	28
kr	&KR2399;	28
kr	&KR2316;	28
kr	&KR2914;	28
kr	&KR2554;	28
kr	&KR2512;	28
kr	&KR2022;	28
kr	&KR2757;	28
kr	&KR2847;	28
kr	&KR2141;	28
kr	&KR2856;	28
kr	&KR3140;	28
kr	&KR2461;	28
kr	&KR2198;	28
kr	&KR2422;	28
kr	&KR2451;	28
kr	&KR2425;	28
kr	&KR2760;	28
kr	&KR2347;	28
kr	&KR2306;	28
kr	&KR0300;	28
kr	&KR2163;	28
kr	&KR2039;	28
kr	&KR3059;	28
kr	&KR3517;	28
kr	&KR0826;	28
kr	&KR0490;	28
kr	&KR0220;	28
kr	&KR0823;	28
kr	&KR0746;	28
kr	&KR3114;	28
kr	&KR2790;	28
kr	&KR3813;	28
kr	&KR2291;	27
kr	&KR2396;	27
kr	&KR3416;	27
kr	&KR2421;	27
kr	&KR2419;	27
kr	&KR2350;	27
kr	&KR3044;	27
kr	&KR3040;	27
kr	&KR2685;	27
kr	&KR2252;	27
kr	&KR2041;	27
kr	&KR2696;	27
kr	&KR3019;	27
kr	&KR3480;	27
kr	&KR2968;	27
kr	&KR2384;	27
kr	&KR2440;	27
kr	&KR3410;	27
kr	&KR2614;	27
kr	&KR0756;	27
kr	&KR0701;	27
kr	&KR3818;	27
kr	&KR3183;	27
kr	&KR2894;	27
kr	&KR0439;	27
kr	&KR0364;	27
kr	&KR0492;	27
kr	&KR0150;	27
kr	&KR0375;	27
kr	&KR0307;	27
kr	&KR3681;	27
kr	&KR3107;	27
kr	&KR2437;	27
kr	&KR2381;	27
kr	&KR3201;	27
kr	&KR2420;	27
kr	&KR2731;	27
kr	&KR3569;	27
kr	&KR2735;	27
kr	&KR2379;	27
kr	&KR3104;	26
kr	&KR3281;	26
kr	&KR2648;	26
kr	&KR2376;	26
kr	&KR2732;	26
kr	&KR2953;	26
kr	&KR3867;	26
kr	&KR2895;	26
kr	&KR2406;	26
kr	&KR2911;	26
kr	&KR1797;	26
kr	&KR2964;	26
kr	&KR3144;	26
kr	&KR2690;	26
kr	&KR2276;	26
kr	&KR3497;	26
kr	&KR2786;	26
kr	&KR3573;	26
kr	&KR3688;	26
kr	&KR3159;	26
kr	&KR2333;	26
kr	&KR0073;	26
kr	&KR0313;	26
kr	&KR0227;	26
kr	&KR2457;	26
kr	&KR2517;	26
kr	&KR3349;	26
kr	&KR3180;	26
kr	&KR2652;	26
kr	&KR3032;	26
kr	&KR3207;	26
kr	&KR0577;	26
kr	&KR0485;	26
kr	&KR0718;	26
kr	&KR0507;	26
kr	&KR0445;	26
kr	&KR2352;	26
kr	&KR3313;	26
kr	&KR2603;	26
kr	&KR2551;	26
kr	&KR2469;	26
kr	&KR3295;	26
kr	&KR2578;	25
kr	&KR2411;	25
kr	&KR2860;	25
kr	&KR2591;	25
kr	&KR4007;	25
kr	&KR3089;	25
kr	&KR2669;	25
kr	&KR3182;	25
kr	&KR2462;	25
kr	&KR2611;	25
kr	&KR2586;	25
kr	&KR2739;	25
kr	&KR3622;	25
kr	&KR2492;	25
kr	&KR2380;	25
kr	&KR2388;	25
kr	&KR2777;	25
kr	&KR2248;	25
kr	&KR2268;	25
kr	&KR2472;	25
kr	&KR2450;	25
kr	&KR3442;	25
kr	&KR3260;	25
kr	&KR2534;	25
kr	&KR0454;	25
kr	&KR0527;	25
kr	&KR2886;	25
kr	&KR2236;	25
kr	&KR2573;	25
kr	&KR3496;	25
kr	&KR3062;	25
kr	&KR2697;	25
kr	&KR3402;	25
kr	&KR2689;	25
kr	&KR3332;	25
kr	&KR0296;	25
kr	&KR0458;	25
kr	&KR0656;	25
kr	&KR0533;	25
kr	&KR3557;	25
kr	&KR3403;	25
kr	&KR3443;	25
kr	&KR2498;	25
kr	&KR3263;	25
kr	&KR2495;	25
kr	&KR3649;	25
kr	&KR5276;	25
kr	&KR2322;	24
kr	&KR2538;	24
kr	&KR3046;	24
kr	&KR2243;	24
kr	&KR2520;	24
kr	&KR2351;	24
kr	&KR3437;	24
kr	&KR3387;	24
kr	&KR2348;	24
kr	&KR2312;	24
kr	&KR3355;	24
kr	&KR2011;	24
kr	&KR3037;	24
kr	&KR2523;	24
kr	&KR3204;	24
kr	&KR2727;	24
kr	&KR3223;	24
kr	&KR2642;	24
kr	&KR3141;	24
kr	&KR3121;	24
kr	&KR2936;	24
kr	&KR3328;	24
kr	&KR2921;	24
kr	&KR2597;	24
kr	&KR2521;	24
kr	&KR3310;	24
kr	&KR3057;	24
kr	&KR2580;	24
kr	&KR2593;	24
kr	&KR2870;	24
kr	&KR3161;	24
kr	&KR2264;	24
kr	&KR3215;	24
kr	&KR2203;	24
kr	&KR0967;	24
kr	&KR0366;	24
kr	&KR2475;	24
kr	&KR3228;	24
kr	&KR2855;	24
kr	&KR2294;	24
kr	&KR2320;	24
kr	&KR2524;	24
kr	&KR2453;	24
kr	&KR3791;	24
kr	&KR3045;	24
kr	&KR2802;	24
kr	&KR3528;	24
kr	&KR0314;	24
kr	&KR0717;	24
kr	&KR0400;	24
kr	&KR0409;	24
kr	&KR0429;	24
kr	&KR0631;	24
kr	&KR0543;	24
kr	&KR0498;	24
kr	&KR0515;	24
kr	&KR0405;	24
kr	&KR0272;	24
kr	&KR3614;	24
kr	&KR3444;	24
kr	&KR2349;	24
kr	&KR2961;	24
kr	&KR3286;	24
kr	&KR3727;	24
kr	&KR2537;	24
kr	&KR5330;	24
kr	&KR3305;	23
kr	&KR2766;	23
kr	&KR2852;	23
kr	&KR2791;	23
kr	&KR3492;	23
kr	&KR3472;	23
kr	&KR2412;	23
kr	&KR2913;	23
kr	&KR2404;	23
