namespace	entity	count
kr	&KR2581;	23
kr	&KR2876;	23
kr	&KR2610;	23
kr	&KR2460;	23
kr	&KR2805;	23
kr	&KR2444;	23
kr	&KR4071;	23
kr	&KR2754;	23
kr	&KR0350;	23
kr	&KR0334;	23
kr	&KR0725;	23
kr	&KR2879;	23
kr	&KR2455;	23
kr	&KR2068;	23
kr	&KR3208;	23
kr	&KR3069;	23
kr	&KR3623;	23
kr	&KR2496;	23
kr	&KR0926;	23
kr	&KR0661;	23
kr	&KR0145;	23
kr	&KR0408;	23
kr	&KR0291;	23
kr	&KR3757;	23
kr	&KR3752;	23
kr	&KR3415;	23
kr	&KR2686;	23
kr	&KR2846;	23
kr	&KR3394;	23
kr	&KR3163;	23
kr	&KR2535;	23
kr	&KR2955;	23
kr	&KR2536;	23
kr	&KR2483;	22
kr	&KR2557;	22
kr	&KR3713;	22
kr	&KR2385;	22
kr	&KR2680;	22
kr	&KR2583;	22
kr	&KR3015;	22
kr	&KR2571;	22
kr	&KR2144;	22
kr	&KR2734;	22
kr	&KR2643;	22
kr	&KR2565;	22
kr	&KR2712;	22
kr	&KR2857;	22
kr	&KR2924;	22
kr	&KR3164;	22
kr	&KR3418;	22
kr	&KR2674;	22
kr	&KR2837;	22
kr	&KR0727;	22
kr	&KR0271;	22
kr	&KR0986;	22
kr	&KR2609;	22
kr	&KR3022;	22
kr	&KR3847;	22
kr	&KR3268;	22
kr	&KR3167;	22
kr	&KR3618;	22
kr	&KR3837;	22
kr	&KR3302;	22
kr	&KR3100;	22
kr	&KR2584;	22
kr	&KR0407;	22
kr	&KR3494;	22
kr	&KR0402;	22
kr	&KR0371;	22
kr	&KR3617;	22
kr	&KR0872;	22
kr	&KR0499;	22
kr	&KR3871;	22
kr	&KR3399;	22
kr	&KR2881;	22
kr	&KR3041;	22
kr	&KR2635;	22
kr	&KR3146;	22
kr	&KR2626;	22
kr	&KR3299;	22
kr	&KR2897;	22
kr	&KR3398;	22
kr	&KR2962;	22
kr	&KR2788;	22
kr	&KR3373;	22
kr	&KR2585;	22
kr	&KR3658;	22
kr	&KR3660;	22
kr	&KR2717;	21
kr	&KR3083;	21
kr	&KR2804;	21
kr	&KR2368;	21
kr	&KR2756;	21
kr	&KR2681;	21
kr	&KR2694;	21
kr	&KR3591;	21
kr	&KR2300;	21
kr	&KR2893;	21
kr	&KR2742;	21
kr	&KR2555;	21
kr	&KR2721;	21
kr	&KR2630;	21
kr	&KR2499;	21
kr	&KR2789;	21
kr	&KR3466;	21
kr	&KR3087;	21
kr	&KR3972;	21
kr	&KR2797;	21
kr	&KR2981;	21
kr	&KR3113;	21
kr	&KR1117;	21
kr	&KR0619;	21
kr	&KR0502;	21
kr	&KR0586;	21
kr	&KR0030;	21
kr	&KR3609;	21
kr	&KR3216;	21
kr	&KR3438;	21
kr	&KR3440;	21
kr	&KR3461;	21
kr	&KR3610;	21
kr	&KR3372;	21
kr	&KR3101;	21
kr	&KR3689;	21
kr	&KR4248;	21
kr	&KR5266;	21
kr	&KR5260;	21
kr	&KR3562;	20
kr	&KR3571;	20
kr	&KR2831;	20
kr	&KR4115;	20
kr	&KR2821;	20
kr	&KR2478;	20
kr	&KR2636;	20
kr	&KR2637;	20
kr	&KR3323;	20
kr	&KR3389;	20
kr	&KR3368;	20
kr	&KR3348;	20
kr	&KR3192;	20
kr	&KR2619;	20
kr	&KR3481;	20
kr	&KR3375;	20
kr	&KR2796;	20
kr	&KR2367;	20
kr	&KR0634;	20
kr	&KR0781;	20
kr	&KR3596;	20
kr	&KR4012;	20
kr	&KR3522;	20
kr	&KR2682;	20
kr	&KR2775;	20
kr	&KR2854;	20
kr	&KR3749;	20
kr	&KR2848;	20
kr	&KR3758;	20
kr	&KR3449;	20
kr	&KR2841;	20
kr	&KR3396;	20
kr	&KR1034;	20
kr	&KR3128;	19
kr	&KR2851;	19
kr	&KR3589;	19
kr	&KR2477;	19
kr	&KR3061;	19
kr	&KR3300;	19
kr	&KR2513;	19
kr	&KR3970;	19
kr	&KR3708;	19
kr	&KR2607;	19
kr	&KR3583;	19
kr	&KR3814;	19
kr	&KR2708;	19
kr	&KR3296;	19
kr	&KR2993;	19
kr	&KR3177;	19
kr	&KR3021;	19
kr	&KR2152;	19
kr	&KR2737;	19
kr	&KR0821;	19
kr	&KR0520;	19
kr	&KR2723;	19
kr	&KR3257;	19
kr	&KR2568;	19
kr	&KR2628;	19
kr	&KR3561;	19
kr	&KR4014;	19
kr	&KR2698;	19
kr	&KR2904;	19
kr	&KR3250;	19
kr	&KR0452;	19
kr	&KR0612;	19
kr	&KR0465;	19
kr	&KR0342;	19
kr	&KR0288;	19
kr	&KR0512;	19
kr	&KR3693;	19
kr	&KR0349;	19
kr	&KR3748;	19
kr	&KR3745;	19
kr	&KR2938;	19
kr	&KR3505;	19
kr	&KR2567;	19
kr	&KR2769;	19
kr	&KR2979;	19
kr	&KR3017;	19
kr	&KR3471;	19
kr	&KR3168;	19
kr	&KR2026;	19
kr	&KR3796;	19
kr	&KR2736;	19
kr	&KR3694;	19
kr	&KR5271;	19
kr	&KR2765;	19
kr	&KR2862;	18
kr	&KR3353;	18
kr	&KR3053;	18
kr	&KR3298;	18
kr	&KR3209;	18
kr	&KR2838;	18
kr	&KR2672;	18
kr	&KR2772;	18
kr	&KR2798;	18
kr	&KR2917;	18
kr	&KR3815;	18
kr	&KR2761;	18
kr	&KR2827;	18
kr	&KR2771;	18
kr	&KR2553;	18
kr	&KR3028;	18
kr	&KR3137;	18
kr	&KR2664;	18
kr	&KR2654;	18
kr	&KR3347;	18
kr	&KR3819;	18
kr	&KR3503;	18
kr	&KR3448;	18
kr	&KR2819;	18
kr	&KR2863;	18
kr	&KR0525;	18
kr	&KR0123;	18
kr	&KR0814;	18
kr	&KR3256;	18
kr	&KR3018;	18
kr	&KR2762;	18
kr	&KR3003;	18
kr	&KR3580;	18
kr	&KR3523;	18
kr	&KR3434;	18
kr	&KR3436;	18
kr	&KR3382;	18
kr	&KR3421;	18
kr	&KR3145;	18
kr	&KR2274;	18
kr	&KR3147;	18
kr	&KR3841;	18
kr	&KR3384;	18
kr	&KR0568;	18
kr	&KR0952;	18
kr	&KR0133;	18
kr	&KR0464;	18
kr	&KR2718;	18
kr	&KR0436;	18
kr	&KR3446;	18
kr	&KR3722;	18
kr	&KR2946;	18
kr	&KR2833;	18
kr	&KR3870;	18
kr	&KR3766;	18
kr	&KR3482;	18
kr	&KR2828;	18
kr	&KR2834;	18
kr	&KR5272;	18
kr	&KR2507;	17
kr	&KR3169;	17
kr	&KR3002;	17
kr	&KR3108;	17
kr	&KR3582;	17
kr	&KR2722;	17
kr	&KR2778;	17
kr	&KR2888;	17
kr	&KR2826;	17
kr	&KR3311;	17
kr	&KR2839;	17
kr	&KR2755;	17
kr	&KR3184;	17
kr	&KR3366;	17
kr	&KR3075;	17
kr	&KR3074;	17
kr	&KR3312;	17
kr	&KR3316;	17
kr	&KR2716;	17
kr	&KR2842;	17
kr	&KR3106;	17
kr	&KR2683;	17
kr	&KR2509;	17
kr	&KR3957;	17
kr	&KR3230;	17
kr	&KR2908;	17
kr	&KR0244;	17
kr	&KR0188;	17
kr	&KR0170;	17
kr	&KR0560;	17
kr	&KR0538;	17
kr	&KR3620;	17
kr	&KR2892;	17
kr	&KR2641;	17
kr	&KR3507;	17
kr	&KR3317;	17
kr	&KR3977;	17
kr	&KR3763;	17
kr	&KR2768;	17
kr	&KR3036;	17
kr	&KR3261;	17
kr	&KR0824;	17
kr	&KR0054;	17
kr	&KR0316;	17
kr	&KR0113;	17
kr	&KR2663;	17
kr	&KR3515;	17
kr	&KR3712;	17
kr	&KR2923;	17
kr	&KR2885;	17
kr	&KR3476;	17
kr	&KR3941;	17
kr	&KR3478;	17
kr	&KR3747;	17
kr	&KR3686;	17
kr	&KR2999;	17
kr	&KR3800;	17
kr	&KR2889;	17
kr	&KR3588;	17
kr	&KR3567;	17
kr	&KR5265;	17
kr	&KR2887;	17
kr	&KR2905;	16
kr	&KR2944;	16
kr	&KR2959;	16
kr	&KR3680;	16
kr	&KR3380;	16
kr	&KR3011;	16
kr	&KR3805;	16
kr	&KR2576;	16
kr	&KR2720;	16
kr	&KR2830;	16
kr	&KR2724;	16
kr	&KR2818;	16
kr	&KR2932;	16
kr	&KR3056;	16
kr	&KR3054;	16
kr	&KR3095;	16
kr	&KR3157;	16
kr	&KR2947;	16
kr	&KR4101;	16
kr	&KR3477;	16
kr	&KR2890;	16
kr	&KR3502;	16
kr	&KR2869;	16
kr	&KR2970;	16
kr	&KR3344;	16
kr	&KR2998;	16
kr	&KR2978;	16
kr	&KR0315;	16
kr	&KR2715;	16
kr	&KR0635;	16
kr	&KR0108;	16
kr	&KR0650;	16
kr	&KR0388;	16
kr	&KR3395;	16
kr	&KR2668;	16
kr	&KR2880;	16
kr	&KR2898;	16
kr	&KR2741;	16
kr	&KR3042;	16
kr	&KR3809;	16
kr	&KR2679;	16
kr	&KR0262;	16
kr	&KR0516;	16
kr	&KR0928;	16
kr	&KR0484;	16
kr	&KR0589;	16
kr	&KR0976;	16
kr	&KR0086;	16
kr	&KR0549;	16
kr	&KR2951;	16
kr	&KR3881;	16
kr	&KR2952;	16
kr	&KR2033;	16
kr	&KR3306;	16
kr	&KR3721;	16
kr	&KR3946;	16
kr	&KR5274;	16
kr	&KR2933;	15
kr	&KR3820;	15
kr	&KR3400;	15
kr	&KR3648;	15
kr	&KR2719;	15
kr	&KR3109;	15
kr	&KR2954;	15
kr	&KR3124;	15
kr	&KR3852;	15
kr	&KR2871;	15
kr	&KR3530;	15
kr	&KR4091;	15
kr	&KR2949;	15
kr	&KR3155;	15
kr	&KR3426;	15
kr	&KR2996;	15
kr	&KR3339;	15
kr	&KR3008;	15
kr	&KR0791;	15
kr	&KR2922;	15
kr	&KR3504;	15
kr	&KR3066;	15
kr	&KR2991;	15
kr	&KR2713;	15
kr	&KR1903;	15
kr	&KR2988;	15
kr	&KR3009;	15
kr	&KR2956;	15
kr	&KR3005;	15
kr	&KR2752;	15
kr	&KR3978;	15
kr	&KR2977;	15
kr	&KR3877;	15
kr	&KR2877;	15
kr	&KR3735;	15
kr	&KR1164;	15
kr	&KR0311;	15
kr	&KR0472;	15
kr	&KR0542;	15
kr	&KR0412;	15
kr	&KR0255;	15
kr	&KR3377;	15
kr	&KR4339;	15
kr	&KR3111;	15
kr	&KR3554;	15
kr	&KR3560;	15
kr	&KR3043;	15
kr	&KR3548;	15
kr	&KR3012;	15
kr	&KR3026;	15
kr	&KR3080;	15
kr	&KR5282;	15
kr	&KR3010;	15
kr	&KR5303;	15
kr	&KR4086;	15
kr	&KR2820;	14
kr	&KR3252;	14
kr	&KR3067;	14
kr	&KR3324;	14
kr	&KR3412;	14
kr	&KR3160;	14
kr	&KR3063;	14
kr	&KR2864;	14
kr	&KR3149;	14
kr	&KR3673;	14
kr	&KR3007;	14
kr	&KR3034;	14
kr	&KR3304;	14
kr	&KR3419;	14
kr	&KR3251;	14
kr	&KR2950;	14
kr	&KR3585;	14
kr	&KR3153;	14
kr	&KR2925;	14
kr	&KR3220;	14
kr	&KR3094;	14
kr	&KR3409;	14
kr	&KR2832;	14
kr	&KR2882;	14
kr	&KR3816;	14
kr	&KR3827;	14
kr	&KR3427;	14
kr	&KR2975;	14
kr	&KR0526;	14
kr	&KR0378;	14
kr	&KR0493;	14
kr	&KR0672;	14
kr	&KR3103;	14
kr	&KR2884;	14
kr	&KR2934;	14
kr	&KR2806;	14
kr	&KR2829;	14
kr	&KR3241;	14
kr	&KR3619;	14
kr	&KR0983;	14
kr	&KR0398;	14
kr	&KR0580;	14
kr	&KR0329;	14
kr	&KR0202;	14
kr	&KR0509;	14
kr	&KR0344;	14
kr	&KR0835;	14
kr	&KR3212;	14
kr	&KR0385;	14
kr	&KR0381;	14
kr	&KR0137;	14
kr	&KR3742;	14
kr	&KR3844;	14
kr	&KR3655;	14
kr	&KR3725;	14
kr	&KR3726;	14
kr	&KR3343;	14
kr	&KR2632;	14
kr	&KR3958;	14
kr	&KR4241;	14
kr	&KR2770;	14
kr	&KR4114;	14
kr	&KR3351;	14
kr	&KR5264;	14
kr	&KR5278;	14
kr	&KR3259;	14
kr	&KR2920;	13
kr	&KR3119;	13
kr	&KR3116;	13
kr	&KR3824;	13
kr	&KR3092;	13
kr	&KR3563;	13
kr	&KR2872;	13
kr	&KR2974;	13
kr	&KR3321;	13
kr	&KR2675;	13
kr	&KR2989;	13
kr	&KR3079;	13
kr	&KR3016;	13
kr	&KR3233;	13
kr	&KR3565;	13
kr	&KR3479;	13
kr	&KR3117;	13
kr	&KR4299;	13
kr	&KR2725;	13
kr	&KR2966;	13
kr	&KR3211;	13
kr	&KR3248;	13
kr	&KR2653;	13
kr	&KR3150;	13
kr	&KR0045;	13
kr	&KR0599;	13
kr	&KR0270;	13
kr	&KR0943;	13
kr	&KR3325;	13
kr	&KR2965;	13
kr	&KR3110;	13
kr	&KR3174;	13
kr	&KR3006;	13
kr	&KR3408;	13
kr	&KR3711;	13
kr	&KR3142;	13
kr	&KR3825;	13
kr	&KR0563;	13
kr	&KR1059;	13
kr	&KR0557;	13
kr	&KR0025;	13
kr	&KR0822;	13
kr	&KR0639;	13
kr	&KR3850;	13
kr	&KR0537;	13
kr	&KR3810;	13
kr	&KR0399;	13
kr	&KR0361;	13
kr	&KR3884;	13
kr	&KR3210;	13
kr	&KR3129;	13
kr	&KR3657;	13
kr	&KR3303;	13
kr	&KR4329;	13
kr	&KR3874;	13
kr	&KR3521;	13
kr	&KR3661;	13
kr	&KR3098;	13
kr	&KR3186;	13
kr	&KR3264;	13
kr	&KR3115;	13
kr	&KR3451;	13
kr	&KR3030;	13
kr	&KR3112;	13
kr	&KR3078;	13
kr	&KR3696;	13
kr	&KR3428;	13
kr	&KR3945;	13
kr	&KR3953;	13
kr	&KR4282;	13
kr	&KR5320;	13
kr	&KR4256;	13
kr	&KR3520;	13
kr	&KR5314;	13
kr	&KR5270;	13
kr	&KR2587;	12
kr	&KR3176;	12
kr	&KR3289;	12
kr	&KR3287;	12
kr	&KR3866;	12
kr	&KR3221;	12
kr	&KR3202;	12
kr	&KR3927;	12
kr	&KR3354;	12
kr	&KR4130;	12
kr	&KR2853;	12
kr	&KR3139;	12
kr	&KR3014;	12
kr	&KR3123;	12
kr	&KR3038;	12
kr	&KR3191;	12
kr	&KR3470;	12
kr	&KR3131;	12
kr	&KR3199;	12
kr	&KR3227;	12
kr	&KR3266;	12
kr	&KR3001;	12
kr	&KR3329;	12
kr	&KR3076;	12
kr	&KR3828;	12
kr	&KR3334;	12
kr	&KR3058;	12
kr	&KR3093;	12
kr	&KR3189;	12
kr	&KR3326;	12
kr	&KR2973;	12
kr	&KR0541;	12
kr	&KR0840;	12
kr	&KR0249;	12
kr	&KR0091;	12
kr	&KR3077;	12
kr	&KR3219;	12
kr	&KR3232;	12
kr	&KR2817;	12
kr	&KR3746;	12
kr	&KR3346;	12
kr	&KR3951;	12
kr	&KR2940;	12
kr	&KR3413;	12
kr	&KR4323;	12
kr	&KR4011;	12
kr	&KR3611;	12
kr	&KR3433;	12
kr	&KR3234;	12
kr	&KR2861;	12
kr	&KR1535;	12
kr	&KR0438;	12
kr	&KR0135;	12
kr	&KR1188;	12
kr	&KR0470;	12
kr	&KR3803;	12
kr	&KR3214;	12
kr	&KR2875;	12
kr	&KR3285;	12
kr	&KR4117;	12
kr	&KR2183;	12
kr	&KR3020;	12
kr	&KR3553;	12
kr	&KR3132;	12
kr	&KR3314;	12
kr	&KR4000;	12
kr	&KR3301;	12
kr	&KR3341;	12
kr	&KR3188;	12
kr	&KR3576;	12
kr	&KR4140;	12
kr	&KR3190;	12
kr	&KR5309;	12
kr	&KR3868;	12
kr	&KR5284;	12
kr	&KR5328;	12
kr	&KR3740;	12
kr	&KR3200;	11
kr	&KR3218;	11
kr	&KR3336;	11
kr	&KR3495;	11
kr	&KR3327;	11
kr	&KR3156;	11
kr	&KR3535;	11
kr	&KR4077;	11
kr	&KR3275;	11
kr	&KR3274;	11
kr	&KR3524;	11
kr	&KR3698;	11
kr	&KR3262;	11
kr	&KR3330;	11
kr	&KR3242;	11
kr	&KR3407;	11
kr	&KR3290;	11
kr	&KR3284;	11
kr	&KR3071;	11
kr	&KR4099;	11
kr	&KR3955;	11
kr	&KR3125;	11
kr	&KR4098;	11
kr	&KR0959;	11
kr	&KR0057;	11
kr	&KR3276;	11
kr	&KR1759;	11
kr	&KR0422;	11
kr	&KR3229;	11
kr	&KR2942;	11
kr	&KR3181;	11
kr	&KR3990;	11
kr	&KR3196;	11
kr	&KR3473;	11
kr	&KR3239;	11
kr	&KR3309;	11
kr	&KR4093;	11
kr	&KR4122;	11
kr	&KR3659;	11
kr	&KR3414;	11
kr	&KR3166;	11
kr	&KR3992;	11
kr	&KR0337;	11
kr	&KR0404;	11
kr	&KR0480;	11
kr	&KR3133;	11
kr	&KR0546;	11
kr	&KR0610;	11
kr	&KR0164;	11
kr	&KR0141;	11
kr	&KR3475;	11
kr	&KR3743;	11
kr	&KR4507;	11
kr	&KR2470;	11
kr	&KR3070;	11
kr	&KR4529;	11
kr	&KR3118;	11
kr	&KR3185;	11
kr	&KR4325;	11
kr	&KR3270;	11
kr	&KR3278;	11
kr	&KR4094;	11
kr	&KR3279;	11
kr	&KR3277;	11
kr	&KR3273;	11
kr	&KR5256;	11
kr	&KR3849;	11
kr	&KR5336;	11
kr	&KR3213;	10
kr	&KR3224;	10
kr	&KR3294;	10
kr	&KR3612;	10
kr	&KR3136;	10
kr	&KR3587;	10
kr	&KR3424;	10
kr	&KR3226;	10
kr	&KR3035;	10
kr	&KR3231;	10
kr	&KR3737;	10
kr	&KR3360;	10
kr	&KR3856;	10
kr	&KR3724;	10
kr	&KR3090;	10
kr	&KR3488;	10
kr	&KR3198;	10
kr	&KR3127;	10
kr	&KR3237;	10
kr	&KR3692;	10
kr	&KR0590;	10
kr	&KR1292;	10
kr	&KR0469;	10
kr	&KR0669;	10
kr	&KR0760;	10
kr	&KR3194;	10
kr	&KR3333;	10
kr	&KR3834;	10
kr	&KR3527;	10
kr	&KR3342;	10
kr	&KR4310;	10
kr	&KR3445;	10
kr	&KR3731;	10
kr	&KR3741;	10
kr	&KR0446;	10
kr	&KR0285;	10
kr	&KR1312;	10
kr	&KR0413;	10
kr	&KR0623;	10
kr	&KR0748;	10
kr	&KR0504;	10
kr	&KR0741;	10
kr	&KR0921;	10
kr	&KR3751;	10
kr	&KR3280;	10
kr	&KR3996;	10
kr	&KR3086;	10
kr	&KR3937;	10
kr	&KR3193;	10
kr	&KR3581;	10
kr	&KR3361;	10
kr	&KR3364;	10
kr	&KR3501;	10
kr	&KR3831;	10
kr	&KR3350;	10
kr	&KR3340;	10
kr	&KR4105;	10
kr	&KR4001;	10
kr	&KR5281;	10
kr	&KR3365;	10
kr	&KR3363;	10
kr	&KR5337;	10
kr	&KR5294;	10
kr	&KR4082;	10
kr	&KR5407;	10
kr	&KR3362;	10
kr	&KR3249;	9
kr	&KR3453;	9
kr	&KR3822;	9
kr	&KR3102;	9
kr	&KR3719;	9
kr	&KR3154;	9
kr	&KR3143;	9
kr	&KR3665;	9
kr	&KR3474;	9
kr	&KR3390;	9
kr	&KR3292;	9
kr	&KR3225;	9
kr	&KR3516;	9
kr	&KR3487;	9
kr	&KR3821;	9
kr	&KR3179;	9
kr	&KR3374;	9
kr	&KR3197;	9
kr	&KR3265;	9
kr	&KR3370;	9
kr	&KR3457;	9
kr	&KR3533;	9
kr	&KR3236;	9
kr	&KR3096;	9
kr	&KR1404;	9
kr	&KR0172;	9
kr	&KR1240;	9
kr	&KR0565;	9
kr	&KR1487;	9
kr	&KR0614;	9
kr	&KR4152;	9
kr	&KR3352;	9
kr	&KR3357;	9
kr	&KR3714;	9
kr	&KR3671;	9
kr	&KR3430;	9
kr	&KR3130;	9
kr	&KR3855;	9
kr	&KR3594;	9
kr	&KR4491;	9
kr	&KR3383;	9
kr	&KR3322;	9
kr	&KR4078;	9
kr	&KR0892;	9
kr	&KR0817;	9
kr	&KR0711;	9
kr	&KR1111;	9
kr	&KR0805;	9
kr	&KR0368;	9
kr	&KR0496;	9
kr	&KR0379;	9
kr	&KR0455;	9
kr	&KR0834;	9
kr	&KR0513;	9
kr	&KR0940;	9
kr	&KR0357;	9
kr	&KR3158;	9
kr	&KR0367;	9
kr	&KR2945;	9
kr	&KR3872;	9
kr	&KR3455;	9
kr	&KR3966;	9
kr	&KR3291;	9
kr	&KR4074;	9
kr	&KR3590;	9
kr	&KR3592;	9
kr	&KR3308;	9
kr	&KR4286;	9
kr	&KR3754;	9
kr	&KR3338;	9
kr	&KR4277;	9
kr	&KR4489;	9
kr	&KR3367;	9
kr	&KR4002;	9
kr	&KR3830;	9
kr	&KR4271;	9
kr	&KR3454;	9
kr	&KR4088;	9
kr	&KR5322;	9
kr	&KR5285;	9
kr	&KR5338;	9
kr	&KR5277;	9
kr	&KR3586;	9
kr	&KR5259;	9
kr	&KR3459;	9
kr	&KR3423;	8
kr	&KR3465;	8
kr	&KR3538;	8
kr	&KR3356;	8
kr	&KR3602;	8
kr	&KR3288;	8
kr	&KR3148;	8
kr	&KR3468;	8
kr	&KR3704;	8
kr	&KR3254;	8
kr	&KR3935;	8
kr	&KR3509;	8
kr	&KR3732;	8
kr	&KR3536;	8
kr	&KR3980;	8
kr	&KR3388;	8
kr	&KR3556;	8
kr	&KR3498;	8
kr	&KR3518;	8
kr	&KR3526;	8
kr	&KR3460;	8
kr	&KR3243;	8
kr	&KR3859;	8
kr	&KR3529;	8
kr	&KR3531;	8
kr	&KR3598;	8
kr	&KR0956;	8
kr	&KR0060;	8
kr	&KR0562;	8
kr	&KR0098;	8
kr	&KR0571;	8
kr	&KR3450;	8
kr	&KR3489;	8
kr	&KR3486;	8
kr	&KR4288;	8
kr	&KR4464;	8
kr	&KR4311;	8
kr	&KR4125;	8
kr	&KR3616;	8
kr	&KR3463;	8
kr	&KR3432;	8
kr	&KR3534;	8
kr	&KR3318;	8
kr	&KR0592;	8
kr	&KR0569;	8
kr	&KR1482;	8
kr	&KR0495;	8
kr	&KR3888;	8
kr	&KR1831;	8
kr	&KR0553;	8
kr	&KR1130;	8
kr	&KR1310;	8
kr	&KR3205;	8
kr	&KR1309;	8
kr	&KR0705;	8
kr	&KR3247;	8
kr	&KR3099;	8
kr	&KR3245;	8
kr	&KR3537;	8
kr	&KR3401;	8
kr	&KR3467;	8
kr	&KR3613;	8
kr	&KR3829;	8
kr	&KR3499;	8
kr	&KR3651;	8
kr	&KR3378;	8
kr	&KR4320;	8
kr	&KR3969;	8
kr	&KR3519;	8
kr	&KR3532;	8
kr	&KR4010;	8
kr	&KR3662;	8
kr	&KR3469;	8
kr	&KR3924;	8
kr	&KR4473;	8
kr	&KR3542;	8
kr	&KR3975;	8
kr	&KR4284;	8
kr	&KR3928;	8
kr	&KR5331;	8
kr	&KR3544;	8
kr	&KR3543;	8
kr	&KR5334;	8
kr	&KR5312;	8
kr	&KR5315;	8
kr	&KR5268;	8
kr	&KR4527;	8
kr	&KR5329;	8
kr	&KR5339;	8
kr	&KR5361;	8
kr	&KR4297;	7
kr	&KR3578;	7
kr	&KR3595;	7
kr	&KR3297;	7
kr	&KR3599;	7
kr	&KR3358;	7
kr	&KR3848;	7
kr	&KR3422;	7
kr	&KR3631;	7
kr	&KR3943;	7
kr	&KR3608;	7
kr	&KR3464;	7
kr	&KR3976;	7
kr	&KR3638;	7
kr	&KR3376;	7
kr	&KR3634;	7
kr	&KR3635;	7
kr	&KR3644;	7
kr	&KR3255;	7
kr	&KR3705;	7
kr	&KR1635;	7
kr	&KR1306;	7
kr	&KR0698;	7
kr	&KR3629;	7
kr	&KR0134;	7
kr	&KR0517;	7
kr	&KR3637;	7
kr	&KR3584;	7
kr	&KR3319;	7
kr	&KR0416;	7
kr	&KR0713;	7
kr	&KR3555;	7
kr	&KR3493;	7
kr	&KR3359;	7
kr	&KR3575;	7
kr	&KR3961;	7
kr	&KR3643;	7
kr	&KR3720;	7
kr	&KR3715;	7
kr	&KR3601;	7
kr	&KR3600;	7
kr	&KR4120;	7
kr	&KR3381;	7
kr	&KR3756;	7
kr	&KR3240;	7
kr	&KR3983;	7
kr	&KR3999;	7
kr	&KR3997;	7
kr	&KR3485;	7
kr	&KR0269;	7
kr	&KR0684;	7
kr	&KR0700;	7
kr	&KR1532;	7
kr	&KR1218;	7
kr	&KR2032;	7
kr	&KR0761;	7
kr	&KR0998;	7
kr	&KR4301;	7
kr	&KR0205;	7
kr	&KR0962;	7
kr	&KR2088;	7
kr	&KR0989;	7
kr	&KR0800;	7
kr	&KR2260;	7
kr	&KR3666;	7
kr	&KR3235;	7
kr	&KR3506;	7
kr	&KR3244;	7
kr	&KR3246;	7
kr	&KR3716;	7
kr	&KR3490;	7
kr	&KR3551;	7
kr	&KR3512;	7
kr	&KR4245;	7
kr	&KR3640;	7
kr	&KR3023;	7
kr	&KR3525;	7
kr	&KR3624;	7
kr	&KR4486;	7
kr	&KR0924;	7
kr	&KR3636;	7
kr	&KR3639;	7
kr	&KR3621;	7
kr	&KR3625;	7
kr	&KR4170;	7
kr	&KR3656;	7
kr	&KR3411;	7
kr	&KR3597;	7
kr	&KR3558;	7
kr	&KR3491;	7
kr	&KR3886;	7
kr	&KR3641;	7
kr	&KR3628;	7
kr	&KR3630;	7
kr	&KR5349;	7
kr	&KR5311;	7
kr	&KR3633;	7
kr	&KR3627;	7
kr	&KR3645;	7
kr	&KR3642;	7
kr	&KR5291;	7
kr	&KR5345;	7
kr	&KR3736;	7
kr	&KR5263;	7
kr	&KR5275;	7
kr	&KR4475;	7
kr	&KR5343;	7
kr	&KR5358;	7
kr	&KR5363;	7
kr	&KR5364;	7
kr	&KR3508;	6
kr	&KR4164;	6
kr	&KR4155;	6
kr	&KR3767;	6
kr	&KR3775;	6
kr	&KR3679;	6
kr	&KR3964;	6
kr	&KR3607;	6
kr	&KR3786;	6
kr	&KR3761;	6
kr	&KR3447;	6
kr	&KR3685;	6
kr	&KR3846;	6
kr	&KR3663;	6
kr	&KR3729;	6
kr	&KR3572;	6
kr	&KR3780;	6
kr	&KR3675;	6
kr	&KR3778;	6
kr	&KR3930;	6
kr	&KR4252;	6
kr	&KR3774;	6
kr	&KR3539;	6
kr	&KR3734;	6
kr	&KR4147;	6
kr	&KR3759;	6
kr	&KR3769;	6
kr	&KR3500;	6
kr	&KR0143;	6
kr	&KR0414;	6
kr	&KR3770;	6
kr	&KR3552;	6
kr	&KR3842;	6
kr	&KR3783;	6
kr	&KR3840;	6
kr	&KR3762;	6
kr	&KR3682;	6
kr	&KR3420;	6
kr	&KR3782;	6
kr	&KR3452;	6
kr	&KR3238;	6
kr	&KR3960;	6
kr	&KR4335;	6
kr	&KR3839;	6
kr	&KR1628;	6
kr	&KR1226;	6
kr	&KR1118;	6
kr	&KR0773;	6
kr	&KR0101;	6
kr	&KR3320;	6
kr	&KR1023;	6
kr	&KR1162;	6
kr	&KR0843;	6
kr	&KR3195;	6
kr	&KR0820;	6
kr	&KR0298;	6
kr	&KR3667;	6
kr	&KR1549;	6
kr	&KR1289;	6
kr	&KR0029;	6
kr	&KR1345;	6
kr	&KR0815;	6
kr	&KR1003;	6
kr	&KR0418;	6
kr	&KR0077;	6
kr	&KR0734;	6
kr	&KR4319;	6
kr	&KR3540;	6
kr	&KR3784;	6
kr	&KR3944;	6
kr	&KR3795;	6
kr	&KR3967;	6
kr	&KR3926;	6
kr	&KR4478;	6
kr	&KR3765;	6
kr	&KR3781;	6
kr	&KR4009;	6
kr	&KR3750;	6
kr	&KR4145;	6
kr	&KR3702;	6
kr	&KR3971;	6
